filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error,publication_year
PMID 26527790 a_Summary_SoE.pdf,Arm A (Placebo),control,2.0,18.0,38.0,41.0,44.0,48.0,28.0,Daily radiotherapy (5 days/week) for 7 weeks during CRT phase; maintenance visits every 8 weeks with additional lab-only visits every 4 weeks.,,2015.0
PMID 26540028 a_Summary_SoE.pdf,Arm A (Erlotinib),intervention,2.0,1.0,2.0,3.0,4.0,5.0,30.0,"Baseline (Day -X), Randomization (Day 0), Month 1, Month 3, Month 6, Month 9, Month 12",,2016.0
PMID 26540028 a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,1.0,2.0,3.0,4.0,5.0,30.0,"Baseline (Day -X), Randomization (Day 0), Month 1, Month 3, Month 6, Month 9, Month 12",,2016.0
PMID 26598744 a_Summary_SoE.pdf,Arm 1 (Trastuzumab alone),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Every 21 days for 52 weeks,,2016.0
PMID 26598744 a_Summary_SoE.pdf,Arm 2 (Lapatinib alone),intervention,2.0,1.0,3.0,5.0,6.0,7.0,,"Weeks 1, 7, 13, 19, 25, 37, 52",,2016.0
PMID 26598744 a_Summary_SoE.pdf,Arm 3 (Sequential Trastuzumab followed by Lapatinib),intervention,2.0,5.0,13.0,15.0,16.0,17.0,7.0,"Weekly for 12 weeks, then Weeks 13, 19, 25, 37, 52",,2016.0
PMID 26598744 a_Summary_SoE.pdf,Arm 4 (Combination Lapatinib and Trastuzumab),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Every 21 days for 52 weeks,,2016.0
PMID 26628478 a_Summary_SoE.pdf,Arm A (CapeOx + Lapatinib),intervention,2.0,2.0,5.0,9.0,11.0,12.0,21.0,"Cycles 1-8: Day 1 of each 21-day cycle (q3w). After Cycle 8: Every 6 weeks (q6w) until Week 36, then every 12 weeks (q12w).",,2016.0
PMID 26628478 a_Summary_SoE.pdf,Arm B (CapeOx + Placebo),control,2.0,2.0,5.0,9.0,11.0,12.0,21.0,"Cycles 1-8: Day 1 of each 21-day cycle (q3w). After Cycle 8: Every 6 weeks (q6w) until Week 36, then every 12 weeks (q12w).",,2016.0
PMID 26639149 a_Summary_SoE.pdf,Arm A (Chlorambucil),control,1.0,3.0,7.0,13.0,17.0,21.0,28.0,"Days 1 and 15 for Cycles 1-7, then Day 1 only for Cycles 8-12. Follow-up visits start after Cycle 12.",,2015.0
PMID 26639149 a_Summary_SoE.pdf,Arm B (PCI-32765 / Ibrutinib),intervention,1.0,3.0,7.0,13.0,17.0,20.0,28.0,"Days 1 and 15 for Cycles 1-7, then Day 1 only for Cycles 8-12. Cycle 13 Day 1 is the first visit of the second year.",,2015.0
PMID 26655421 CT_Summary_SoE.pdf,Arm B (Ibrutinib + BR),intervention,1.0,6.0,13.0,21.0,24.0,27.0,28.0,"Cycle 1 (29 days): Days 1, 2, 3, 8, 15. Cycles 2-6 (28 days): Days 1, 2, 15. Cycles 7-12: Day 1. Cycle 13+: Day 1 every 3 cycles. CT scans every 12 weeks.",,2016.0
PMID 26655421 CT_Summary_SoE.pdf,Arm A (Placebo + BR),control,1.0,6.0,13.0,21.0,24.0,27.0,28.0,"Cycle 1 (29 days): Days 1, 2, 3, 8, 15. Cycles 2-6 (28 days): Days 1, 2, 15. Cycles 7-12: Day 1. Cycle 13+: Day 1 every 3 cycles. CT scans every 12 weeks.",,2016.0
PMID 26673811 a_Summary_SoE.pdf,Arm A (Ibrutinib),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,1 visit per 21-day cycle (Day 1),,2016.0
PMID 26673811 a_Summary_SoE.pdf,Arm B (Temsirolimus),control,1.0,5.0,13.0,26.0,39.0,53.0,21.0,"3 visits per 21-day cycle (Days 1, 8, 15)",,2016.0
PMID 26703889 a_Summary_SoE.pdf,Arm A (Everolimus + BSC),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Visits occur every 28 days (4 weeks) for safety monitoring, drug supply, and laboratory assessments. Tumor assessments (imaging) occur every 8 weeks (every other visit) for the first 12 months.",,2016.0
PMID 26703889 a_Summary_SoE.pdf,Arm B (Placebo + BSC),control,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Visits occur every 28 days (4 weeks) for safety monitoring, placebo supply, and laboratory assessments. Tumor assessments (imaging) occur every 8 weeks (every other visit) for the first 12 months.",,2016.0
PMID 26712084b_Summary_SoE.pdf,MK-3475 (Pembrolizumab) 2 mg/kg or 10 mg/kg Q3W,intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 3-week cycle (Q3W).,,2016.0
PMID 26712084b_Summary_SoE.pdf,Docetaxel 75 mg/m2 Q3W,control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 3-week cycle (Q3W).,,2016.0
PMID 26811519 a_Summary_SoE.pdf,Arm A (Pemetrexed + Cisplatin + TRT),intervention,1.0,4.0,11.0,22.0,25.0,26.0,21.0,"Concurrent Phase: Days 1, 8, 15 for 3 cycles. Consolidation Phase: Days 1, 8, 15 for 4 cycles.",,2016.0
PMID 26811519 a_Summary_SoE.pdf,Arm B (Etoposide + Cisplatin + TRT),control,1.0,5.0,11.0,19.0,20.0,21.0,28.0,"Concurrent Phase: Days 1, 8, 15, 22 for 2 cycles. Consolidation Phase: Days 1, 8, 15, 22 for 2 cycles.",,2016.0
PMID 26858335 a_Summary_SoE.pdf,Epoetin Alfa group,intervention,1.0,5.0,13.0,26.0,39.0,52.0,7.0,"Weekly visits for study drug administration (Epoetin Alfa) and safety monitoring (Hb, ANC, platelets, ECOG, TVE signs).",,2016.0
PMID 26858335 a_Summary_SoE.pdf,Control group (Standard Supportive Care alone),control,1.0,5.0,13.0,26.0,39.0,52.0,7.0,"Weekly visits for hemoglobin monitoring and safety assessments (ANC, platelets, ECOG, TVE signs).",,2016.0
PMID 26884585 a_Summary_SoE.pdf,Apatinib (850 mg once daily),intervention,2.0,5.0,14.0,21.0,30.0,39.0,28.0,"Weekly visits in Cycles 1-3 (Days 1, 8, 15, 22), then biweekly visits from Cycle 4 onwards (Days 1, 15). Efficacy evaluations (imaging) every 8 weeks.",,2016.0
PMID 26884585 a_Summary_SoE.pdf,Placebo,control,2.0,5.0,14.0,21.0,30.0,39.0,28.0,"Weekly visits in Cycles 1-3 (Days 1, 8, 15, 22), then biweekly visits from Cycle 4 onwards (Days 1, 15). Efficacy evaluations (imaging) every 8 weeks.",,2016.0
PMID 26933849 a_Summary_SoE.pdf,Arm A (Every-3-week Paclitaxel + Carboplatin),control,1.0,2.0,5.0,7.0,8.0,9.0,21.0,1 visit per 21-day cycle (Day 1) for 6 cycles.,,2016.0
PMID 26933849 a_Summary_SoE.pdf,Arm B (Weekly Paclitaxel + Carboplatin),intervention,1.0,5.0,13.0,19.0,20.0,21.0,21.0,"3 visits per 21-day cycle (Days 1, 8, 15) for 6 cycles.",,2016.0
PMID 26997579 a _Summary_SoE.pdf,APF530 Arm (APF530 + Fosaprepitant + Dexamethasone),intervention,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"Screening (1 day), Day 1 (Treatment), Day 8 (Safety/Follow-up)",,2016.0
PMID 26997579 a _Summary_SoE.pdf,Ondansetron Arm (Ondansetron + Fosaprepitant + Dexamethasone),control,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"Screening (1 day), Day 1 (Treatment), Day 8 (Safety/Follow-up)",,2016.0
PMID 27044935 a_Summary_SoE.pdf,Arm 1 (Conventionally Fractionated 3D-CRT/IMRT),control,2.0,22.0,42.0,43.0,44.0,45.0,7.0,5 fractions per week for 8.2 weeks (total 41 fractions).,,2016.0
PMID 27044935 a_Summary_SoE.pdf,Arm 2 (Hypofractionated 3D-CRT/IMRT),intervention,2.0,22.0,29.0,30.0,31.0,32.0,7.0,5 fractions per week for 5.6 weeks (total 28 fractions).,,2016.0
PMID 27119237 a_Summary_SoE.pdf,Arm A (MLN9708 + Lenalidomide + Dexamethasone),intervention,1.0,5.0,11.0,14.0,17.0,21.0,28.0,"Cycles 1-2: Days 1, 7, 14, 21; Cycle 3: Days 1, 14; Cycles 4+: Day 1 of each 28-day cycle.",,2016.0
PMID 27119237 a_Summary_SoE.pdf,Arm B (Placebo + Lenalidomide + Dexamethasone),control,1.0,5.0,11.0,14.0,17.0,21.0,28.0,"Cycles 1-2: Days 1, 7, 14, 21; Cycle 3: Days 1, 14; Cycles 4+: Day 1 of each 28-day cycle.",,2016.0
PMID 27264120 a_Summary_SoE.pdf,Arm 1: Letrozole (MA.17 Core Study),intervention,1.0,1.0,1.0,2.0,2.0,3.0,0.0,"Screening, Day 1 (Randomization), Month 6, Month 12",,2016.0
PMID 27264120 a_Summary_SoE.pdf,Arm 2: Placebo (MA.17 Core Study),control,1.0,1.0,1.0,2.0,2.0,3.0,0.0,"Screening, Day 1 (Randomization), Month 6, Month 12",,2016.0
PMID 27264120 a_Summary_SoE.pdf,Arm 1: Letrozole (MA.17R Amendment),intervention,1.0,1.0,1.0,1.0,1.0,2.0,0.0,"Screening, Day 1 (Randomization), Month 12",,2016.0
PMID 27264120 a_Summary_SoE.pdf,Arm 2: Placebo (MA.17R Amendment),control,1.0,1.0,1.0,1.0,1.0,2.0,0.0,"Screening, Day 1 (Randomization), Month 12",,2016.0
PMID 27354480 a_Summary_SoE.pdf,Lenalidomide,intervention,1.0,1.0,2.0,3.0,3.0,3.0,28.0,"Screening, Day 1 (Treatment Start), Week 12 Assessment, Week 24 Assessment",,2016.0
PMID 27354480 a_Summary_SoE.pdf,Placebo,control,1.0,1.0,2.0,3.0,3.0,3.0,28.0,"Screening, Day 1 (Treatment Start), Week 12 Assessment, Week 24 Assessment",,2016.0
PMID 27458307 a_Summary_SoE.pdf,Arm A (Ipilimumab + Etoposide/Platinum),intervention,1.0,6.0,15.0,19.0,21.0,23.0,21.0,Induction (Cycles 1-6): Cycles 1-4 require 3 consecutive days for chemotherapy; Cycles 5-6 require 1 day for Ipilimumab. Maintenance: 1 day every 12 weeks.,,2016.0
PMID 27458307 a_Summary_SoE.pdf,Arm B (Placebo + Etoposide/Platinum),control,1.0,6.0,15.0,19.0,21.0,23.0,21.0,Induction (Cycles 1-6): Cycles 1-4 require 3 consecutive days for chemotherapy; Cycles 5-6 require 1 day for Placebo. Maintenance: 1 day every 12 weeks.,,2016.0
PMID 27458945 a_Summary_SoE.pdf,Arm A (Radiosurgery alone),intervention,2.0,1.0,3.0,4.0,5.0,6.0,0.0,"Screening (2 days), Treatment (1 day SRS), Follow-up (W6, W12, M6, M9, M12)",,2016.0
PMID 27458945 a_Summary_SoE.pdf,Arm B (Radiosurgery + Whole Brain Radiation Therapy),control,2.0,13.0,15.0,16.0,17.0,18.0,0.0,"Screening (2 days), Treatment (1 day SRS + 12 days WBRT), Follow-up (W6, W12, M6, M9, M12)",,2016.0
PMID 27557302 a_Summary_SoE.pdf,"DVd (Daratumumab, Bortezomib, Dexamethasone)",intervention,1.0,8.0,21.0,36.0,39.0,43.0,21.0,"Cycles 1-3: Days 1, 4, 8, 11, 15 (5 visits/cycle). Cycles 4-8: Days 1, 4, 8, 11 (4 visits/cycle). Cycle 9+: Day 1 (1 visit/cycle).",,2016.0
PMID 27557302 a_Summary_SoE.pdf,"Vd (Bortezomib, Dexamethasone)",control,1.0,7.0,18.0,33.0,36.0,40.0,21.0,"Cycles 1-8: Days 1, 4, 8, 11 (4 visits/cycle). Cycle 9+: Day 1 (1 visit/cycle for assessments).",,2016.0
PMID 27569442 CT_Summary_SoE.pdf,MAP (Standard Therapy),control,2.0,3.0,11.0,21.0,25.0,26.0,35.0,"Induction: 2 days start of cycle, 1 day mid-cycle, 1 day end-cycle. Post-Op: 2 days start of cycle, 1 day mid-cycle.",,2016.0
PMID 27569442 CT_Summary_SoE.pdf,MAPifn (MAP + Pegylated Interferon alfa-2b),intervention,2.0,3.0,11.0,21.0,34.0,48.0,35.0,"Standard MAP pattern for 29 weeks, followed by weekly interferon injections from Week 30 to 104.",,2016.0
PMID 27569442 CT_Summary_SoE.pdf,MAPIE (MAP + Ifosfamide and Etoposide),intervention,2.0,3.0,11.0,27.0,40.0,43.0,28.0,Induction: MAP pattern. Post-Op: Alternating cycles of 5-day infusions (Ifos/Etop) and 1-day infusions (MTX).,,2016.0
PMID 27705267 a_Summary_SoE.pdf,"DRd (Daratumumab, Lenalidomide, and Dexamethasone)",intervention,2.0,5.0,11.0,17.0,20.0,24.0,28.0,"Cycles 1-2: Days 1, 8, 15, 22 (Weekly); Cycles 3-6: Days 1, 15 (Biweekly); Cycles 7+: Day 1 (Monthly).",,2016.0
PMID 27705267 a_Summary_SoE.pdf,Rd (Lenalidomide and Dexamethasone),control,2.0,5.0,11.0,17.0,20.0,24.0,28.0,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycles 7+: Day 1.",,2016.0
PMID 27717299 a_Summary_SoE.pdf,Arm A (Niraparib),intervention,1.0,5.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 21. Subsequent Cycles: Day 1 only.",,2016.0
PMID 27717299 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,5.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 21. Subsequent Cycles: Day 1 only.",,2016.0
PMID 27717303 a_Summary_SoE.pdf,Arm A (Ribociclib + Letrozole),intervention,2.0,3.0,5.0,8.0,11.0,15.0,28.0,"Cycle 1: Day 1, Day 15; Cycle 2+: Day 1 only.",,2016.0
PMID 27717303 a_Summary_SoE.pdf,Arm B (Placebo + Letrozole),control,2.0,3.0,5.0,8.0,11.0,15.0,28.0,"Cycle 1: Day 1, Day 15; Cycle 2+: Day 1 only.",,2016.0
PMID 27718781 a_Summary_SoE.pdf,Arm A (Sunitinib),intervention,2.0,2.0,4.0,6.0,8.0,10.0,42.0,Cycle 1: Day 1 and Day 28. Cycles 2-9: Day 1 only.,,2016.0
PMID 27718781 a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,2.0,4.0,6.0,8.0,10.0,42.0,Cycle 1: Day 1 and Day 28. Cycles 2-9: Day 1 only.,,2016.0
PMID 27718784 a_Summary_SoE.pdf,Arm N (Nivolumab),intervention,2.0,4.0,8.0,14.0,21.0,28.0,14.0,Nivolumab administered every 2 weeks (Q2W). One additional standalone biomarker lab visit occurs on Day 8 of the first month.,,2016.0
PMID 27718784 a_Summary_SoE.pdf,"Arm IC (Investigator’s Choice: Cetuximab, Methotrexate, or Docetaxel)",control,2.0,5.0,13.0,26.0,39.0,53.0,7.0,Weekly treatment visits for all agents in the Investigator's Choice arm.,,2016.0
PMID 27731748 a_Summary_SoE.pdf,Ofatumumab plus fludarabine and cyclophosphamide (OFA+FC),intervention,1.0,5.0,12.0,19.0,20.0,21.0,28.0,"Days 1, 2, and 3 of each 28-day cycle for 6 cycles.",,2017.0
PMID 27731748 a_Summary_SoE.pdf,Fludarabine and cyclophosphamide (FC) alone,control,1.0,5.0,12.0,19.0,20.0,21.0,28.0,"Days 1, 2, and 3 of each 28-day cycle for 6 cycles.",,2017.0
PMID 27787547 a_Summary_SoE.pdf,cG250,intervention,1.0,4.0,13.0,24.0,25.0,26.0,7.0,"Weekly infusions for 24 consecutive weeks, followed by follow-up visits at Month 9 and Month 12.",,2017.0
PMID 27787547 a_Summary_SoE.pdf,Placebo,control,1.0,4.0,13.0,24.0,25.0,26.0,7.0,"Weekly infusions for 24 consecutive weeks, followed by follow-up visits at Month 9 and Month 12.",,2017.0
PMID 27908454 CT_Summary_SoE.pdf,Arm A (Fulvestrant 500 mg),intervention,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening (1 day); Treatment injections on Days 0, 14, 28, then every 28 days; Imaging every 12 weeks.",,2016.0
PMID 27908454 CT_Summary_SoE.pdf,Arm B (Anastrozole 1 mg),control,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening (1 day); Treatment injections (placebo) on Days 0, 14, 28, then every 28 days; Imaging every 12 weeks.",,2016.0
PMID 27914822_Summary_SoE.pdf,Arm A (Sodium Thiosulfate),intervention,1.0,4.0,9.0,13.0,13.0,14.0,21.0,"Day 1 (Treatment and Assessments), Day 8 (Post-course Labs) per cycle.",,2017.0
PMID 27914822_Summary_SoE.pdf,Arm B (Observation),control,1.0,4.0,9.0,13.0,13.0,14.0,21.0,"Day 1 (Treatment and Assessments), Day 8 (Post-course Labs) per cycle.",,2017.0
PMID 27918724 a_Summary_SoE.pdf,Telotristat etiprate 250 mg tid,intervention,1.0,2.0,5.0,9.0,10.0,13.0,28.0,"Screening, Day 1, Weeks 2, 6, 8, 12, 14, 18, 20, 24, 32, 40, 48 (EOS), 50 (Follow-up)",,2017.0
PMID 27918724 a_Summary_SoE.pdf,Telotristat etiprate 500 mg tid,intervention,1.0,2.0,5.0,9.0,10.0,13.0,28.0,"Screening, Day 1, Weeks 2, 6, 8, 12, 14, 18, 20, 24, 32, 40, 48 (EOS), 50 (Follow-up)",,2017.0
PMID 27918724 a_Summary_SoE.pdf,Placebo tid,control,1.0,2.0,5.0,9.0,10.0,13.0,28.0,"Screening, Day 1, Weeks 2, 6, 8, 12, 14, 18, 20, 24, 32, 40, 48 (EOS), 50 (Follow-up)",,2017.0
PMID 27918780 a_Summary_SoE.pdf,Arm A (Hercules + Taxane),intervention,2.0,6.0,14.0,26.0,30.0,35.0,21.0,"Part 1 (Cycles 1-8): 3 visits per cycle (Days 1, 8, 15) for Paclitaxel arm, with Cycle 1 having an additional Day 2 visit. Part 2 (Cycle 9+): 1 visit per cycle (Day 1).",,2017.0
PMID 27918780 a_Summary_SoE.pdf,Arm B (Herceptin + Taxane),control,2.0,6.0,14.0,26.0,30.0,35.0,21.0,"Part 1 (Cycles 1-8): 3 visits per cycle (Days 1, 8, 15) for Paclitaxel arm, with Cycle 1 having an additional Day 2 visit. Part 2 (Cycle 9+): 1 visit per cycle (Day 1).",,2017.0
PMID 27959613 a_Summary_SoE.pdf,Arm A (PD-0332991 + Letrozole),intervention,1.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1-2: Day 1 and Day 14; Cycles 3+: Day 1 only.,,2016.0
PMID 27959613 a_Summary_SoE.pdf,Arm B (Placebo + Letrozole),control,1.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1-2: Day 1 and Day 14; Cycles 3+: Day 1 only.,,2016.0
PMID 27959700 a_Summary_SoE.pdf,Arm A (AZD9291/Osimertinib),intervention,1.0,4.0,7.0,10.0,12.0,14.0,21.0,"Cycle 1: Days 1, 8, 15. Cycles 2-7: Day 1 of every 21-day cycle. Cycle 8+: Day 1 of every 42-day cycle.",,2017.0
PMID 27959700 a_Summary_SoE.pdf,Arm B (Platinum-based Doublet Chemotherapy),control,2.0,4.0,7.0,10.0,12.0,14.0,21.0,"Cycle 1: Days 1, 8, 15. Cycles 2-7: Day 1 of every 21-day cycle. Cycle 8+: Day 1 of every 42-day cycle.",,2017.0
PMID 27979383 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON,2017.0
PMID 28029326 a_Summary_SoE.pdf,O-chemo (Ofatumumab plus salvage chemotherapy),intervention,1.0,14.0,31.0,60.0,62.0,63.0,21.0,Days 1-4 of each 21-day cycle for chemotherapy; Day 8 of Cycle 1 for infusion; twice weekly labs during recovery; ~28 day inpatient stay for HDT/ASCT.,,2017.0
PMID 28029326 a_Summary_SoE.pdf,R-chemo (Rituximab plus salvage chemotherapy),control,1.0,14.0,31.0,60.0,62.0,63.0,21.0,Days 1-4 of each 21-day cycle for chemotherapy; Day 8 of Cycle 1 for infusion; twice weekly labs during recovery; ~28 day inpatient stay for HDT/ASCT.,,2017.0
PMID 28030702 a_Summary_SoE.pdf,Arm A (Zoledronic acid 4 mg IV every 4 weeks),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Visits occur every 4 weeks (28 days). Each visit includes drug infusion, laboratory tests (serum creatinine), and clinical assessments.",,2017.0
PMID 28030702 a_Summary_SoE.pdf,Arm B (Zoledronic acid 4 mg IV every 12 weeks),intervention,1.0,2.0,4.0,7.0,10.0,14.0,84.0,"Drug infusions occur every 12 weeks. However, per protocol footnote, all patients are assessed every 4 weeks. For Arm B, intervening visits (weeks 4 and 8 of each cycle) require serum creatinine labs which can be performed at a local laboratory, constituting a healthcare contact day.",,2017.0
PMID 28034081 a_Summary_SoE.pdf,Arm A (Ipilimumab 10 mg/kg),intervention,1.0,2.0,5.0,7.0,8.0,9.0,21.0,"Induction Phase: Weeks 1, 4, 7, 10 (dosing); Weeks 12, 18 (assessments). Maintenance Phase: Every 12 weeks starting Week 24.",,2017.0
PMID 28034081 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,2.0,5.0,7.0,8.0,9.0,21.0,"Identical to Arm A: Induction Phase dosing at Weeks 1, 4, 7, 10; Maintenance Phase dosing every 12 weeks starting Week 24.",,2017.0
PMID 28056202 a_Summary_SoE.pdf,Arm A (Trastuzumab + Paclitaxel),control,1.0,5.0,13.0,26.0,39.0,53.0,21.0,"Days 1, 8, and 15 of every 21-day cycle.",,2017.0
PMID 28056202 a_Summary_SoE.pdf,Arm B/C (Trastuzumab emtansine + Pertuzumab/Placebo),intervention,1.0,5.0,11.0,15.0,19.0,24.0,21.0,"Days 1, 8, and 15 for Cycles 1-3; Day 1 only for Cycle 4 onwards.",,2017.0
PMID 28076709 a_Summary_SoE.pdf,Arm A (177Lu-DOTA0-Tyr3-Octreotate + 30 mg Octreotide LAR),intervention,2.0,2.0,5.0,10.0,13.0,17.0,28.0,Octreotide LAR every 4 weeks. Lutathera every 8 weeks (4 doses). Safety labs 2 weeks before and 4 weeks after each Lutathera administration.,,2017.0
PMID 28076709 a_Summary_SoE.pdf,Arm B (60 mg Octreotide LAR),control,2.0,2.0,4.0,7.0,10.0,14.0,28.0,Octreotide LAR intramuscular injections every 4 weeks.,,2017.0
PMID 28125763 a_Summary_SoE.pdf,Arm A (Zometa 4 mg every 4 weeks),control,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Visits occur every 4 weeks (28 days). Treatment consists of 13 infusions over 48 weeks, followed by an End of Study (EOS) visit at week 52.",,2017.0
PMID 28125763 a_Summary_SoE.pdf,Arm B (Zometa 4 mg every 12 weeks),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Visits occur every 4 weeks (28 days). Treatment consists of 13 infusions (Zometa or placebo) over 48 weeks, followed by an End of Study (EOS) visit at week 52.",,2017.0
PMID 28126333 a_Summary_SoE.pdf,Arm 1 (LDK378),intervention,2.0,3.0,6.0,10.0,14.0,19.0,21.0,"Cycle 1: Day 1, Day 15. Subsequent cycles: Day 1. Cycle length 21 days.",,2017.0
PMID 28126333 a_Summary_SoE.pdf,Arm 2 (Reference Chemotherapy),control,2.0,3.0,6.0,10.0,14.0,19.0,21.0,"Cycle 1: Day 1, Day 15. Subsequent cycles: Day 1. Cycle length 21 days.",,2017.0
PMID 28135150 a_Summary_SoE.pdf,Arm A (Observation),control,2.0,1.0,2.0,3.0,4.0,5.0,0.0,"Observation only. Quality of Life (QLI) assessment at Day 22, then follow-up visits every 3 months.",,2017.0
PMID 28135150 a_Summary_SoE.pdf,Arm B (Four Weeks High-dose IFN Alfa-2b),intervention,2.0,21.0,22.0,23.0,24.0,25.0,28.0,IFN administration 5 days/week for 4 weeks (20 doses). End-of-treatment assessment at Day 29. Follow-up visits every 3 months.,,2017.0
PMID 28139405 CT_Summary_SoE.pdf,Arm A (Idelalisib + bendamustine/rituximab),intervention,1.0,5.0,11.0,19.0,21.0,23.0,28.0,"Days 1, 2, and 15 of each 28-day cycle for 6 cycles; then every 6 weeks through Week 48; then every 12 weeks.",,2017.0
PMID 28139405 CT_Summary_SoE.pdf,Arm B (Placebo + bendamustine/rituximab),control,1.0,5.0,11.0,19.0,21.0,23.0,28.0,"Days 1, 2, and 15 of each 28-day cycle for 6 cycles; then every 6 weeks through Week 48; then every 12 weeks.",,2017.0
PMID 28140392 a_Summary_SoE.pdf,Lenalidomide (LEN) Arm,intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,1 visit per 28-day cycle (Day 1) for monitoring and drug dispensing.,,2017.0
PMID 28140392 a_Summary_SoE.pdf,Chlorambucil (CHB) Arm,control,1.0,3.0,7.0,13.0,20.0,27.0,28.0,2 visits per 28-day cycle (Day 1 and Day 15) for drug administration and monitoring.,,2017.0
PMID 28146658 a_Summary_SoE.pdf,Arm 1 (Radiation Therapy + Casodex),intervention,2.0,22.0,37.0,38.0,39.0,40.0,90.0,"Radiation therapy 5 days/week for 36 fractions (~7.2 weeks). Follow-up visits at 1 month post-XRT, then every 3 months.",,2017.0
PMID 28146658 a_Summary_SoE.pdf,Arm 2 (Radiation Therapy + Placebo),control,2.0,22.0,37.0,38.0,39.0,40.0,90.0,"Radiation therapy 5 days/week for 36 fractions (~7.2 weeks). Follow-up visits at 1 month post-XRT, then every 3 months.",,2017.0
PMID 28212060 a_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle.,,2017.0
PMID 28212060 a_Summary_SoE.pdf,"Arm B (Paclitaxel, Docetaxel, or Vinflunine)",control,2.0,5.0,9.0,13.0,17.0,22.0,21.0,"Days 1, 8, and 15 of Cycles 1-2, then Day 1 of each 21-day cycle thereafter.",,2017.0
PMID 28249141 a_Summary_SoE.pdf,Arm 1 (Blinatumomab),intervention,2.0,6.0,15.0,28.0,36.0,42.0,42.0,"Days 1, 2, 3, 8, 15, and 29 of each 42-day cycle.",,2017.0
PMID 28249141 a_Summary_SoE.pdf,Arm 2 (Standard of Care Chemotherapy),control,2.0,6.0,16.0,27.0,30.0,34.0,28.0,"Days 1, 2, 3, 8, and 15 of each 28-day cycle (Day 29 is the start of the next cycle).",,2017.0
PMID 28257752 CT_Summary_SoE.pdf,Arm A (Idelalisib + Ofatumumab),intervention,1.0,5.0,9.0,12.0,14.0,16.0,0.0,"Weekly for Weeks 1-8 (Visits 2-9), every 4 weeks until Week 24 (Visits 10-13), and every 6 weeks until Week 48 (Visits 14-17).",,2017.0
PMID 28257752 CT_Summary_SoE.pdf,Arm B (Ofatumumab),control,1.0,5.0,9.0,12.0,14.0,16.0,0.0,"Weekly for Weeks 1-8 (Visits 2-9), every 4 weeks until Week 24 (Visits 10-13), and every 6 weeks until Week 48 (Visits 14-17).",,2017.0
PMID 28296618 a_Summary_SoE.pdf,Arm 1 (Short-course Radiation Therapy Alone),control,1.0,16.0,17.0,18.0,19.0,20.0,,"15 fractions of RT over 3 weeks (5 days/week), followed by evaluation at 1 week and 4 weeks post-RT, then every 3 months.",,2017.0
PMID 28296618 a_Summary_SoE.pdf,Arm 2 (Radiation Therapy + Temozolomide),intervention,1.0,16.0,21.0,27.0,34.0,41.0,28.0,15 fractions of RT + daily TMZ (3 weeks). Weekly labs/clinic for 4 weeks post-RT. Adjuvant TMZ: 28-day cycles with visits on Day 1 and Day 21. Imaging every 3 cycles.,,2017.0
PMID 28380315 a_Summary_SoE.pdf,Reduced Intensity Conditioning (RIC),intervention,1.0,10.0,18.0,20.0,21.0,22.0,,"Conditioning (Days -6 to -2), Transplant (Day 0), then weekly follow-up through Day 100, then at 6, 12, and 18 months.",,2017.0
PMID 28380315 a_Summary_SoE.pdf,Myeloablative Conditioning (MAC),control,1.0,11.0,19.0,21.0,22.0,23.0,,"Conditioning (Days -7 to -2), Transplant (Day 0), then weekly follow-up through Day 100, then at 6, 12, and 18 months.",,2017.0
