filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 37331369 CT_Summary_SoE.pdf,Arm B (Placebo plus Best Supportive Care),control,2,3,7,10,13,17,28,Cycles 1-3: Day 1 and Day 21. Cycle 4 and beyond: Day 1 only.,
PMID 37342922 a_Summary_SoE.pdf,Arm A (Tacrolimus/Methotrexate),control,2,17,25,28,29,30,0,"Intensive monitoring in Month 1 (3x weekly labs + drug infusions), weekly visits in Month 2, bi-weekly in Month 3, then quarterly follow-up.",
PMID 37342922 a_Summary_SoE.pdf,Arm B (Post-Transplant Cyclophosphamide/Tacrolimus/Mycophenolate Mofetil),intervention,2,15,23,26,27,28,0,"Intensive monitoring in Month 1 (3x weekly labs + drug infusions), weekly visits in Month 2, bi-weekly in Month 3, then quarterly follow-up.",
PMID 37379502 a_Summary_SoE.pdf,Lazertinib (240 mg once daily),intervention,1,4,7,9,11,13,21,"Cycle 1: Days 1, 8, 15. Cycle 2-4: Day 1 of each cycle. Cycle 5 onwards: Day 1 of every other cycle (C5, C7, C9, etc.).",
PMID 37379502 a_Summary_SoE.pdf,Gefitinib (250 mg once daily),control,1,4,7,9,11,13,21,"Cycle 1: Days 1, 8, 15. Cycle 2-4: Day 1 of each cycle. Cycle 5 onwards: Day 1 of every other cycle (C5, C7, C9, etc.).",
PMID 37423228 CT_Summary_SoE.pdf,Arm A (Atezolizumab),intervention,2,2,5,9,13,18,21,Day 1 of every 21-day cycle.,
PMID 37423228 CT_Summary_SoE.pdf,Arm B (Chemotherapy),control,2,4,9,18,26,36,21,Day 1 and Day 8 of every 21-day cycle.,
PMID 37478390 CT_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,2,2,4,7,10,13,28,"Day 1 of every 28-day cycle (C1D1, C2D1, etc.)",
PMID 37478390 CT_Summary_SoE.pdf,Arm B (Ibrutinib),control,2,2,4,7,10,13,28,"Day 1 of every 28-day cycle (C1D1, C2D1, etc.)",
PMID 37478390 CT_Summary_SoE.pdf,Arm C (Zanubrutinib),intervention,2,2,4,7,10,13,28,"Day 1 of every 28-day cycle (C1D1, C2D1, etc.)",
PMID 37499670 a_Summary_SoE.pdf,Experimental Arm (Camrelizumab + Rivoceranib),intervention,3,3,7,13,20,27,28,Day 1 and Day 15 of every 28-day cycle.,
PMID 37499670 a_Summary_SoE.pdf,Control Arm (Sorafenib),control,3,3,7,10,13,17,28,Day 1 and Day 15 for Cycles 1-3; Day 1 only from Cycle 4 onwards.,
PMID 37524096 CT_Summary_SoE.pdf,Arm A (Everolimus),intervention,1,2,4,7,10,12,42,"Day 1 of each 6-week cycle; additional physical exam at Cycle 1 Week 4; CT scans every 18 weeks (Weeks 18, 36, 54).",
PMID 37524096 CT_Summary_SoE.pdf,Arm B (Placebo),control,1,2,4,7,10,12,42,"Day 1 of each 6-week cycle; additional physical exam at Cycle 1 Week 4; CT scans every 18 weeks (Weeks 18, 36, 54).",
PMID 37604981 CT_Summary_SoE.pdf,Arm A (Glasdegib + Intensive Chemotherapy),intervention,2,11,21,33,36,39,28,"Induction: Days 1-7 (IV), 8, 15, 22, 29. Consolidation (4 cycles): Days 1, 3, 5 (IV), 10, 21. Maintenance: Day 1 of each 28-day cycle.",
PMID 37604981 CT_Summary_SoE.pdf,Arm B (Placebo + Intensive Chemotherapy),control,2,11,21,33,36,39,28,Identical to Arm A schedule.,
PMID 37604981 CT_Summary_SoE.pdf,Arm A (Glasdegib + Azacitidine),intervention,2,10,24,45,66,92,28,"Cycle 1: Days 1-7 (dosing), Day 15 (assessment). Subsequent cycles: Days 1-7 (dosing).",
PMID 37604981 CT_Summary_SoE.pdf,Arm B (Placebo + Azacitidine),control,2,10,24,45,66,92,28,Identical to Arm A schedule.,
PMID 37646660 CT_Summary_SoE.pdf,Arm A (Melflufen + Daratumumab + Dexamethasone),intervention,1,6,13,19,22,26,28,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycle 7+: Day 1. PK visits on Cycle 1 Day 4 and Cycle 3 Day 4.",
PMID 37646660 CT_Summary_SoE.pdf,Arm B (Daratumumab Monotherapy),control,1,6,13,19,22,26,28,"Cycles 1-2: Days 1, 8, 15, 22; Cycles 3-6: Days 1, 15; Cycle 7+: Day 1. PK visits on Cycle 1 Day 4 and Cycle 3 Day 4.",
PMID 37647576 a_Summary_SoE.pdf,Nimotuzumab + Gemcitabine,intervention,3,5,13,26,39,53,28,"4 visits per 28-day cycle (D1, D8, D15, D22).",
PMID 37647576 a_Summary_SoE.pdf,Placebo + Gemcitabine,control,3,5,13,26,39,53,28,"4 visits per 28-day cycle (D1, D8, D15, D22).",
PMID 37704166 CT_Summary_SoE.pdf,Arm A (OSE2101),intervention,2,3,6,9,13,16,21,"Day 1 of each cycle (21-day cycles for C1-C6, 8-week cycles for C7-C9, 12-week cycles for C10+); Day 15 of Cycle 1 only.",
PMID 37704166 CT_Summary_SoE.pdf,Arm B (Docetaxel or Pemetrexed),control,2,3,6,10,14,19,21,Day 1 of each 21-day cycle; Day 15 of Cycle 1 only.,
PMID 37708904 CT_Summary_SoE.pdf,Arm 1 (Irinotecan liposome injection + oxaliplatin + 5-fluorouracil/leucovorin),intervention,2,5,14,26,40,53,28,"Days 1, 3, 15, and 17 of each 28-day cycle. Day 1 and 15 are infusion days; Day 3 and 17 are for 5-FU pump removal.",
PMID 37708904 CT_Summary_SoE.pdf,Arm 2 (Nab-paclitaxel + gemcitabine),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 37722354 CT_Summary_SoE.pdf,Arm B (Ibrutinib + Background Chemotherapy),intervention,2,4,8,13,14,16,28,Screening (approx. 2 days); Cycles 1-6: Days 1 and 2 of each 28-day cycle (for BR); Post-chemotherapy: Every 8 weeks starting at Cycle 7 Day 1.,
PMID 37722354 CT_Summary_SoE.pdf,Arm A (Placebo + Background Chemotherapy),control,2,4,8,13,14,16,28,Screening (approx. 2 days); Cycles 1-6: Days 1 and 2 of each 28-day cycle (for BR); Post-chemotherapy: Every 8 weeks starting at Cycle 7 Day 1.,
PMID 37748693 CT_Summary_SoE.pdf,Arm A (Avelumab Q2W),intervention,1,3,7,13,20,27,14,Avelumab 10 mg/kg IV once every 2 weeks (Q2W).,
PMID 37748693 CT_Summary_SoE.pdf,Arm B (Investigator's Choice Chemotherapy),control,1,4,9,14,14,14,21,Platinum-based doublet chemotherapy for up to 6 cycles (Q3W). Gemcitabine schedule (Day 1 and Day 8) used for maximum frequency calculation.,
PMID 37748693 CT_Summary_SoE.pdf,Arm C (Avelumab Q1W then Q2W),intervention,1,5,13,19,26,33,7,"Avelumab 10 mg/kg IV Q1W for 12 weeks, followed by Q2W thereafter.",
PMID 37788412 CT_Summary_SoE.pdf,Canakinumab 200 mg s.c.,intervention,1,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15. Cycles 2-18: Day 1 of each 21-day cycle.",
PMID 37788412 CT_Summary_SoE.pdf,Placebo s.c.,control,1,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15. Cycles 2-18: Day 1 of each 21-day cycle.",
PMID 37792130 CT_Summary_SoE.pdf,MYL-1402O,intervention,3,4,7,11,15,18,21,Every 21 days for treatment; two additional mid-cycle PK lab visits in Period 1; one safety follow-up visit 28 days after last dose.,
PMID 37792130 CT_Summary_SoE.pdf,Avastin,control,3,4,7,11,15,18,21,Every 21 days for treatment; two additional mid-cycle PK lab visits in Period 1; one safety follow-up visit 28 days after last dose.,
PMID 37793771 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 37845511 a_Summary_SoE.pdf,Arm A (Nivolumab 480 mg Q4W),intervention,1,2,4,7,10,14,28,Day 1 of each 28-day cycle for 13 cycles.,
PMID 37845511 a_Summary_SoE.pdf,Arm B (Placebo Q4W),control,1,2,4,7,10,14,28,Day 1 of each 28-day cycle for 13 cycles.,
PMID 37870976 a_Summary_SoE.pdf,Arm A (Amivantamab + Carboplatin-Pemetrexed),intervention,3,5,8,12,16,21,21,"Cycle 1: Days 1, 2, 8, 15; Cycle 2+: Day 1 of each 21-day cycle.",
PMID 37870976 a_Summary_SoE.pdf,Arm B (Carboplatin-Pemetrexed),control,3,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 37875143 a_Summary_SoE.pdf,Pembrolizumab + Chemotherapy,intervention,2,4,7,11,15,20,21,Day 1 of each 3-week cycle,
PMID 37875143 a_Summary_SoE.pdf,Placebo + Chemotherapy,control,2,4,7,11,15,20,21,Day 1 of each 3-week cycle,
PMID 37935977 CT_Summary_SoE.pdf,"Arm 1 (Standard Cytarabine plus Daunorubicin, 7+3)",control,1,10,24,39,40,41,28,Induction: 7 days treatment + 3 weekly lab visits. Consolidation: 1 pre-cycle imaging/exam visit + 3 treatment days + 3 weekly lab visits.,
PMID 37935977 CT_Summary_SoE.pdf,"Arm 2 (Idarubicin with High Dose Cytarabine, IA)",intervention,1,7,21,36,37,38,28,Induction: 4 days treatment + 3 weekly lab visits. Consolidation: 1 pre-cycle imaging/exam visit + 3 treatment days + 3 weekly lab visits.,
PMID 37935977 CT_Summary_SoE.pdf,"Arm 3 (IA with Vorinostat, IA+V)",intervention,1,10,24,39,40,41,28,Induction: 7 days treatment + 3 weekly lab visits. Consolidation: 1 pre-cycle imaging/exam visit + 3 treatment days + 3 weekly lab visits.,
PMID 37980924 a_Summary_SoE.pdf,Apixaban,intervention,1,5,6,6,6,6,28,"Weekly visits during induction chemotherapy (Days 1, 8, 15, 22, 29) followed by a Day 35 follow-up visit.",
PMID 37980924 a_Summary_SoE.pdf,No systemic anticoagulant prophylaxis (Control),control,1,5,6,6,6,6,28,"Weekly visits during induction chemotherapy (Days 1, 8, 15, 22, 29) followed by a Day 35 follow-up visit.",
PMID 38039991 CT_Summary_SoE.pdf,Arm A (Durvalumab + CCRT),intervention,1,22,31,34,37,41,28,"Daily (Mon-Fri) for 5 weeks during EBRT, followed by brachytherapy fractions, then q4w infusions.",
PMID 38039991 CT_Summary_SoE.pdf,Arm B (Placebo + CCRT),control,1,22,31,34,37,41,28,Identical to Arm A; daily CCRT phase followed by q4w placebo infusions.,
PMID 38039993 a_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,2,3,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3 and onwards: Day 1 every 21 days.",
PMID 38039993 a_Summary_SoE.pdf,Arm B (Lenvatinib + Placebo),control,2,3,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3 and onwards: Day 1 every 21 days.",
PMID 38059497 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38060199 CT_Summary_SoE.pdf,Arm A (Ipatasertib + Atezolizumab + Paclitaxel),intervention,2,4,10,20,30,40,28,"3 visits per 28-day cycle (Days 1, 8, 15) for drug administration.",
PMID 38060199 CT_Summary_SoE.pdf,Arm B (Cohort 1: Ipatasertib + Paclitaxel),intervention,2,4,10,20,30,40,28,"3 visits per 28-day cycle (Days 1, 8, 15) for drug administration.",
PMID 38060199 CT_Summary_SoE.pdf,Arm B (Cohort 2: Atezolizumab + Paclitaxel),control,2,4,10,20,30,40,28,"3 visits per 28-day cycle (Days 1, 8, 15) for drug administration.",
PMID 38060199 CT_Summary_SoE.pdf,Arm C (Paclitaxel alone),control,2,4,10,20,30,40,28,"3 visits per 28-day cycle (Days 1, 8, 15) for drug administration.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 1 (F-627),intervention,1,24,52,52,52,52,21,"Cycle 1: Day 1 (Chemo), Day 2 (Drug), then daily monitoring (approx. 16 days). Cycles 2-4: Day 1 (Chemo), Day 2 (Drug), then every other day monitoring (approx. 9 days).",
PMID 38103088 CT_Summary_SoE.pdf,Arm 2 (Placebo / F-627),control,1,24,52,52,52,52,21,"Cycle 1: Day 1 (Chemo), Day 2 (Placebo), then daily monitoring (approx. 16 days). Cycles 2-4: Day 1 (Chemo), Day 2 (Drug), then every other day monitoring (approx. 9 days).",
PMID 38159809 CT_Summary_SoE.pdf,Arm A (Pembrolizumab + Lenvatinib),intervention,1,4,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3 onwards: Day 1 only.",
PMID 38159809 CT_Summary_SoE.pdf,Arm B (Pembrolizumab + Placebo),control,1,4,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3 onwards: Day 1 only.",
PMID 38231126 a_Summary_SoE.pdf,Guadecitabine (SGI-110),intervention,1,12,32,50,65,85,28,Cycles 1-2: 12 days (10 treatment + 2 lab visits); Cycle 3: 8 days (5 treatment + 1 clinic + 2 lab visits); Cycles 4-6: 6 days (5 treatment + 1 lab visit); Cycles 7+: 5 days (treatment only).,
PMID 38231126 a_Summary_SoE.pdf,Treatment Choice (TC),control,1,14,42,75,105,145,28,Cycles 1-3: 14 days (10 treatment + 2 clinic + 2 lab visits); Cycles 4-6: 11 days (10 treatment + 1 lab visit); Cycles 7+: 10 days (treatment only).,
PMID 38252907 a_Summary_SoE.pdf,Arm A (Nivolumab + Pemetrexed/Platinum),intervention,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38252907 a_Summary_SoE.pdf,Arm B (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,27,14,Day 1 of each 14-day cycle (Nivolumab every 2 weeks; Ipilimumab every 6 weeks),
PMID 38252907 a_Summary_SoE.pdf,Arm C (Pemetrexed + Platinum),control,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38319255 a_Summary_SoE.pdf,Arm A (Ibrutinib + Venetoclax),intervention,1,2,5,11,14,18,28,"Cycles 1-3: Day 1; Cycle 3: Day 26; Cycle 4: Days 1, 8, 15, 22; Cycles 5-15: Day 1.",
PMID 38319255 a_Summary_SoE.pdf,Arm B (Obinutuzumab + Chlorambucil),control,1,5,9,15,17,18,28,"Cycle 1: Days 1, 2, 8, 15; Cycles 2-6: Days 1, 15.",
PMID 38319800 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38319892 a_Summary_SoE.pdf,Arm A (Durvalumab monotherapy),intervention,1,2,4,7,10,14,28,Day 1 of each 28-day cycle (Q4W dosing).,
PMID 38319892 a_Summary_SoE.pdf,Arm B (Durvalumab + Tremelimumab 75mg x 4),intervention,1,2,4,7,10,14,28,Day 1 of each 28-day cycle (Q4W dosing).,
PMID 38319892 a_Summary_SoE.pdf,Arm C (Durvalumab + Tremelimumab 300mg x 1),intervention,1,2,4,7,10,14,28,Day 1 of each 28-day cycle (Q4W dosing).,
PMID 38319892 a_Summary_SoE.pdf,Arm D (Sorafenib),control,1,2,4,7,10,14,28,Day 1 of each 28-day cycle for clinical assessment and drug dispensing.,
PMID 38319896 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38320161 a_Summary_SoE.pdf,Intervention Arm (LUM Imaging System),intervention,1,3,3,3,3,3,,"1 Screening visit, 1 Surgery day (Day 1), 1 Post-operative visit for margin assessment (~2-14 days), 1 Routine follow-up visit.",
PMID 38320161 a_Summary_SoE.pdf,Control Arm (Standard of Care),control,1,3,3,3,3,3,,"1 Screening visit, 1 Surgery day (Day 1), 1 Post-operative visit for margin assessment (~2-14 days), 1 Routine follow-up visit.",
PMID 38483412 CT_Summary_SoE.pdf,Arm I (COPORT),control,2,24,39,40,40,41,0,Daily radiation therapy (RT) fractions 5 days per week for 37 fractions (~7.4 weeks).,
PMID 38483412 CT_Summary_SoE.pdf,Arm II (HYPORT),intervention,2,24,27,28,28,29,0,Daily radiation therapy (RT) fractions 5 days per week for 25 fractions (5 weeks).,
PMID 38499457 CT_Summary_SoE.pdf,Group A (Pracinostat + Azacitidine),intervention,2,11,31,56,80,106,28,"Days 1-7 (AZA administration), Day 15 (Cycle 1 only for PK/ECG), Day 21-26 (one day per cycle for labs/bone marrow).",
PMID 38499457 CT_Summary_SoE.pdf,Group B (Placebo + Azacitidine),control,2,11,31,56,80,106,28,"Days 1-7 (AZA administration), Day 15 (Cycle 1 only for PK/ECG), Day 21-26 (one day per cycle for labs/bone marrow).",
PMID 38531002 CT_Summary_SoE.pdf,Arm A (Pazopanib),intervention,2,3,6,9,12,16,28,"Day 1 of each cycle (13 cycles), Day 15 of Cycles 1 and 2, plus one End of Treatment visit.",
PMID 38531002 CT_Summary_SoE.pdf,Arm B (Placebo),control,2,3,6,9,12,16,28,"Day 1 of each cycle (13 cycles), Day 15 of Cycles 1 and 2, plus one End of Treatment visit.",
PMID 38552197 a_Summary_SoE.pdf,Experimental Arm (Atezolizumab + Cabozantinib),intervention,2,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 38552197 a_Summary_SoE.pdf,Control Arm (Docetaxel),control,2,2,5,9,13,18,21,Day 1 of each 21-day cycle (every 3 weeks).,
PMID 38561010 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + CRT),intervention,2,21,38,43,48,53,21,"Daily radiotherapy (RT) for 35 fractions over 6-7 weeks, concurrent with Q3W cisplatin and pembrolizumab infusions, followed by 14 maintenance doses of pembrolizumab Q3W.",
PMID 38561010 CT_Summary_SoE.pdf,Arm 2 (Placebo + CRT),control,2,21,38,43,48,53,21,"Daily radiotherapy (RT) for 35 fractions over 6-7 weeks, concurrent with Q3W cisplatin and placebo infusions, followed by 14 maintenance doses of placebo Q3W.",
PMID 38648575 a_Summary_SoE.pdf,Arm A (Irinotecan Liposome Injection),intervention,1,6,12,20,29,40,42,"Cycle 1: Days 1, 8, 15, 22, 29, 36. Cycle 2 and beyond: Days 1, 15, 22, 29.",
PMID 38648575 a_Summary_SoE.pdf,Arm B (IV Topotecan),control,1,14,32,56,81,111,42,"Cycle 1: Days 1-5, 8, 15, 22-26, 29, 36. Cycle 2 and beyond: Days 1-5, 15, 22-26, 29.",
PMID 38683596 CT_Summary_SoE.pdf,Arm 1 (Aspirin 300 mg daily),intervention,1,0,0,1,1,2,0,Every 6 months from start of study treatment,
PMID 38683596 CT_Summary_SoE.pdf,Arm 2 (Placebo daily),control,1,0,0,1,1,2,0,Every 6 months from start of study treatment,
PMID 38833643 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38833658 CT_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,1,2,7,13,20,27,28,Visits occur on Day 1 and Day 15 of every 28-day cycle.,
PMID 38833658 CT_Summary_SoE.pdf,Arm B (Standard of Care - Regorafenib or TAS-102),control,1,5,9,15,22,29,28,"Cycle 1: Days 1, 8, 15, 22. Subsequent cycles: Days 1 and 15.",
PMID 38838287CT_Summary_SoE.pdf,Arm A (NKTR-214 + Nivolumab),intervention,2,5,8,12,16,21,42,"Cycle 1: Days 1, 3, 5, 8, 22; Cycle 2 and subsequent: Days 1 and 22.",
PMID 38838287CT_Summary_SoE.pdf,Arm B (Sunitinib or Cabozantinib),control,2,3,6,10,14,19,42,"Cycle 1: Days 1, 8, 22; Cycle 2 and subsequent: Days 1 and 22.",
PMID 38849283 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38872480 CT_Summary_SoE.pdf,Arm A (Bevacizumab + Paclitaxel + Carboplatin),intervention,2,3,7,11,15,20,21,Day 1 of each 21-day cycle. Weekly vital sign assessments during the first cycle of bevacizumab therapy (Cycle 2) add two unique clinic visit days (Day 8 and Day 15 of Cycle 2).,
PMID 38872480 CT_Summary_SoE.pdf,Arm B (Placebo + Paclitaxel + Carboplatin),control,2,3,7,11,15,20,21,Day 1 of each 21-day cycle. Weekly vital sign assessments during the first cycle of placebo therapy (Cycle 2) add two unique clinic visit days (Day 8 and Day 15 of Cycle 2).,
PMID 38889373 CT_Summary_SoE.pdf,Arm A: Amcenestrant + Palbociclib,intervention,2,3,6,9,12,16,28,Day 1 of every cycle (dispensing/goserelin); Day 15 of Cycles 1 and 2 only (labs/PK).,
PMID 38889373 CT_Summary_SoE.pdf,Arm B: Letrozole + Palbociclib,control,2,3,6,9,12,16,28,Day 1 of every cycle (dispensing/goserelin); Day 15 of Cycles 1 and 2 only (labs/PK).,
PMID 38942046 CT_Summary_SoE.pdf,Arm A (Perioperative Nivolumab),intervention,1,3,5,8,11,13,28,"1 neoadjuvant dose (Day 1), pre-surgery labs (~Day 14), surgery (~Day 21), followed by 9 adjuvant doses every 4 weeks starting 4-10 weeks post-surgery.",
PMID 38942046 CT_Summary_SoE.pdf,Arm B (Observation),control,1,2,4,6,7,8,,"Pre-surgery labs, surgery, 6-week post-surgery clinic visit, then observation visits at Weeks 12, 15, 20, 30, and 40.",
