filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 37331369 CT_Summary_SoE.pdf,Arm B (Placebo + BSC),control,2,3,7,10,13,17,28,Screening (2 days); Cycles 1-3: Day 1 and Day 21; Cycles 4+: Day 1 only.,
PMID 37342922 a_Summary_SoE.pdf,Arm A (Tacrolimus/Methotrexate),control,2,11,19,21,22,23,7,"Day 0 (Transplant), Days 1, 3, 6, 11 (MTX admin), then weekly visits to Day 84, then Day 98, 180, 270, 365.",
PMID 37342922 a_Summary_SoE.pdf,Arm B (PTCy/Tacrolimus/Mycophenolate Mofetil),intervention,2,9,17,19,20,21,7,"Day 0 (Transplant), Days 3, 4 (PTCy admin), then weekly visits to Day 84, then Day 98, 180, 270, 365.",
PMID 37379502 a_Summary_SoE.pdf,Lazertinib (240 mg once daily),intervention,1,4,7,9,11,13,21,"Weekly in Cycle 1 (Day 1, 8, 15), then Day 1 of Cycles 2, 3, and 4, then Day 1 of every other cycle (C5, C7, C9, etc.)",
PMID 37379502 a_Summary_SoE.pdf,Gefitinib (250 mg once daily),control,1,4,7,9,11,13,21,"Weekly in Cycle 1 (Day 1, 8, 15), then Day 1 of Cycles 2, 3, and 4, then Day 1 of every other cycle (C5, C7, C9, etc.)",
PMID 37423228 CT_Summary_SoE.pdf,Atezolizumab,intervention,2,2,5,9,13,18,21,1 visit per cycle (Day 1) for infusion and assessments.,
PMID 37423228 CT_Summary_SoE.pdf,Chemotherapy (Vinorelbine or Gemcitabine),control,2,4,9,18,26,36,21,2 visits per cycle (Day 1 and Day 8) for infusions.,
PMID 37478390 CT_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,1,2,4,7,10,13,28,"Day 1 of every 28-day cycle for the first 48 weeks (Cycles 1-13), then every 3 cycles thereafter.",
PMID 37478390 CT_Summary_SoE.pdf,Arm B (Ibrutinib),control,1,2,4,7,10,13,28,"Day 1 of every 28-day cycle for the first 48 weeks (Cycles 1-13), then every 3 cycles thereafter.",
PMID 37478390 CT_Summary_SoE.pdf,Arm C (Zanubrutinib),intervention,1,2,4,7,10,13,28,"Day 1 of every 28-day cycle for the first 48 weeks (Cycles 1-13), then every 3 cycles thereafter.",
PMID 37499670 a_Summary_SoE.pdf,Experimental Arm (Camrelizumab + Rivoceranib),intervention,3,3,7,13,20,27,28,Day 1 and Day 15 of every 28-day cycle.,
PMID 37499670 a_Summary_SoE.pdf,Control Arm (Sorafenib),control,3,3,7,10,13,17,28,Day 1 and Day 15 for Cycles 1-3; Day 1 only from Cycle 4 onwards.,
PMID 37524096 CT_Summary_SoE.pdf,Everolimus,intervention,1,2,4,6,8,10,42,"Cycle 1: Weeks 1 and 4. Cycles 2-9: Week 1 of each cycle. CT scans every 18 weeks (Cycles 3, 6, 9).",
PMID 37524096 CT_Summary_SoE.pdf,Placebo,control,1,2,4,6,8,10,42,"Cycle 1: Weeks 1 and 4. Cycles 2-9: Week 1 of each cycle. CT scans every 18 weeks (Cycles 3, 6, 9).",
PMID 37604981 CT_Summary_SoE.pdf,Intensive Chemotherapy + Glasdegib,intervention,2,10,25,32,35,38,28,"Induction: Days 1-7 (infusion), 8, 15, 22 (labs). Consolidation: Days 1, 3, 5 (infusion), 10 (ECG/labs), 21 (labs). Maintenance: Day 1 (ECG/labs).",
PMID 37604981 CT_Summary_SoE.pdf,Intensive Chemotherapy + Placebo,control,2,10,25,32,35,38,28,"Induction: Days 1-7 (infusion), 8, 15, 22 (labs). Consolidation: Days 1, 3, 5 (infusion), 10 (ECG/labs), 21 (labs). Maintenance: Day 1 (ECG/labs).",
PMID 37604981 CT_Summary_SoE.pdf,Non-Intensive Chemotherapy + Glasdegib,intervention,2,8,29,50,71,92,28,All cycles: Days 1-7 (Azacitidine dosing). Cycle 1 also includes Day 15 (ECG/labs).,
PMID 37604981 CT_Summary_SoE.pdf,Non-Intensive Chemotherapy + Placebo,control,2,8,29,50,71,92,28,All cycles: Days 1-7 (Azacitidine dosing). Cycle 1 also includes Day 15 (ECG/labs).,
PMID 37646660 CT_Summary_SoE.pdf,Arm A (Melflufen + Daratumumab + Dexamethasone),intervention,1,6,15,28,41,55,28,"Cycles 1-2: Days 1, 4 (C1 only), 8, 15, 22; Cycles 3-6: Days 1, 4 (C3 only), 8, 15, 22; Cycle 7+: Days 1, 8, 15, 22.",
PMID 37646660 CT_Summary_SoE.pdf,Arm B (Daratumumab monotherapy),control,1,6,13,19,22,26,28,"Cycles 1-2: Days 1, 4 (C1 only), 8, 15, 22; Cycles 3-6: Days 1, 4 (C3 only), 15; Cycle 7+: Day 1.",
PMID 37647576 a_Summary_SoE.pdf,Arm A (Nimotuzumab + Gemcitabine),intervention,3,5,13,26,39,53,28,"Weekly visits (Day 1, 8, 15, 22) per 28-day cycle.",
PMID 37647576 a_Summary_SoE.pdf,Arm B (Placebo + Gemcitabine),control,3,5,13,26,39,53,28,"Weekly visits (Day 1, 8, 15, 22) per 28-day cycle.",
PMID 37704166 CT_Summary_SoE.pdf,Arm A (OSE2101),intervention,2,3,6,10,13,17,21,"Day 1 of each 21-day cycle for 6 cycles, then every 8 weeks for remainder of year 1, then every 12 weeks.",
PMID 37704166 CT_Summary_SoE.pdf,Arm B (Docetaxel or Pemetrexed),control,2,3,6,10,14,19,21,Day 1 of each 21-day cycle.,
PMID 37708904 CT_Summary_SoE.pdf,Arm 1 (Irinotecan liposome injection + oxaliplatin + 5-fluorouracil/leucovorin),intervention,1,5,15,29,44,59,28,"Arm 1: 4 visits per 28-day cycle (D1, D3, D15, D17) for drug administration and pump removal.",
PMID 37708904 CT_Summary_SoE.pdf,Arm 2 (nab-paclitaxel + gemcitabine),control,1,4,11,23,34,46,28,"Arm 2: 3 visits per 28-day cycle (D1, D8, D15) for drug administration.",
PMID 37722354 CT_Summary_SoE.pdf,Arm A (background chemotherapy plus placebo),control,2,4,8,13,14,16,28,"Days 1 and 2 for 6 cycles (28-day cycles), then every 8 weeks starting at Cycle 7.",
PMID 37722354 CT_Summary_SoE.pdf,Arm B (background chemotherapy plus 560 mg of ibrutinib),intervention,2,4,8,13,14,16,28,"Days 1 and 2 for 6 cycles (28-day cycles), then every 8 weeks starting at Cycle 7.",
PMID 37748693 CT_Summary_SoE.pdf,Arm A (Avelumab 10 mg/kg Q2W),intervention,1,3,7,13,20,27,14,"Once every 2 weeks (Day 1, 15, 29, etc.)",
PMID 37748693 CT_Summary_SoE.pdf,Arm B (Platinum-based Doublet Chemotherapy),control,1,4,9,14,16,18,21,Gemcitabine schedule (Day 1 and Day 8 of 21-day cycle) used for conservative contact day count.,
PMID 37748693 CT_Summary_SoE.pdf,Arm C (Avelumab 10 mg/kg Q1W then Q2W),intervention,1,5,13,19,26,33,7,"Once weekly for 12 weeks, then once every 2 weeks.",
PMID 37788412 CT_Summary_SoE.pdf,Canakinumab,intervention,1,4,7,11,15,20,21,"Screening (1 day), Cycle 1 (Days 1, 8, 15), then Day 1 of every 21-day cycle for 18 cycles.",
PMID 37788412 CT_Summary_SoE.pdf,Placebo,control,1,4,7,11,15,20,21,"Screening (1 day), Cycle 1 (Days 1, 8, 15), then Day 1 of every 21-day cycle for 18 cycles.",
PMID 37792130 CT_Summary_SoE.pdf,Arm A (MYL-1402O),intervention,2,2,5,9,13,16,21,Day 0 of each 21-day cycle.,
PMID 37792130 CT_Summary_SoE.pdf,Arm B (Avastin),control,2,2,5,9,13,16,21,Day 0 of each 21-day cycle.,
PMID 37793771 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 37845511 a_Summary_SoE.pdf,Arm A (Nivolumab 480 mg Q4W),intervention,1,2,4,7,10,13,28,Day 1 of each 28-day cycle (every 4 weeks).,
PMID 37845511 a_Summary_SoE.pdf,Arm B (Placebo Q4W),control,1,2,4,7,10,13,28,Day 1 of each 28-day cycle (every 4 weeks).,
PMID 37870976 a_Summary_SoE.pdf,Arm A (Amivantamab + Carboplatin-Pemetrexed),intervention,1,5,8,12,16,21,21,"Cycle 1: Days 1, 2, 8, 15; Cycle 2+: Day 1 only.",
PMID 37870976 a_Summary_SoE.pdf,Arm B (Carboplatin-Pemetrexed),control,1,2,5,9,13,18,21,Day 1 of every 21-day cycle.,
PMID 37875143 a_Summary_SoE.pdf,Pembrolizumab + Chemotherapy (FP or CAPOX),intervention,2,2,5,9,13,18,21,Day 1 of each 3-week cycle,
PMID 37875143 a_Summary_SoE.pdf,Placebo + Chemotherapy (FP or CAPOX),control,2,2,5,9,13,18,21,Day 1 of each 3-week cycle,
PMID 37935977 CT_Summary_SoE.pdf,"Arm 1 (Standard Cytarabine plus Daunorubicin, 7+3)",control,1,10,22,34,35,36,28,"Induction: Days 1-7 (treatment), Weeks 2-4 (labs/exams). Consolidation: Days 1, 3, 5 (treatment), Weeks 2-4 (labs/exams).",
PMID 37935977 CT_Summary_SoE.pdf,"Arm 2 (Idarubicin with High Dose Cytarabine, IA)",intervention,1,7,19,31,32,33,28,"Induction: Days 1-4 (treatment), Weeks 2-4 (labs/exams). Consolidation: Days 1-3 (treatment), Weeks 2-4 (labs/exams).",
PMID 37935977 CT_Summary_SoE.pdf,"Arm 3 (IA with Vorinostat, IA+V)",intervention,1,10,28,46,47,48,28,"Induction: Days 1-7 (treatment), Weeks 2-4 (labs/exams). Consolidation: Days 1-6 (treatment), Weeks 2-4 (labs/exams).",
PMID 37980924 a_Summary_SoE.pdf,Arm A (Apixaban),intervention,1,6,7,7,7,7,28,"Screening (Day -7 to 4), Day 1 (Randomization/Chemo), Day 4 (Chemo), Day 8 (Chemo), Day 15 (Chemo), Day 22 (Chemo), Day 29 (Chemo/EOT), Day 35 (Follow-up).",
PMID 37980924 a_Summary_SoE.pdf,Arm B (No systemic anticoagulant prophylaxis / Standard of Care),control,1,6,7,7,7,7,28,"Screening (Day -7 to 4), Day 1 (Randomization/Chemo), Day 4 (Chemo), Day 8 (Chemo), Day 15 (Chemo), Day 22 (Chemo), Day 29 (Chemo/EOT), Day 35 (Follow-up).",
PMID 38039991 CT_Summary_SoE.pdf,Durvalumab + SoC CCRT,intervention,2,6,10,13,16,20,28,"Durvalumab q4w (Day 1 of each cycle); Cisplatin q1w for 5 weeks (C1D1, C1D8, C1D15, C1D22, C2D1); Safety reviews at Day 14 for first 3 cycles; Imaging q12w starting at Week 20.",
PMID 38039991 CT_Summary_SoE.pdf,Placebo + SoC CCRT,control,2,6,10,13,16,20,28,Placebo q4w (Day 1 of each cycle); Cisplatin q1w for 5 weeks; Safety reviews at Day 14 for first 3 cycles; Imaging q12w starting at Week 20.,
PMID 38039993 a_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,2,4,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3+: Day 1 only.",
PMID 38039993 a_Summary_SoE.pdf,Arm B (Lenvatinib + Placebo),control,2,4,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3+: Day 1 only.",
PMID 38059497 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38060199 CT_Summary_SoE.pdf,Arm A (Ipatasertib + Atezolizumab + Paclitaxel),intervention,2,4,10,19,30,40,28,"Days 1, 8, and 15 of every 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm B (Ipatasertib + Paclitaxel),intervention,2,4,10,19,30,40,28,"Days 1, 8, and 15 of every 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm C (Paclitaxel Alone),control,2,4,10,19,30,40,28,"Days 1, 8, and 15 of every 28-day cycle.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 1 (F-627),intervention,1,24,49,49,49,49,21,"Cycle 1: Days 1, 2, then daily blood draws until recovery + 3 days. Cycles 2-4: Days 1, 2, then every other day blood draws until recovery + 3 days.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 2 (Placebo / F-627),control,1,24,49,49,49,49,21,"Cycle 1: Days 1, 2, then daily blood draws until recovery + 3 days. Cycles 2-4: Days 1, 2, then every other day blood draws until recovery + 3 days.",
PMID 38159809 CT_Summary_SoE.pdf,Arm A (Pembrolizumab + Lenvatinib),intervention,2,3,7,11,15,20,21,Day 1 of every 21-day cycle; Day 15 of Cycles 1 and 2 only.,
PMID 38159809 CT_Summary_SoE.pdf,Arm B (Pembrolizumab + Placebo),control,2,3,7,11,15,20,21,Day 1 of every 21-day cycle; Day 15 of Cycles 1 and 2 only.,
PMID 38231126 a_Summary_SoE.pdf,Guadecitabine (SGI-110),intervention,1,12,32,50,65,85,28,"Cycles 1-2: 12 visits (10 dosing, 2 labs); Cycle 3: 7 visits (5 dosing, 2 labs); Cycles 4-6: 6 visits (5 dosing, 1 labs); Cycles 7+: 5 visits (5 dosing).",
PMID 38231126 a_Summary_SoE.pdf,Treatment Choice (TC),control,1,10,31,55,76,104,28,"Cycles 1-3: 10 visits (7 dosing, 3 labs); Cycles 4-6: 8 visits (7 dosing, 1 labs); Cycles 7+: 7 visits (7 dosing).",
PMID 38252907 a_Summary_SoE.pdf,Arm A (Nivolumab plus Pemetrexed/Platinum),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38252907 a_Summary_SoE.pdf,Arm B (Nivolumab plus Ipilimumab),intervention,1,3,7,13,20,27,14,Day 1 of each 14-day cycle,
PMID 38252907 a_Summary_SoE.pdf,Arm C (Pemetrexed plus Platinum),control,1,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38319255 a_Summary_SoE.pdf,Arm A (Ibrutinib + Venetoclax),intervention,2,2,5,11,14,18,28,"C1-3 D1; C3D26; C4 D1, 8, 15, 22; C5-15 D1.",
PMID 38319255 a_Summary_SoE.pdf,Arm B (Obinutuzumab + Chlorambucil),control,2,5,9,15,17,18,28,"C1 D1, 2, 8, 15; C2-6 D1, 15.",
PMID 38319800 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38319892 a_Summary_SoE.pdf,Arm A (Durvalumab 1500 mg monotherapy),intervention,1,2,4,7,10,14,28,One visit every 4 weeks (Q4W) on Day 1 of each cycle for IV infusion.,
PMID 38319892 a_Summary_SoE.pdf,Arm B (Durvalumab 1500 mg + Tremelimumab 75 mg x 4 doses),intervention,1,2,4,7,10,14,28,One visit every 4 weeks (Q4W) on Day 1 of each cycle for IV infusion.,
PMID 38319892 a_Summary_SoE.pdf,Arm C (Durvalumab 1500 mg + Tremelimumab 300 mg x 1 dose),intervention,1,2,4,7,10,14,28,One visit every 4 weeks (Q4W) on Day 1 of each cycle for IV infusion.,
PMID 38319892 a_Summary_SoE.pdf,Arm D (Sorafenib 400 mg BID),control,1,2,4,7,10,14,28,One visit every 4 weeks (Q4W) on Day 1 of each cycle for monitoring and assessments.,
PMID 38319896 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38320161 a_Summary_SoE.pdf,LUM Imaging System (Intervention Arm),intervention,1,2,2,2,2,2,,"One screening visit, one surgery day (Day 1), and one post-operative follow-up visit.",
PMID 38320161 a_Summary_SoE.pdf,Standard of Care (Control Arm),control,1,2,2,2,2,2,,"One screening visit, one surgery day (Day 1), and one post-operative follow-up visit.",
PMID 38483412 CT_Summary_SoE.pdf,Arm II (HYPORT - Hypofractionated post-prostatectomy radiation therapy),intervention,2,20,25,26,26,27,0,5 days per week for 5 weeks (25 total fractions),
PMID 38483412 CT_Summary_SoE.pdf,Arm I (COPORT - Conventional post-prostatectomy radiation therapy),control,2,20,37,38,38,39,0,5 days per week for approximately 7.4 weeks (37 total fractions),
PMID 38499457 CT_Summary_SoE.pdf,Arm A (Pracinostat + Azacitidine),intervention,2,10,29,53,75,99,28,Days 1-7 of every cycle (AZA administration); Day 15 of Cycle 1 (PK/ECG); Days 21-26 of even-numbered cycles (Bone Marrow/ECG).,
PMID 38499457 CT_Summary_SoE.pdf,Arm B (Placebo + Azacitidine),control,2,10,29,53,75,99,28,Days 1-7 of every cycle (AZA administration); Day 15 of Cycle 1 (PK/ECG); Days 21-26 of even-numbered cycles (Bone Marrow/ECG).,
PMID 38531002 CT_Summary_SoE.pdf,Arm A (Pazopanib),intervention,2,5,8,11,14,18,28,"Cycle 1: Days 1, 8, 15, 22; Cycle 2: Days 1, 15; Cycles 3-13: Day 1 only.",
PMID 38531002 CT_Summary_SoE.pdf,Arm B (Placebo),control,2,5,8,11,14,18,28,"Cycle 1: Days 1, 8, 15, 22; Cycle 2: Days 1, 15; Cycles 3-13: Day 1 only.",
PMID 38552197 a_Summary_SoE.pdf,Experimental Arm (Atezolizumab + Cabozantinib),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38552197 a_Summary_SoE.pdf,Control Arm (Docetaxel),control,1,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38561010 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + CRT),intervention,2,18,38,42,46,50,21,"Daily radiotherapy (RT) for 7 weeks (SFX) or 6 weeks (AFX), plus Q3W infusions of pembrolizumab and cisplatin.",
PMID 38561010 CT_Summary_SoE.pdf,Arm 2 (Placebo + CRT),control,2,18,38,42,46,50,21,"Daily radiotherapy (RT) for 7 weeks (SFX) or 6 weeks (AFX), plus Q3W infusions of placebo and cisplatin.",
PMID 38648575 a_Summary_SoE.pdf,Arm A (Irinotecan Liposome Injection),intervention,1,5,11,19,28,38,42,"Cycle 1: Days 1, 8, 15, 22, 29, 36. Cycle 2 and beyond: Days 1, 15, 22, 29. Treatment is administered on Days 1, 15, and 29 of every 6-week cycle.",
PMID 38648575 a_Summary_SoE.pdf,Arm B (IV Topotecan),control,1,13,31,55,80,110,42,"Cycle 1: Days 1-5, 8, 15, 22-26, 29, 36. Cycle 2 and beyond: Days 1-5, 15, 22-26, 29. Treatment is administered daily for 5 consecutive days every 3 weeks (Days 1-5 and 22-26 of a 6-week cycle).",
PMID 38683596 CT_Summary_SoE.pdf,Arm 1 (Aspirin 300 mg daily),intervention,1,0,0,1,1,2,180,One screening visit followed by clinic visits every 6 months.,
PMID 38683596 CT_Summary_SoE.pdf,Arm 2 (Placebo daily),control,1,0,0,1,1,2,180,One screening visit followed by clinic visits every 6 months.,
PMID 38833643 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38833658 CT_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,2,3,8,14,20,28,28,Day 1 and Day 15 of every 28-day cycle; extra Day 8 visit in Cycle 1.,
PMID 38833658 CT_Summary_SoE.pdf,Arm B (Standard of Care - Regorafenib or TAS-102),control,2,3,8,14,20,28,28,Day 1 and Day 15 of every 28-day cycle; extra Day 8 visit in Cycle 1 for Regorafenib.,
PMID 38838287CT_Summary_SoE.pdf,Arm A (NKTR-214 + Nivolumab),intervention,2,5,8,12,16,21,42,"Cycle 1: Days 1, 3, 5, 8, 22; Subsequent Cycles: Days 1, 22",
PMID 38838287CT_Summary_SoE.pdf,Arm B (Sunitinib or Cabozantinib),control,2,3,6,10,14,19,42,"Cycle 1: Days 1, 8, 22; Subsequent Cycles: Days 1, 22",
PMID 38849283 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38872480 CT_Summary_SoE.pdf,Arm A (Bevacizumab + Paclitaxel + Carboplatin),intervention,1,5,9,13,17,22,21,"Day 1 of each 21-day cycle for treatment. Weekly clinic visits (Days 8, 15, 29, 36) occur during the first cycle of chemotherapy and the first cycle of bevacizumab/placebo therapy for safety and wound monitoring.",
PMID 38872480 CT_Summary_SoE.pdf,Arm B (Placebo + Paclitaxel + Carboplatin),control,1,5,9,13,17,22,21,"Day 1 of each 21-day cycle for treatment. Weekly clinic visits (Days 8, 15, 29, 36) occur during the first cycle of chemotherapy and the first cycle of bevacizumab/placebo therapy for safety and wound monitoring.",
PMID 38889373 CT_Summary_SoE.pdf,Arm A (Amcenestrant + Palbociclib),intervention,2,3,6,9,12,16,28,Cycles 1-2: Day 1 and Day 15; Subsequent cycles: Day 1 only. Tumor assessments every 12 weeks (3 cycles).,
PMID 38889373 CT_Summary_SoE.pdf,Arm B (Letrozole + Palbociclib),control,2,3,6,9,12,16,28,Cycles 1-2: Day 1 and Day 15; Subsequent cycles: Day 1 only. Tumor assessments every 12 weeks (3 cycles).,
PMID 38942046 CT_Summary_SoE.pdf,Arm A (Perioperative Nivolumab),intervention,2,3,4,7,11,13,28,"1 neoadjuvant dose, surgery, then 9 adjuvant doses every 4 weeks.",
PMID 38942046 CT_Summary_SoE.pdf,Arm B (Observation),control,2,2,4,5,5,6,,"Surgery followed by observation visits at 6 weeks, 12 weeks, 20 weeks, 40 weeks, and 54 weeks.",
