filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error,publication_year
PMID 24849084 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON,2014.0
PMID 24868024 a_Summary_SoE.pdf,Arm A (Lapatinib plus weekly paclitaxel),intervention,1.0,4.0,10.0,20.0,30.0,40.0,28.0,"Days 1, 8, and 15 of every 28-day cycle.",,2014.0
PMID 24868024 a_Summary_SoE.pdf,Arm B (Weekly paclitaxel alone),control,1.0,4.0,10.0,20.0,30.0,40.0,28.0,"Days 1, 8, and 15 of every 28-day cycle.",,2014.0
PMID 24881463 a_Summary_SoE.pdf,SOFT Arm A (Tamoxifen alone),control,1.0,1.0,2.0,3.0,4.0,5.0,,"Day 1 (randomization), then every 3 months for the first year.",,2014.0
PMID 24881463 a_Summary_SoE.pdf,SOFT Arm B (OFS + Tamoxifen) and Arm C (OFS + Exemestane),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Day 1, then every 28 days for GnRH analogue injection.",,2014.0
PMID 24881463 a_Summary_SoE.pdf,TEXT Arm A (GnRH analogue + Tamoxifen),control,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Day 1, then every 28 days for GnRH analogue injection.",,2014.0
PMID 24881463 a_Summary_SoE.pdf,TEXT Arm B (GnRH analogue + Exemestane),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,"Day 1, then every 28 days for GnRH analogue injection.",,2014.0
PMID 24881631 a_Summary_SoE.pdf,Arm A (Ofatumumab),control,2.0,5.0,9.0,13.0,14.0,15.0,7.0,"Weekly for 8 weeks, then every 4 weeks until Week 24. Follow-up every 12 weeks thereafter.",,2014.0
PMID 24881631 a_Summary_SoE.pdf,Arm B (Ibrutinib),intervention,2.0,5.0,9.0,12.0,13.0,14.0,7.0,"Weekly for 8 weeks, then every 4 weeks until Week 24, then every 12 weeks.",,2014.0
PMID 24881730 a_Summary_SoE.pdf,Arm A (Enzalutamide / MDV3100),intervention,1.0,2.0,4.0,7.0,8.0,9.0,28.0,"Day 1, then every 4 weeks through Week 25 (Days 29, 57, 85, 113, 141, 169), then every 12 weeks (Days 253, 337).",,2014.0
PMID 24881730 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,2.0,4.0,7.0,8.0,9.0,28.0,"Day 1, then every 4 weeks through Week 25 (Days 29, 57, 85, 113, 141, 169), then every 12 weeks (Days 253, 337).",,2014.0
PMID 24888818 a_Summary_SoE.pdf,Arm A (Low Risk - Maintain Current Therapy),control,1.0,1.0,2.0,3.0,4.0,5.0,,"Baseline (Screening), Day 1 (Treatment Start), then Imaging every 12 weeks (Day 85, 169, 253, 337).",,2014.0
PMID 24888818 a_Summary_SoE.pdf,Arm B (Moderate Risk - Maintain Current Therapy),control,1.0,2.0,4.0,5.0,6.0,7.0,,"Baseline, Day 1, Day 22 (CTC), Day 50/57 (CTC), then Imaging/CTC every 12 weeks (Day 85, 169, 253, 337).",,2014.0
PMID 24888818 a_Summary_SoE.pdf,Arm C1 (High Risk - Maintain Current Therapy),control,1.0,3.0,5.0,6.0,7.0,8.0,,"Baseline, Day 1, Day 22 (CTC), Day 29 (Start Randomized Phase), Day 50/57 (CTC), then Imaging/CTC every 12 weeks.",,2014.0
PMID 24888818 a_Summary_SoE.pdf,Arm C2 (High Risk - Switch to Alternative Chemotherapy),intervention,1.0,3.0,5.0,6.0,7.0,8.0,,"Baseline, Day 1, Day 22 (CTC), Day 29 (Start Randomized Phase), Day 50/57 (CTC), then Imaging/CTC every 12 weeks.",,2014.0
PMID 24898665 CT_Summary_SoE.pdf,Arm A (Rituximab),control,1.0,5.0,13.0,14.0,15.0,17.0,7.0,"Weekly infusions for 4 weeks (Days 0, 7, 14, 21), followed by weekly lab visits through Week 12, and then quarterly follow-up visits.",,2015.0
PMID 24898665 CT_Summary_SoE.pdf,Arm B (Iodine I-131 Tositumomab),intervention,2.0,6.0,14.0,15.0,16.0,18.0,14.0,"Two-phase treatment (Dosimetric dose Day 0, Therapeutic dose Day 7-14) with multiple imaging scans in between, followed by weekly lab visits through Week 12, and then quarterly follow-up visits.",,2015.0
PMID 24933332 a_Summary_SoE.pdf,Arm A (Ramucirumab + Docetaxel),intervention,1.0,2.0,5.0,7.0,8.0,9.0,21.0,Day 1 of each 21-day cycle for infusions; follow-up visits every 3 months post-treatment.,,2014.0
PMID 24933332 a_Summary_SoE.pdf,Arm B (Placebo + Docetaxel),control,1.0,2.0,5.0,6.0,7.0,8.0,21.0,Day 1 of each 21-day cycle for infusions; follow-up visits every 3 months post-treatment.,,2014.0
PMID 24934787 a_Summary_SoE.pdf,Arm 1 (CA: Cyclophosphamide and Doxorubicin),control,2.0,3.0,5.0,6.0,6.0,7.0,14.0,"Day 1 of each 14-day cycle for 4 cycles; post-treatment follow-up at 4-6 weeks, then every 6 months.",,2014.0
PMID 24934787 a_Summary_SoE.pdf,Arm 2 (Paclitaxel),intervention,2.0,3.0,5.0,6.0,6.0,7.0,14.0,"Day 1 of each 14-day cycle for 4 cycles; post-treatment follow-up at 4-6 weeks, then every 6 months.",,2014.0
PMID 24982457 a_Summary_SoE.pdf,Arm 1: Sublobar Resection (SR),control,1.0,1.0,2.0,3.0,3.0,4.0,0.0,"Screening visit; Surgery (Day 0); Follow-up visits at M3, M6, and M12.",,2014.0
PMID 24982457 a_Summary_SoE.pdf,Arm 2: Sublobar Resection + Brachytherapy (SR + BX),intervention,1.0,2.0,3.0,4.0,4.0,5.0,0.0,"Screening visit; Surgery (Day 0); Follow-up visits at M1, M3, M6, and M12.",,2014.0
PMID 24982504 CT_Summary_SoE.pdf,Arm A (Sirolimus/Tacrolimus),intervention,2.0,11.0,18.0,22.0,23.0,24.0,0.0,"3x weekly for first 3 weeks (Days 0-21), then weekly through week 10, then bi-weekly through Day 100, then at 6, 9, 12, and 24 months.",,2014.0
PMID 24982504 CT_Summary_SoE.pdf,Arm B (Tacrolimus/Methotrexate),control,2.0,11.0,18.0,22.0,23.0,24.0,0.0,"3x weekly for first 3 weeks (Days 0-21), then weekly through week 10, then bi-weekly through Day 100, then at 6, 9, 12, and 24 months.",,2014.0
PMID 25014687 a_Summary_SoE.pdf,Lanreotide Autogel 120 mg,intervention,3.0,4.0,6.0,11.0,14.0,18.0,28.0,Injections every 28 days. Full assessment visits (V2-V8) every 12 or 24 weeks.,,2014.0
PMID 25014687 a_Summary_SoE.pdf,Placebo,control,3.0,4.0,6.0,11.0,14.0,18.0,28.0,Placebo injections every 28 days. Full assessment visits (V2-V8) every 12 or 24 weeks.,,2014.0
PMID 25092781 a_Summary_SoE.pdf,Arm A (Standard Chemotherapy),control,2.0,30.0,90.0,152.0,155.0,158.0,30.0,"Daily inpatient contact during 5 treatment cycles (Induction I, Induction II, Intensification I, II, III), followed by monthly follow-up visits.",,2014.0
PMID 25092781 a_Summary_SoE.pdf,Arm B (Standard Chemotherapy + GMTZ),intervention,2.0,30.0,90.0,152.0,155.0,158.0,30.0,"Daily inpatient contact during 5 treatment cycles, identical to Arm A. GMTZ administration occurs on days already requiring inpatient contact for standard chemotherapy.",,2014.0
PMID 25154829 a_Summary_SoE.pdf,Arm A (Rituximab Retreatment),control,2.0,4.0,4.0,5.0,6.0,8.0,91.0,"Weekly for 4 weeks (Induction), then Restaging at Week 13, then observation visits every 13 weeks (W26, W39, W52).",,2014.0
PMID 25154829 a_Summary_SoE.pdf,Arm B (Rituximab Scheduled Dosing),intervention,2.0,4.0,4.0,5.0,6.0,8.0,91.0,"Weekly for 4 weeks (Induction), then Restaging at Week 13, then scheduled dosing every 13 weeks (W26, W39, W52).",,2014.0
PMID 25184863 a_Summary_SoE.pdf,Arm A (Rd until PD),intervention,1.0,5.0,11.0,14.0,17.0,21.0,28.0,"Cycle 1 & 2: Days 1, 8, 15, 22; Cycle 3: Days 1, 15; Cycle 4+: Day 1 only.",,2014.0
PMID 25184863 a_Summary_SoE.pdf,Arm B (Rd for 18 cycles),intervention,1.0,5.0,11.0,14.0,17.0,21.0,28.0,"Cycle 1 & 2: Days 1, 8, 15, 22; Cycle 3: Days 1, 15; Cycle 4+: Day 1 only.",,2014.0
PMID 25184863 a_Summary_SoE.pdf,Arm C (MPT),control,1.0,5.0,13.0,18.0,22.0,27.0,42.0,"Cycle 1 & 2: Days 1, 8, 15, 22, 29, 36; Cycle 3: Days 1, 15, 29; Cycle 4+: Day 1 only. Includes extra visits for 28-day pregnancy testing in FCBP.",,2014.0
PMID 25225436 a_Summary_SoE.pdf,Arm A (Pazopanib),intervention,1.0,4.0,7.0,8.0,9.0,10.0,28.0,"Weekly for 4 weeks, then every 3 weeks until week 13, then every 12 weeks thereafter.",,2014.0
PMID 25225436 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,4.0,7.0,8.0,9.0,10.0,28.0,"Weekly for 4 weeks, then every 3 weeks until week 13, then every 12 weeks thereafter.",,2014.0
PMID 25265494 a_Summary_SoE.pdf,Arm A (Vemurafenib + Placebo),control,1.0,3.0,7.0,11.0,14.0,18.0,28.0,Cycles 1-3: Days 1 and 15; Cycles 4-5: Day 1; Cycle 6: Days 1 and 15; Cycles 7+: Day 1 of each 28-day cycle.,,2014.0
PMID 25265494 a_Summary_SoE.pdf,Arm B (Vemurafenib + Cobimetinib),intervention,1.0,3.0,7.0,11.0,14.0,18.0,28.0,Cycles 1-3: Days 1 and 15; Cycles 4-5: Day 1; Cycle 6: Days 1 and 15; Cycles 7+: Day 1 of each 28-day cycle.,,2014.0
PMID 25267740 a_Summary_SoE.pdf,Arm S1 (GDP +/- Rituximab),intervention,2.0,4.0,6.0,7.0,8.0,9.0,21.0,Day 1 and Day 8 of each 21-day cycle.,,2014.0
PMID 25267740 a_Summary_SoE.pdf,Arm S2 (DHAP +/- Rituximab),control,2.0,4.0,6.0,7.0,8.0,9.0,21.0,"Day 1 and Day 2 of each 21-day cycle (Cisplatin 24h infusion starts Day 1, Cytarabine Day 2).",,2014.0
PMID 25311218 a_Summary_SoE.pdf,"Arm A: RER - Reduced Therapy (4 cycles ABVE-PC, No IFRT)",intervention,2.0,7.0,20.0,21.0,22.0,23.0,21.0,"ABVE-PC cycles: Days 1, 2, 3, 8. Re-evaluations between cycles 2 and 3, and cycles 4 and 5 (if applicable).",,2014.0
PMID 25311218 a_Summary_SoE.pdf,Arm B: RER/SER - Standard Therapy (4 cycles ABVE-PC + IFRT),control,2.0,7.0,20.0,36.0,37.0,38.0,21.0,"4 cycles of ABVE-PC (Days 1, 2, 3, 8) followed by 14 daily sessions of Involved Field Radiation Therapy (IFRT).",,2014.0
PMID 25311218 a_Summary_SoE.pdf,Arm C: SER - Augmented Therapy (2x ABVE-PC + 2x DECA + 2x ABVE-PC + IFRT),intervention,2.0,7.0,16.0,41.0,42.0,43.0,21.0,"2 cycles ABVE-PC (D1, 2, 3, 8), 2 cycles DECA (D1, 2), 2 cycles ABVE-PC (D1, 2, 3, 8), then 14 sessions IFRT.",,2014.0
PMID 25332243 a_Summary_SoE.pdf,Arm 1 (One Year High-Dose Interferon Alpha-2b),intervention,2.0,21.0,47.0,86.0,125.0,164.0,7.0,Induction: 5 days/week for 4 weeks. Maintenance: 3 days/week for 48 weeks.,,2014.0
PMID 25332243 a_Summary_SoE.pdf,"Arm 2 (Biochemotherapy: Cisplatin, Vinblastine, DTIC, IL-2, IFN, G-CSF)",intervention,2.0,24.0,46.0,47.0,48.0,49.0,21.0,3 cycles of 21 days. Days 1-5 inpatient; Days 6-15 outpatient G-CSF/IFN.,,2014.0
PMID 25348000 a_Summary_SoE.pdf,Arm A (Fulvestrant + Lapatinib),intervention,2.0,3.0,5.0,8.0,11.0,15.0,28.0,Cycle 1: Day 1 and Day 15. Subsequent cycles: Day 1 of every 28-day cycle.,,2014.0
PMID 25348000 a_Summary_SoE.pdf,Arm B (Fulvestrant + Placebo),control,2.0,3.0,5.0,8.0,11.0,15.0,28.0,Cycle 1: Day 1 and Day 15. Subsequent cycles: Day 1 of every 28-day cycle.,,2014.0
PMID 25354103 a_Summary_SoE.pdf,Arm A (Single Umbilical Cord Blood Transplantation),control,12.0,13.0,21.0,23.0,23.0,24.0,,"Conditioning (Days -10 to -1), Transplant (Day 0), 3x/week labs (Weeks 1-3), 2x/week labs (Week 4), Weekly labs (Weeks 5-12), then visits at Day 100, 6 months, and 12 months.",,2014.0
PMID 25354103 a_Summary_SoE.pdf,Arm B (Double Umbilical Cord Blood Transplantation),intervention,12.0,13.0,21.0,23.0,23.0,24.0,,"Conditioning (Days -10 to -1), Transplant (Day 0), 3x/week labs (Weeks 1-3), 2x/week labs (Week 4), Weekly labs (Weeks 5-12), then visits at Day 100, 6 months, and 12 months.",,2014.0
PMID 25366680 a_Summary_SoE.pdf,Arm 1 (Standard Fractionation + Cisplatin),control,2.0,22.0,36.0,38.0,39.0,40.0,7.0,5 days per week for 7 weeks (35 total treatment days).,,2014.0
PMID 25366680 a_Summary_SoE.pdf,Arm 2 (Accelerated Fractionation + Cisplatin),intervention,2.0,22.0,32.0,33.0,34.0,35.0,7.0,5 days per week for 6 weeks (30 total treatment days).,,2014.0
PMID 25399551 a_Summary_SoE.pdf,Arm A (Dabrafenib + Trametinib),intervention,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening, Day 1, Day 15, then every 4 weeks (Weeks 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52).",,2015.0
PMID 25399551 a_Summary_SoE.pdf,Arm B (Vemurafenib),control,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening, Day 1, Day 15, then every 4 weeks (Weeks 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52).",,2015.0
PMID 25399552 a_Summary_SoE.pdf,Arm A (Nivolumab / BMS-936558),intervention,2.0,4.0,9.0,17.0,26.0,36.0,42.0,"Days 1, 15, 22, and 29 of each 6-week cycle.",,2015.0
PMID 25399552 a_Summary_SoE.pdf,Arm B (Dacarbazine),control,2.0,4.0,9.0,17.0,26.0,36.0,42.0,"Days 1, 15, 22, and 29 of each 6-week cycle.",,2015.0
PMID 25422488 a_Summary_SoE.pdf,Arm 5 (AC q2w x4 -> Paclitaxel q2w x6),intervention,2.0,6.0,14.0,21.0,21.0,22.0,14.0,AC Phase: 4 cycles of 14 days (Days 1 and 2 per cycle). Paclitaxel Phase: 6 cycles of 14 days (Days 1 and 2 per cycle).,,2015.0
PMID 25422488 a_Summary_SoE.pdf,Arm 6 (AC q2w x4 -> Paclitaxel weekly x12),intervention,2.0,6.0,13.0,21.0,21.0,22.0,14.0,AC Phase: 4 cycles of 14 days (Days 1 and 2 per cycle). Paclitaxel Phase: 12 weeks of weekly infusions (Day 1 per week).,,2015.0
PMID 25470694 a_Summary_SoE.pdf,Arm A (Crizotinib),intervention,1.0,3.0,6.0,10.0,14.0,19.0,21.0,"Cycle 1 Day 1 and Day 15, then Day 1 of every 21-day cycle.",,2014.0
PMID 25470694 a_Summary_SoE.pdf,Arm B (Chemotherapy),control,1.0,3.0,6.0,9.0,11.0,13.0,21.0,"Cycle 1 Day 1 and Day 15, then Day 1 of cycles 2-6, followed by tumor assessments every 6 weeks.",,2014.0
PMID 25482145 a_Summary_SoE.pdf,"CRd (Carfilzomib, Lenalidomide, Dexamethasone)",intervention,2.0,8.0,20.0,40.0,60.0,77.0,28.0,"Cycles 1-12: 6 visits/cycle (Days 1, 2, 8, 9, 15, 16); Cycles 13-18: 4 visits/cycle (Days 1, 2, 15, 16); Cycles 19+: 1 visit/cycle (Day 1).",,2015.0
PMID 25482145 a_Summary_SoE.pdf,"Rd (Lenalidomide, Dexamethasone)",control,2.0,3.0,7.0,13.0,20.0,26.0,28.0,"Cycles 1-12: 2 visits/cycle (Days 1, 15); Cycles 13+: 1 visit/cycle (Day 1).",,2015.0
PMID 25495490 a_Summary_SoE.pdf,Arm A (Tamoxifen alone),control,1.0,1.0,2.0,3.0,4.0,5.0,90.0,"Quarterly clinic visits at Months 0, 3, 6, 9, and 12.",,2015.0
PMID 25495490 a_Summary_SoE.pdf,Arm B (OFS plus Tamoxifen),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,Monthly triptorelin injections every 28 days plus quarterly clinic visits.,,2015.0
PMID 25495490 a_Summary_SoE.pdf,Arm C (OFS plus Exemestane),intervention,1.0,2.0,4.0,7.0,10.0,14.0,28.0,Monthly triptorelin injections every 28 days plus quarterly clinic visits.,,2015.0
PMID 25547503 a_Summary_SoE.pdf,Sorafenib + Erlotinib,intervention,1.0,2.0,5.0,9.0,13.0,18.0,42.0,Day 1 and Day 22 of every 6-week cycle.,,2015.0
PMID 25547503 a_Summary_SoE.pdf,Sorafenib + Placebo,control,1.0,2.0,5.0,9.0,13.0,18.0,42.0,Day 1 and Day 22 of every 6-week cycle.,,2015.0
PMID 25605862 a_Summary_SoE.pdf,Arm A (E7389 / Eribulin),intervention,1.0,5.0,12.0,23.0,33.0,45.0,21.0,"Days 1 and 8 (Infusion/Labs) every cycle; Day 15 in Cycles 1, 2, and every even cycle (C4, C6, etc.) for tumor assessments or early cycle labs.",,2015.0
PMID 25605862 a_Summary_SoE.pdf,Arm B (Capecitabine),control,1.0,5.0,12.0,23.0,33.0,45.0,21.0,"Day 1 (Dispensing/Labs) and Day 8 (Labs/Vitals) every cycle; Day 15 in Cycles 1, 2, and every even cycle (C4, C6, etc.) for tumor assessments or early cycle labs.",,2015.0
PMID 25629741 a_Summary_SoE.pdf,Arm 1 (INC424/ruxolitinib),intervention,3.0,3.0,7.0,10.0,12.0,14.0,28.0,"Weeks 1, 4, 8, 12, 16, 20, 24, 28, 32, 40, 48 (Treatment visits); Weeks 2, 6, 10 (Lab-only visits)",,2015.0
PMID 25629741 a_Summary_SoE.pdf,Arm 2 (Best Available Therapy - BAT),control,3.0,3.0,7.0,10.0,12.0,14.0,28.0,"Weeks 1, 4, 8, 12, 16, 20, 24, 28, 32, 40, 48 (Treatment visits); Weeks 2, 6, 10 (Lab-only visits)",,2015.0
PMID 25671254 a_Summary_SoE.pdf,Arm A (Lenvatinib),intervention,2.0,3.0,6.0,9.0,12.0,16.0,28.0,"Cycle 1: Day 1, Day 15; Cycle 2: Day 1, Day 15; Cycle 3+: Day 1",,2015.0
PMID 25671254 a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,3.0,6.0,9.0,12.0,16.0,28.0,"Cycle 1: Day 1, Day 15; Cycle 2: Day 1, Day 15; Cycle 3+: Day 1",,2015.0
PMID 25682602 a_Summary_SoE.pdf,Lower-dose prednisone (0.5 mg/kg/day or 1 mg/kg/day),intervention,1.0,4.0,12.0,14.0,14.0,14.0,7.0,"Weekly visits for the first 100 days (Day 0, 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98).",,2015.0
PMID 25682602 a_Summary_SoE.pdf,Higher-dose prednisone (1 mg/kg/day or 2 mg/kg/day),control,1.0,4.0,12.0,14.0,14.0,14.0,7.0,"Weekly visits for the first 100 days (Day 0, 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98).",,2015.0
PMID 25713428 a_Summary_SoE.pdf,Regimen II (Gemcitabine + Docetaxel + Bevacizumab + G-CSF),intervention,2.0,7.0,16.0,32.0,46.0,63.0,21.0,"Day 1 (Chemo/Bev), Day 8 (Chemo), Day 9 (G-CSF) of each 21-day cycle; CT scan prior to every other cycle; Weekly BP check in Cycle 1.",,2015.0
PMID 25713428 a_Summary_SoE.pdf,Regimen I (Gemcitabine + Docetaxel + Placebo + G-CSF),control,2.0,7.0,16.0,32.0,46.0,63.0,21.0,"Day 1 (Chemo/Placebo), Day 8 (Chemo), Day 9 (G-CSF) of each 21-day cycle; CT scan prior to every other cycle; Weekly BP check in Cycle 1.",,2015.0
PMID 25738668 a_Summary_SoE.pdf,Arm 1 (Standard cyclophosphamide-containing adjuvant chemotherapy),control,1.0,2.0,4.0,7.0,7.0,8.0,28.0,1 visit every 28 days for chemotherapy administration.,,2015.0
PMID 25738668 a_Summary_SoE.pdf,Arm 2 (Goserelin plus standard cyclophosphamide-containing adjuvant chemotherapy),intervention,2.0,2.0,4.0,7.0,7.0,8.0,28.0,1 visit every 28 days for chemotherapy. Includes an additional goserelin administration visit 7 days prior to the start of chemotherapy (Day -7).,,2015.0
PMID 25738670 a_Summary_SoE.pdf,"Arm A (VcR-CAP: Rituximab, Cyclophosphamide, Doxorubicin, VELCADE, Prednisone)",intervention,2.0,7.0,18.0,25.0,27.0,29.0,21.0,"Days 1, 4, 8, and 11 of each 21-day cycle for 6 cycles.",,2015.0
PMID 25738670 a_Summary_SoE.pdf,"Arm B (R-CHOP: Rituximab, Cyclophosphamide, Doxorubicin, Vincristine, Prednisone)",control,2.0,2.0,7.0,10.0,13.0,14.0,21.0,"Day 1 of each 21-day cycle for 6 cycles, plus response evaluations on Days 11-21 of Cycles 2, 4, and 6.",,2015.0
PMID 25779558 a_Summary_SoE.pdf,Arm 1 (Lapatinib + Taxane),intervention,2.0,4.0,10.0,19.0,20.0,21.0,28.0,"Weekly Paclitaxel (Days 1, 8, 15 of 28-day cycle) for 24 weeks, followed by oral Lapatinib maintenance with monitoring every 12 weeks.",,2015.0
PMID 25779558 a_Summary_SoE.pdf,Arm 2 (Trastuzumab + Taxane),control,2.0,4.0,10.0,19.0,23.0,28.0,28.0,"Weekly Paclitaxel (Days 1, 8, 15 of 28-day cycle) for 24 weeks, followed by IV Trastuzumab maintenance every 3 weeks.",,2015.0
PMID 25891173 a_Summary_SoE.pdf,MK-3475 10 mg/kg Q2W,intervention,2.0,4.0,8.0,14.0,21.0,28.0,14.0,Infusions every 2 weeks (Day 1 of each cycle).,,2015.0
PMID 25891173 a_Summary_SoE.pdf,MK-3475 10 mg/kg Q3W,intervention,2.0,3.0,6.0,10.0,14.0,19.0,21.0,Infusions every 3 weeks (Day 1 of each cycle).,,2015.0
PMID 25891173 a_Summary_SoE.pdf,Ipilimumab 3 mg/kg Q3W,control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,"4 doses every 3 weeks, followed by monitoring visits every 3 weeks.",,2015.0
PMID 25897156 a_Summary_SoE.pdf,Donepezil,intervention,2.0,0.0,1.0,2.0,2.0,2.0,0.0,"Baseline (Day 0), Week 12 (Day 84), and Week 24 (Day 168).",,2015.0
PMID 25897156 a_Summary_SoE.pdf,Placebo,control,2.0,0.0,1.0,2.0,2.0,2.0,0.0,"Baseline (Day 0), Week 12 (Day 84), and Week 24 (Day 168).",,2015.0
PMID 25940724 a_Summary_SoE.pdf,Omega-3-Fatty Acid,intervention,1.0,1.0,3.0,4.0,4.0,4.0,0.0,"Prestudy (Screening), Baseline (Day 1), Week 6, Week 12, Week 24",,2015.0
PMID 25940724 a_Summary_SoE.pdf,Placebo,control,1.0,1.0,3.0,4.0,4.0,4.0,0.0,"Prestudy (Screening), Baseline (Day 1), Week 6, Week 12, Week 24",,2015.0
PMID 25970050 a_Summary_SoE.pdf,Arm A (TAS-102 + Best Supportive Care),intervention,2.0,4.0,8.0,14.0,21.0,28.0,28.0,"Cycle 1: Days 1, 12, 15. Subsequent cycles: Days 1, 15.",,2015.0
PMID 25970050 a_Summary_SoE.pdf,Arm B (Placebo + Best Supportive Care),control,2.0,4.0,8.0,14.0,21.0,28.0,28.0,"Cycle 1: Days 1, 12, 15. Subsequent cycles: Days 1, 15.",,2015.0
PMID 26014293 a_Summary_SoE.pdf,Arm A (OncoVEXGM-CSF),intervention,1.0,2.0,6.0,13.0,19.0,26.0,28.0,Cycle 1 is 35 days with injections on Day 1 and Day 22. Subsequent cycles are 28 days with injections on Day 1 and Day 15.,,2015.0
PMID 26014293 a_Summary_SoE.pdf,Arm B (GM-CSF),control,1.0,2.0,7.0,13.0,20.0,27.0,28.0,28-day cycles with clinic visits on Day 1 and Day 15 for assessments and diary review.,,2015.0
PMID 26027431 a_Summary_SoE.pdf,Arm A (Nivolumab monotherapy),intervention,2.0,4.0,10.0,18.0,27.0,36.0,42.0,"Cycles 1-2: Weeks 1, 3, 4, 5 (Treatment) and Week 6 (Imaging in C2). Cycle 3+: Weeks 1, 3, 5 (Treatment) and Week 6 (Imaging).",,2015.0
PMID 26027431 a_Summary_SoE.pdf,Arm B (Nivolumab combined with ipilimumab),intervention,2.0,4.0,10.0,18.0,27.0,36.0,42.0,"Cycles 1-2: Weeks 1, 3, 4, 5 (Treatment) and Week 6 (Imaging in C2). Cycle 3+: Weeks 1, 3, 5 (Treatment) and Week 6 (Imaging).",,2015.0
PMID 26027431 a_Summary_SoE.pdf,Arm C (Ipilimumab monotherapy),control,2.0,4.0,10.0,18.0,27.0,36.0,42.0,"Cycles 1-2: Weeks 1, 3, 4, 5 (Treatment) and Week 6 (Imaging in C2). Cycle 3+: Weeks 1, 3, 5 (Treatment) and Week 6 (Imaging).",,2015.0
PMID 26028407 a_Summary_SoE.pdf,Arm A (Nivolumab),intervention,1.0,4.0,9.0,17.0,26.0,36.0,14.0,"Cycle 1: Day 1 (Infusion), Day 8 (Safety/Labs). Subsequent cycles: Day 1 (Infusion) every 2 weeks. Imaging at Week 9, then every 6 weeks.",,2015.0
PMID 26028407 a_Summary_SoE.pdf,Arm B (Docetaxel),control,1.0,3.0,6.0,10.0,14.0,19.0,21.0,"Cycle 1: Day 1 (Infusion), Day 8 (Safety/Labs). Subsequent cycles: Day 1 (Infusion) every 3 weeks. Imaging at Week 9, then every 6 weeks.",,2015.0
PMID 26030518 a_Summary_SoE.pdf,Arm A (Palbociclib + Fulvestrant),intervention,1.0,3.0,6.0,9.0,12.0,16.0,28.0,"Cycle 1: Days 1, 15; Cycle 2: Days 1, 15; Cycle 3+: Day 1",,2015.0
PMID 26030518 a_Summary_SoE.pdf,Arm B (Placebo + Fulvestrant),control,1.0,3.0,6.0,9.0,12.0,16.0,28.0,"Cycle 1: Days 1, 15; Cycle 2: Days 1, 15; Cycle 3+: Day 1",,2015.0
PMID 26035255 a_Summary_SoE.pdf,Arm A (Elotuzumab + Lenalidomide + Dexamethasone),intervention,1.0,6.0,12.0,18.0,25.0,32.0,28.0,"Weekly (Days 1, 8, 15, 22) for Cycles 1-2; Bi-weekly (Days 1, 15) for Cycles 3 and beyond.",,2015.0
PMID 26035255 a_Summary_SoE.pdf,Arm B (Lenalidomide + Dexamethasone),control,1.0,6.0,12.0,18.0,25.0,32.0,28.0,"Weekly (Days 1, 8, 15, 22) for Cycles 1-2; Bi-weekly (Days 1, 15) for Cycles 3 and beyond.",,2015.0
PMID 26040499 a_Summary_SoE.pdf,Denosumab,intervention,1.0,1.0,1.0,2.0,2.0,3.0,180.0,Screening visit followed by Q6M (every 6 months) treatment visits starting on Day 1.,,2015.0
PMID 26040499 a_Summary_SoE.pdf,Placebo,control,1.0,1.0,1.0,2.0,2.0,3.0,180.0,Screening visit followed by Q6M (every 6 months) treatment visits starting on Day 1.,,2015.0
PMID 26056177 a_Summary_SoE.pdf,VD (VELCADE and Dexamethasone),intervention,2.0,7.0,18.0,34.0,44.0,53.0,21.0,"Induction (Cycles 1-8): 4 visits per 21-day cycle (Days 1, 4, 8, 11). Maintenance (Cycles 9-13): 4 visits per 35-day cycle (Days 1, 8, 15, 22).",,2015.0
PMID 26056177 a_Summary_SoE.pdf,"VTD (VELCADE, Thalidomide, and Dexamethasone)",intervention,2.0,7.0,18.0,34.0,44.0,53.0,21.0,"Induction (Cycles 1-8): 4 visits per 21-day cycle (Days 1, 4, 8, 11). Maintenance (Cycles 9-13): 4 visits per 35-day cycle (Days 1, 8, 15, 22).",,2015.0
