filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 37290035 CT_Summary_SoE.pdf,Arm 2 (Abiraterone or Enzalutamide),control,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 37290461 a_Summary_SoE.pdf,Experimental Arm (Atezolizumab + Cabozantinib),intervention,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 37290461 a_Summary_SoE.pdf,Control Arm (Cabozantinib),control,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 37315297 a_Summary_SoE.pdf,Arm 1 (EBRT + Brachytherapy),intervention,2,22,27,29,30,31,7,"EBRT 5 days/week for 5 weeks, followed by 1 day for Brachytherapy implant 2-4 weeks later.",
PMID 37315297 a_Summary_SoE.pdf,Arm 2 (Brachytherapy Alone),control,2,1,2,4,5,6,0,Single day for Brachytherapy implant.,
PMID 37331369 CT_Summary_SoE.pdf,Fruquintinib + BSC,intervention,2,3,7,10,13,17,28,Screening (estimated 2 days); Cycles 1-3: Day 1 and Day 21; Cycle 4 onwards: Day 1 only.,
PMID 37331369 CT_Summary_SoE.pdf,Placebo + BSC,control,2,3,7,10,13,17,28,Screening (estimated 2 days); Cycles 1-3: Day 1 and Day 21; Cycle 4 onwards: Day 1 only.,
PMID 37342922 a_Summary_SoE.pdf,Arm A (Tacrolimus/Methotrexate),control,3,11,19,21,22,23,,"3x weekly for first 3 weeks, then weekly through Day 84, then Day 98, 180, 270, 365.",
PMID 37342922 a_Summary_SoE.pdf,Arm B (PTCy/Tacrolimus/Mycophenolate Mofetil),intervention,3,11,19,21,22,23,,"3x weekly for first 3 weeks, then weekly through Day 84, then Day 98, 180, 270, 365.",
PMID 37379502 a_Summary_SoE.pdf,Arm A (Lazertinib 240 mg),intervention,1,4,7,9,11,13,21,"C1D1, C1D8, C1D15, C2D1, C3D1, C4D1, then every other cycle (C5D1, C7D1, etc.)",
PMID 37379502 a_Summary_SoE.pdf,Arm B (Gefitinib 250 mg),control,1,4,7,9,11,13,21,"C1D1, C1D8, C1D15, C2D1, C3D1, C4D1, then every other cycle (C5D1, C7D1, etc.)",
PMID 37423228 CT_Summary_SoE.pdf,Arm A (Atezolizumab),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 37423228 CT_Summary_SoE.pdf,Arm B (Single-agent Chemotherapy: Vinorelbine or Gemcitabine),control,1,4,9,18,26,36,21,Day 1 and Day 8 of each 21-day cycle.,
PMID 37478390 CT_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,1,2,4,7,10,14,28,Day 1 of every 28-day cycle (C1D1 through C14D1).,
PMID 37478390 CT_Summary_SoE.pdf,Arm B (Ibrutinib),control,1,2,4,7,10,14,28,Day 1 of every 28-day cycle (C1D1 through C14D1).,
PMID 37478390 CT_Summary_SoE.pdf,Arm C (Zanubrutinib),intervention,1,2,4,7,10,14,28,Day 1 of every 28-day cycle (C1D1 through C14D1).,
PMID 37499670 a_Summary_SoE.pdf,Experimental (Camrelizumab + Rivoceranib),intervention,3,3,7,13,20,27,28,Day 1 and Day 15 of every 28-day cycle.,
PMID 37499670 a_Summary_SoE.pdf,Control (Sorafenib),control,3,3,7,10,13,17,28,Day 1 and Day 15 for Cycles 1-3; Day 1 only from Cycle 4 onwards.,
PMID 37524096 CT_Summary_SoE.pdf,Everolimus,intervention,1,2,4,7,10,12,42,"Day 1 of each 6-week cycle; additional clinic visit at Week 4 of Cycle 1; imaging assessments every 18 weeks (at the end of Cycles 3, 6, and 9).",
PMID 37524096 CT_Summary_SoE.pdf,Placebo,control,1,2,4,7,10,12,42,"Day 1 of each 6-week cycle; additional clinic visit at Week 4 of Cycle 1; imaging assessments every 18 weeks (at the end of Cycles 3, 6, and 9).",
PMID 37604981 CT_Summary_SoE.pdf,Intensive Arm A (Glasdegib + Cytarabine/Daunorubicin),intervention,1,13,30,43,46,50,28,"Induction: Days 1-7 (chemo), Days 8, 15, 22 (labs). Consolidation: Days 1, 3, 5 (chemo), Day 10 (ECG), Day 21 (labs). Maintenance: Day 1.",
PMID 37604981 CT_Summary_SoE.pdf,Intensive Arm B (Placebo + Cytarabine/Daunorubicin),control,1,13,30,43,46,50,28,"Induction: Days 1-7 (chemo), Days 8, 15, 22 (labs). Consolidation: Days 1, 3, 5 (chemo), Day 10 (ECG), Day 21 (labs). Maintenance: Day 1.",
PMID 37604981 CT_Summary_SoE.pdf,Non-Intensive Arm A (Glasdegib + Azacitidine),intervention,1,10,28,50,71,93,28,"Cycle 1: Days 1-7 (AZA), Day 15 (ECG). Subsequent Cycles: Days 1-7 (AZA).",
PMID 37604981 CT_Summary_SoE.pdf,Non-Intensive Arm B (Placebo + Azacitidine),control,1,10,28,50,71,93,28,"Cycle 1: Days 1-7 (AZA), Day 15 (ECG). Subsequent Cycles: Days 1-7 (AZA).",
PMID 37646660 CT_Summary_SoE.pdf,Arm A (Melflufen + Daratumumab + Dexamethasone),intervention,1,6,13,19,22,26,28,"Cycles 1-2: Days 1, 4 (PK), 8, 15, 22; Cycle 3: Days 1, 4 (PK), 15; Cycles 4-6: Days 1, 15; Cycle 7+: Day 1.",
PMID 37646660 CT_Summary_SoE.pdf,Arm B (Daratumumab monotherapy),control,1,6,13,19,22,26,28,"Cycles 1-2: Days 1, 4 (PK), 8, 15, 22; Cycle 3: Days 1, 4 (PK), 15; Cycles 4-6: Days 1, 15; Cycle 7+: Day 1.",
PMID 37647576 a_Summary_SoE.pdf,Arm A (Nimotuzumab + Gemcitabine),intervention,3,5,13,26,39,53,28,"Weekly visits (Day 1, 8, 15, 22 of a 28-day cycle).",
PMID 37647576 a_Summary_SoE.pdf,Arm B (Placebo + Gemcitabine),control,3,5,13,26,39,53,28,"Weekly visits (Day 1, 8, 15, 22 of a 28-day cycle).",
PMID 37704166 CT_Summary_SoE.pdf,Arm A (OSE2101),intervention,2,3,6,9,12,15,21,Cycles 1-6: Day 1 (21-day cycles). Cycle 1 also includes a Day 15 visit. Cycles 7-10: Day 1 (8-week cycles). Tumor assessments every 6 weeks.,
PMID 37704166 CT_Summary_SoE.pdf,Arm B (Standard of Care),control,2,3,6,10,14,19,21,Day 1 of every 21-day cycle. Cycle 1 also includes a Day 15 visit. Tumor assessments every 6 weeks.,
PMID 37708904 CT_Summary_SoE.pdf,Arm 1 (Irinotecan Liposome Injection + Oxaliplatin + 5-FU/LV),intervention,1,5,14,26,40,53,28,"Days 1, 3, 15, and 17 of each 28-day cycle.",
PMID 37708904 CT_Summary_SoE.pdf,Arm 2 (Nab-paclitaxel + Gemcitabine),control,1,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 37722354 CT_Summary_SoE.pdf,Arm B (Ibrutinib + Background Chemotherapy),intervention,2,4,8,13,14,16,28,"2 days per cycle (Day 1, Day 2) for 6 cycles of BR chemotherapy; then 1 day every 8 weeks starting at Cycle 7.",
PMID 37722354 CT_Summary_SoE.pdf,Arm A (Placebo + Background Chemotherapy),control,2,4,8,13,14,16,28,"2 days per cycle (Day 1, Day 2) for 6 cycles of BR chemotherapy; then 1 day every 8 weeks starting at Cycle 7.",
PMID 37748693 CT_Summary_SoE.pdf,Arm A (Avelumab 10 mg/kg Q2W),intervention,1,3,7,13,20,27,14,"Avelumab IV infusion every 2 weeks (Days 1, 15, 29, etc.).",
PMID 37748693 CT_Summary_SoE.pdf,Arm B (SOC Chemotherapy - Gemcitabine/Cisplatin),control,1,4,9,15,17,19,21,Chemotherapy (Gemcitabine) on Days 1 and 8 of a 21-day cycle for 6 cycles. Tumor assessments every 6 weeks thereafter.,
PMID 37748693 CT_Summary_SoE.pdf,Arm C (Avelumab 10 mg/kg Q1W then Q2W),intervention,1,5,13,19,26,33,7,"Avelumab IV infusion weekly for 12 weeks, then every 2 weeks thereafter.",
PMID 37788412 CT_Summary_SoE.pdf,Arm A (Canakinumab 200 mg s.c.),intervention,1,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15; Cycles 2-18: Day 1 only.",
PMID 37788412 CT_Summary_SoE.pdf,Arm B (Placebo s.c.),control,1,4,7,11,15,20,21,"Cycle 1: Days 1, 8, 15; Cycles 2-18: Day 1 only.",
PMID 37792130 CT_Summary_SoE.pdf,Arm A (MYL-1402O + Carboplatin + Paclitaxel),intervention,2,4,7,11,15,18,21,Day 0 of each 21-day cycle; 2 additional PK visits in Cycle 1; 1 safety follow-up visit 28 days post-last dose.,
PMID 37792130 CT_Summary_SoE.pdf,Arm B (Avastin + Carboplatin + Paclitaxel),control,2,4,7,11,15,18,21,Day 0 of each 21-day cycle; 2 additional PK visits in Cycle 1; 1 safety follow-up visit 28 days post-last dose.,
PMID 37793771 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 37845511 a_Summary_SoE.pdf,Arm A (Nivolumab 480 mg Q4W),intervention,1,2,4,7,10,14,28,Day 1 of each 4-week cycle (Q4W),
PMID 37845511 a_Summary_SoE.pdf,Arm B (Placebo Q4W),control,1,2,4,7,10,14,28,Day 1 of each 4-week cycle (Q4W),
PMID 37870976 a_Summary_SoE.pdf,Arm A (Amivantamab + Carboplatin-Pemetrexed),intervention,1,5,8,12,16,21,21,"Cycle 1: Days 1, 2, 8, 15; Cycle 2: Day 1; Cycle 3+: Day 1",
PMID 37870976 a_Summary_SoE.pdf,Arm B (Carboplatin-Pemetrexed),control,1,2,5,9,13,18,21,Cycle 1+: Day 1 of each 21-day cycle,
PMID 37875143 a_Summary_SoE.pdf,Pembrolizumab + Chemotherapy (FP backbone),intervention,2,4,10,18,26,36,21,"2 visits per cycle (Day 1 for infusion, Day 5 for pump removal) for the FP chemotherapy backbone.",
PMID 37875143 a_Summary_SoE.pdf,Placebo + Chemotherapy (FP backbone),control,2,4,10,18,26,36,21,"2 visits per cycle (Day 1 for infusion, Day 5 for pump removal) for the FP chemotherapy backbone.",
PMID 37935977 CT_Summary_SoE.pdf,Arm 1 (Standard 7+3),control,1,10,22,35,36,37,28,"Induction: 7 treatment days (D1-7) + 3 monitoring visits (Wks 2-4). Consolidation: 3 treatment days (D1, 3, 5) + 3 monitoring visits (Wk 2, 3, 4) per cycle.",
PMID 37935977 CT_Summary_SoE.pdf,"Arm 2 (Idarubicin + High Dose Cytarabine, IA)",intervention,1,7,19,32,33,34,28,"Induction: 4 treatment days (D1-4) + 3 monitoring visits (Wks 2-4). Consolidation: 3 treatment days (D1-3) + 3 monitoring visits (Wk 2, 3, 4) per cycle.",
PMID 37935977 CT_Summary_SoE.pdf,Arm 3 (IA + Vorinostat),intervention,1,10,28,47,48,49,28,"Induction: 7 treatment days (D1-7) + 3 monitoring visits (Wks 2-4). Consolidation: 6 treatment days (D1-6) + 3 monitoring visits (Wk 2, 3, 4) per cycle.",
PMID 37980924 a_Summary_SoE.pdf,Apixaban,intervention,1,6,7,7,7,7,28,"Screening (1 day), Day 1 (Randomization/Chemo), Day 7 (Inpatient labs), Days 8, 15, 22, 29 (Chemo/Assessments), Day 35 (Follow-up)",
PMID 37980924 a_Summary_SoE.pdf,Standard of Care (No systemic anticoagulant prophylaxis),control,1,6,7,7,7,7,28,"Screening (1 day), Day 1 (Randomization/Chemo), Day 7 (Inpatient labs), Days 8, 15, 22, 29 (Chemo/Assessments), Day 35 (Follow-up)",
PMID 38039991 CT_Summary_SoE.pdf,Arm A (Durvalumab + SoC CCRT),intervention,2,5,7,10,13,17,28,"Weekly for 5 weeks during CCRT phase (Days 1, 8, 15, 22, 29), then every 4 weeks (q28d) for durvalumab maintenance.",
PMID 38039991 CT_Summary_SoE.pdf,Arm B (Placebo + SoC CCRT),control,2,5,7,10,13,17,28,"Weekly for 5 weeks during CCRT phase (Days 1, 8, 15, 22, 29), then every 4 weeks (q28d) for placebo maintenance.",
PMID 38039993 a_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,2,4,8,12,16,21,21,Day 1 of every 21-day cycle; Day 8 of Cycle 1; Day 15 of Cycles 1 and 2.,
PMID 38039993 a_Summary_SoE.pdf,Arm B (Lenvatinib + Placebo),control,2,4,8,12,16,21,21,Day 1 of every 21-day cycle; Day 8 of Cycle 1; Day 15 of Cycles 1 and 2.,
PMID 38059497 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38060199 CT_Summary_SoE.pdf,Arm A (Ipatasertib + Atezolizumab + Paclitaxel),intervention,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm B (Ipatasertib + Paclitaxel or Atezolizumab + Paclitaxel),intervention,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm C (Paclitaxel),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 1 (F-627),intervention,1,23,49,49,49,49,21,"Cycle 1: Day 1 (Chemo), Day 2 (Drug), then daily blood draws until ANC recovery + 3 days. Cycles 2-4: Day 1 (Chemo), Day 2 (Drug), then every other day blood draws until ANC recovery + 3 days.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 2 (Placebo / F-627),control,1,23,49,49,49,49,21,"Cycle 1: Day 1 (Chemo), Day 2 (Placebo), then daily blood draws until ANC recovery + 3 days. Cycles 2-4: Day 1 (Chemo), Day 2 (F-627), then every other day blood draws until ANC recovery + 3 days.",
PMID 38159809 CT_Summary_SoE.pdf,Arm A (Pembrolizumab + Lenvatinib),intervention,2,3,6,10,14,19,21,Cycle 1: Days 1 and 15. Subsequent cycles: Day 1 only.,
PMID 38159809 CT_Summary_SoE.pdf,Arm B (Pembrolizumab + Placebo),control,2,3,6,10,14,19,21,Cycle 1: Days 1 and 15. Subsequent cycles: Day 1 only.,
PMID 38231126 a_Summary_SoE.pdf,Guadecitabine (SGI-110),intervention,2,14,37,56,74,93,28,"C1-2: 12 visits (D1-5, 8-12 treatment; D15, 22 labs); C3: 8 visits (D1-5 treatment; D8, 15, 22 labs); C4+: 6 visits (D1-5 treatment; D15 labs).",
PMID 38231126 a_Summary_SoE.pdf,Treatment Choice (TC) - Low Intensity (LDAC),control,2,14,42,80,113,147,28,"C1-3: 12 visits (D1-10 treatment; D15, 22 labs); C4+: 11 visits (D1-10 treatment; D15 labs).",
PMID 38252907 a_Summary_SoE.pdf,Arm A (Nivolumab + Pemetrexed/Platinum),intervention,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38252907 a_Summary_SoE.pdf,Arm B (Nivolumab + Ipilimumab),intervention,2,3,7,13,20,27,14,"Nivolumab every 2 weeks (14 days), Ipilimumab every 6 weeks (42 days)",
PMID 38252907 a_Summary_SoE.pdf,Arm C (Pemetrexed + Platinum),control,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38319255 a_Summary_SoE.pdf,Arm A (Ibrutinib + Venetoclax),intervention,2,2,5,11,13,14,28,"Day 1 of each cycle; additional intensive visits in Cycle 3 (D26) and Cycle 4 (D8, D15, D22) for Venetoclax ramp-up.",
PMID 38319255 a_Summary_SoE.pdf,Arm B (Obinutuzumab + Chlorambucil),control,2,5,9,14,17,18,28,"Cycle 1: Days 1, 2, 8, 15; Cycles 2-6: Days 1 and 15.",
PMID 38319800 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38319892 a_Summary_SoE.pdf,Arm A (Durvalumab 1500 mg monotherapy),intervention,2,2,4,7,10,14,28,Day 1 of each 28-day cycle (Q4W).,
PMID 38319892 a_Summary_SoE.pdf,Arm B (Durvalumab 1500 mg + Tremelimumab 75 mg x 4 doses),intervention,2,2,4,7,10,14,28,Day 1 of each 28-day cycle (Q4W).,
PMID 38319892 a_Summary_SoE.pdf,Arm C (Durvalumab 1500 mg + Tremelimumab 300 mg x 1 dose),intervention,2,2,4,7,10,14,28,Day 1 of each 28-day cycle (Q4W).,
PMID 38319892 a_Summary_SoE.pdf,Arm D (Sorafenib 400 mg BID),control,2,2,4,7,10,14,28,Day 1 of each 28-day cycle for monitoring and drug dispensing.,
PMID 38319896 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38320161 a_Summary_SoE.pdf,LUM Imaging System (Device Arm),intervention,1,2,2,2,2,2,0,"One screening visit, one surgery day (Day 1), and one routine follow-up visit (~Day 2-14).",
PMID 38320161 a_Summary_SoE.pdf,Standard of Care (Control Arm),control,1,2,2,2,2,2,0,"One screening visit, one surgery day (Day 1), and one routine follow-up visit (~Day 2-14).",
PMID 38483412 CT_Summary_SoE.pdf,Arm I (COPORT),control,4,22,37,38,38,39,7,5 fractions per week for 37 total fractions (~7.4 weeks).,
PMID 38483412 CT_Summary_SoE.pdf,Arm II (HYPORT),intervention,4,22,25,26,26,27,7,5 fractions per week for 25 total fractions (5 weeks).,
PMID 38499457 CT_Summary_SoE.pdf,Group A (Pracinostat + Azacitidine),intervention,2,13,32,56,78,102,28,"7 consecutive days per cycle for AZA administration, plus Day 15 (Cycle 1 only) and Day 21-26 (Even cycles and Cycle 1) for assessments.",
PMID 38499457 CT_Summary_SoE.pdf,Group B (Placebo + Azacitidine),control,2,13,32,56,78,102,28,"7 consecutive days per cycle for AZA administration, plus Day 15 (Cycle 1 only) and Day 21-26 (Even cycles and Cycle 1) for assessments.",
PMID 38531002 CT_Summary_SoE.pdf,Arm A (Pazopanib),intervention,2,3,6,9,12,16,28,"Cycle 1: Day 1, Day 15; Cycle 2: Day 1, Day 15; Cycles 3-13: Day 1; End of Treatment visit after Cycle 13.",
PMID 38531002 CT_Summary_SoE.pdf,Arm B (Placebo),control,2,3,6,9,12,16,28,"Cycle 1: Day 1, Day 15; Cycle 2: Day 1, Day 15; Cycles 3-13: Day 1; End of Treatment visit after Cycle 13.",
PMID 38552197 a_Summary_SoE.pdf,Experimental Arm (Atezolizumab + Cabozantinib),intervention,2,2,5,9,13,18,21,Day 1 of every 21-day cycle.,
PMID 38552197 a_Summary_SoE.pdf,Control Arm (Docetaxel),control,2,2,5,9,13,18,21,Day 1 of every 21-day cycle.,
PMID 38561010 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + CRT),intervention,2,21,39,43,47,52,21,Daily radiotherapy for 6-7 weeks during CRT phase; maintenance infusions every 3 weeks thereafter.,
PMID 38561010 CT_Summary_SoE.pdf,Arm 2 (Placebo + CRT),control,2,21,39,43,47,52,21,Daily radiotherapy for 6-7 weeks during CRT phase; maintenance placebo infusions every 3 weeks thereafter.,
PMID 38648575 a_Summary_SoE.pdf,Arm A (Irinotecan Liposome Injection),intervention,1,5,11,19,28,39,42,"Cycle 1: D1, D8, D15, D22, D29, D36. Cycle 2+: D1, D15, D22, D29. Treatment occurs on D1, D15, D29.",
PMID 38648575 a_Summary_SoE.pdf,Arm B (IV Topotecan),control,1,13,31,55,80,110,42,"Cycle 1: D1-5, D8, D15, D22-26, D29, D36. Cycle 2+: D1-5, D15, D22-26, D29. Treatment occurs daily for 5 days every 3 weeks.",
PMID 38683596 CT_Summary_SoE.pdf,Arm 1 (Aspirin 300 mg daily),intervention,1,1,1,2,2,3,180,"Daily oral administration at home. Clinic visits occur every 6 months (approx. Day 180, Day 360, etc.).",
PMID 38683596 CT_Summary_SoE.pdf,Arm 2 (Placebo daily),control,1,1,1,2,2,3,180,"Daily oral administration at home. Clinic visits occur every 6 months (approx. Day 180, Day 360, etc.).",
PMID 38833643 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38833658 CT_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,1,3,7,13,20,27,28,Visits occur on Day 1 and Day 15 of every 28-day cycle for drug dispensing (Lenvatinib) and/or infusions (Pembrolizumab every 6 weeks).,
PMID 38833658 CT_Summary_SoE.pdf,Arm B (Standard of Care - TAS-102 or Regorafenib),control,1,3,7,13,20,27,28,Visits occur on Day 1 and Day 15 of every 28-day cycle for TAS-102 dispensing and accountability.,
PMID 38838287CT_Summary_SoE.pdf,Arm A (NKTR-214 + Nivolumab),intervention,2,5,8,12,16,21,42,"Cycle 1: Days 1, 3, 5, 8, 22. Subsequent cycles: Days 1 and 22.",
PMID 38838287CT_Summary_SoE.pdf,Arm B (Sunitinib or Cabozantinib),control,2,3,6,10,14,19,42,"Cycle 1: Days 1, 8, 22. Subsequent cycles: Days 1 and 22.",
PMID 38849283 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38872480 CT_Summary_SoE.pdf,Arm A (Bevacizumab + Paclitaxel + Carboplatin),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 38872480 CT_Summary_SoE.pdf,Arm B (Placebo + Paclitaxel + Carboplatin),control,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 38889373 CT_Summary_SoE.pdf,Arm A (Amcenestrant + Palbociclib),intervention,2,3,6,9,12,16,28,Day 1 of every cycle; Day 15 of Cycles 1 and 2 only.,
PMID 38889373 CT_Summary_SoE.pdf,Arm B (Letrozole + Palbociclib),control,2,3,6,9,12,16,28,Day 1 of every cycle; Day 15 of Cycles 1 and 2 only.,
PMID 38942046 CT_Summary_SoE.pdf,Arm A (Perioperative Nivolumab),intervention,1,3,4,7,11,13,28,"1 neoadjuvant dose, surgery, then 9 adjuvant doses every 4 weeks.",
PMID 38942046 CT_Summary_SoE.pdf,Arm B (Observation),control,1,2,4,5,5,6,,"Surgery followed by observation visits at Week 6, 12, 20, 40, and 54.",
