filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error
PMID 37290035 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Olaparib),intervention,1,2,5,9,13,18,21,Day 1 of every 21-day cycle,
PMID 37290035 CT_Summary_SoE.pdf,Arm 2 (Abiraterone Acetate or Enzalutamide),control,1,2,5,9,13,18,21,Day 1 of every 21-day cycle,
PMID 37290461 a_Summary_SoE.pdf,Arm A (Atezolizumab + Cabozantinib),intervention,2,2,5,9,13,18,21,Day 1 of every 21-day cycle.,
PMID 37290461 a_Summary_SoE.pdf,Arm B (Cabozantinib),control,2,2,5,9,13,18,21,Day 1 of every 21-day cycle.,
PMID 37315297 a_Summary_SoE.pdf,Arm 1 (EBRT + Brachytherapy),intervention,2,22,27,29,30,31,0,"Daily EBRT (5 days/week) for 5 weeks, followed by a single day for radioactive seed implant (brachytherapy) 2-4 weeks later. Post-implant imaging occurs 3-5 weeks after the procedure.",
PMID 37315297 a_Summary_SoE.pdf,Arm 2 (Brachytherapy Alone),control,2,2,2,4,5,6,0,"Single day for radioactive seed implant (brachytherapy), followed by a single day for post-implant imaging 3-5 weeks later.",
PMID 37331369 CT_Summary_SoE.pdf,Fruquintinib + Best Supportive Care (BSC),intervention,1,3,7,10,13,17,28,Cycles 1-3: Day 1 and Day 21; Cycle 4 onwards: Day 1 only.,
PMID 37331369 CT_Summary_SoE.pdf,Placebo + Best Supportive Care (BSC),control,1,3,7,10,13,17,28,Cycles 1-3: Day 1 and Day 21; Cycle 4 onwards: Day 1 only.,
PMID 37342922 a_Summary_SoE.pdf,Arm A (Tacrolimus/Methotrexate),control,2,9,17,19,20,21,,"Weekly through Day 84, then at Days 98, 180, 270, and 365. Arm A includes additional infusion days for Methotrexate on Days 1, 3, 6, and 11.",
PMID 37342922 a_Summary_SoE.pdf,Arm B (PTCy/Tacrolimus/MMF),intervention,2,7,15,17,18,19,,"Weekly through Day 84, then at Days 98, 180, 270, and 365. Arm B includes additional infusion days for Cyclophosphamide on Days 3 and 4.",
PMID 37379502 a_Summary_SoE.pdf,Arm A (Lazertinib 240 mg once daily),intervention,1,4,7,9,11,13,21,"Cycle 1: Days 1, 8, 15; Cycles 2-4: Day 1; Cycle 5 onwards: Day 1 of every other cycle (C5D1, C7D1, etc.)",
PMID 37379502 a_Summary_SoE.pdf,Arm B (Gefitinib 250 mg once daily),control,1,4,7,9,11,13,21,"Cycle 1: Days 1, 8, 15; Cycles 2-4: Day 1; Cycle 5 onwards: Day 1 of every other cycle (C5D1, C7D1, etc.)",
PMID 37423228 CT_Summary_SoE.pdf,Arm A (Atezolizumab),intervention,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 37423228 CT_Summary_SoE.pdf,Arm B (Single-agent Chemotherapy),control,1,4,9,18,26,36,21,Day 1 and Day 8 of each 21-day cycle.,
PMID 37478390 CT_Summary_SoE.pdf,Arm A (Zanubrutinib),intervention,1,2,4,7,10,13,28,"Day 1 of each 28-day cycle for the first 12 cycles (48 weeks), then every 3 cycles (Cycle 13, 16, etc.).",
PMID 37478390 CT_Summary_SoE.pdf,Arm B (Ibrutinib),control,1,2,4,7,10,13,28,"Day 1 of each 28-day cycle for the first 12 cycles (48 weeks), then every 3 cycles (Cycle 13, 16, etc.).",
PMID 37478390 CT_Summary_SoE.pdf,Arm C (Zanubrutinib - Cohort 2),intervention,1,2,4,7,10,13,28,"Day 1 of each 28-day cycle for the first 12 cycles (48 weeks), then every 3 cycles (Cycle 13, 16, etc.).",
PMID 37499670 a_Summary_SoE.pdf,Experimental Arm (Camrelizumab + Rivoceranib),intervention,3,3,7,13,20,27,28,Day 1 and Day 15 of every 28-day cycle.,
PMID 37499670 a_Summary_SoE.pdf,Control Arm (Sorafenib),control,3,3,7,10,13,17,28,Day 1 and Day 15 for Cycles 1-3; Day 1 only from Cycle 4 onwards.,
PMID 37524096 CT_Summary_SoE.pdf,Everolimus,intervention,1,2,4,7,10,12,42,"Day 1 of each 6-week cycle, plus a Week 4 visit in Cycle 1, and imaging every 18 weeks.",
PMID 37524096 CT_Summary_SoE.pdf,Placebo,control,1,2,4,7,10,12,42,"Day 1 of each 6-week cycle, plus a Week 4 visit in Cycle 1, and imaging every 18 weeks.",
PMID 37604981 CT_Summary_SoE.pdf,Intensive Study: Glasdegib + Cytarabine/Daunorubicin,intervention,1,12,25,34,37,41,28,"Induction (Days 1-7 treatment, Day 10 ECG, Days 8, 15, 22 labs); Consolidation (Days 1, 3, 5 treatment, Day 10 ECG, Day 21 labs); Following (Day 1 clinic visit with ECG/Labs).",
PMID 37604981 CT_Summary_SoE.pdf,Intensive Study: Placebo + Cytarabine/Daunorubicin,control,1,12,25,34,37,41,28,"Induction (Days 1-7 treatment, Day 10 ECG, Days 8, 15, 22 labs); Consolidation (Days 1, 3, 5 treatment, Day 10 ECG, Day 21 labs); Following (Day 1 clinic visit with ECG/Labs).",
PMID 37604981 CT_Summary_SoE.pdf,Non-Intensive Study: Glasdegib + Azacitidine,intervention,1,10,28,50,71,93,28,"Cycle 1 (Days 1-7 treatment, Day 15 ECG/Labs); Subsequent cycles (Days 1-7 treatment).",
PMID 37604981 CT_Summary_SoE.pdf,Non-Intensive Study: Placebo + Azacitidine,control,1,10,28,50,71,93,28,"Cycle 1 (Days 1-7 treatment, Day 15 ECG/Labs); Subsequent cycles (Days 1-7 treatment).",
PMID 37646660 CT_Summary_SoE.pdf,Arm A (Melflufen + Daratumumab + Dexamethasone),intervention,1,6,15,28,41,55,28,"C1: Days 1, 4, 8, 15, 22; C2: Days 1, 8, 15, 22; C3: Days 1, 4, 8, 15, 22; C4-6: Days 1, 8, 15, 22; C7+: Days 1, 8, 15, 22.",
PMID 37646660 CT_Summary_SoE.pdf,Arm B (Daratumumab monotherapy),control,1,6,13,19,22,26,28,"C1: Days 1, 4, 8, 15, 22; C2: Days 1, 8, 15, 22; C3: Days 1, 4, 15; C4-6: Days 1, 15; C7+: Day 1.",
PMID 37647576 a_Summary_SoE.pdf,Experimental Group (Nimotuzumab + Gemcitabine),intervention,3,5,13,26,39,53,28,"Weekly visits (D1, D8, D15, D22) per 28-day cycle.",
PMID 37647576 a_Summary_SoE.pdf,Control Group (Placebo + Gemcitabine),control,3,5,13,26,39,53,28,"Weekly visits (D1, D8, D15, D22) per 28-day cycle.",
PMID 37704166 CT_Summary_SoE.pdf,Arm A (OSE2101),intervention,2,3,6,9,11,15,21,Cycles 1-6: Day 1 every 21 days; Cycle 1 also includes Day 15. Cycles 7-9: Day 1 every 8 weeks. Cycle 10+: Day 1 every 12 weeks. Imaging every 6 weeks.,
PMID 37704166 CT_Summary_SoE.pdf,Arm B (Docetaxel or Pemetrexed),control,2,3,6,10,14,19,21,Day 1 of every 21-day cycle. Cycle 1 also includes Day 15. Imaging every 6 weeks.,
PMID 37708904 CT_Summary_SoE.pdf,Arm 1 (Irinotecan liposome injection + oxaliplatin + 5-FU/LV),intervention,1,5,14,26,40,53,28,"Days 1, 3, 15, and 17 of each 28-day cycle. Day 1 and 15 are for infusions; Day 3 and 17 are for 5-FU pump removal.",
PMID 37708904 CT_Summary_SoE.pdf,Arm 2 (nab-paclitaxel + gemcitabine),control,1,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle for drug administration.",
PMID 37722354 CT_Summary_SoE.pdf,Arm B (Ibrutinib + Background Chemotherapy),intervention,2,6,10,15,16,18,28,Cycles 1-6: Days 1 and 2 (every 28 days). Cycle 7+: Every 8 weeks.,
PMID 37722354 CT_Summary_SoE.pdf,Arm A (Placebo + Background Chemotherapy),control,2,6,10,15,16,18,28,Cycles 1-6: Days 1 and 2 (every 28 days). Cycle 7+: Every 8 weeks.,
PMID 37748693 CT_Summary_SoE.pdf,Arm A (Avelumab Q2W),intervention,2,3,7,13,20,27,14,Once every 2 weeks (Q2W),
PMID 37748693 CT_Summary_SoE.pdf,Arm B (Chemotherapy - Gemcitabine schedule),control,2,4,9,15,17,19,21,Day 1 and Day 8 of each 3-week cycle for 6 cycles.,
PMID 37748693 CT_Summary_SoE.pdf,Arm C (Avelumab Q1W then Q2W),intervention,2,5,13,19,26,33,7,"Once weekly (Q1W) for 12 weeks, then Q2W thereafter.",
PMID 37788412 CT_Summary_SoE.pdf,Canakinumab 200 mg s.c.,intervention,1,4,7,11,15,20,21,"Cycle 1: Day 1, 8, 15. Subsequent cycles: Day 1 only. Total 18 cycles.",
PMID 37788412 CT_Summary_SoE.pdf,Placebo s.c.,control,1,4,7,11,15,20,21,"Cycle 1: Day 1, 8, 15. Subsequent cycles: Day 1 only. Total 18 cycles.",
PMID 37792130 CT_Summary_SoE.pdf,MYL-1402O (Bevacizumab Biosimilar) + CP,intervention,3,2,5,9,13,17,21,Infusions every 21 days (Day 0 of each cycle).,
PMID 37792130 CT_Summary_SoE.pdf,Avastin (Reference Bevacizumab) + CP,control,3,2,5,9,13,17,21,Infusions every 21 days (Day 0 of each cycle).,
PMID 37793771 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 37845511 a_Summary_SoE.pdf,Arm A (Nivolumab),intervention,2,2,4,7,10,13,28,Day 1 of each 4-week cycle (Q4W).,
PMID 37845511 a_Summary_SoE.pdf,Arm B (Placebo),control,2,2,4,7,10,13,28,Day 1 of each 4-week cycle (Q4W).,
PMID 37870976 a_Summary_SoE.pdf,Arm A (Amivantamab + Carboplatin-Pemetrexed),intervention,1,5,8,12,16,21,21,"Cycle 1: Days 1, 2, 8, 15; Cycle 2 and subsequent cycles: Day 1 only.",
PMID 37870976 a_Summary_SoE.pdf,Arm B (Carboplatin-Pemetrexed),control,1,2,5,9,13,18,21,Day 1 of each 21-day cycle.,
PMID 37875143 a_Summary_SoE.pdf,Pembrolizumab + Chemotherapy (FP or CAPOX),intervention,2,2,5,9,13,18,21,"Visits occur on Day 1 of every 3-week cycle for drug administration, laboratory tests, and clinical assessments.",
PMID 37875143 a_Summary_SoE.pdf,Placebo + Chemotherapy (FP or CAPOX),control,2,2,5,9,13,18,21,"Visits occur on Day 1 of every 3-week cycle for drug administration, laboratory tests, and clinical assessments.",
PMID 37935977 CT_Summary_SoE.pdf,"Arm 1 (Standard Cytarabine plus Daunorubicin, 7+3)",control,1,10,27,48,49,50,28,"Induction: Days 1-7 (Tx) + 3 weekly visits. Consolidation: Days 1, 3, 5 (Tx) + 1 pre-cycle visit + 3 weekly visits.",
PMID 37935977 CT_Summary_SoE.pdf,"Arm 2 (Idarubicin with High Dose Cytarabine, IA)",intervention,1,7,21,42,43,44,28,Induction: Days 1-4 (Tx) + 3 weekly visits. Consolidation: Days 1-3 (Tx) + 1 pre-cycle visit + 3 weekly visits.,
PMID 37935977 CT_Summary_SoE.pdf,"Arm 3 (IA with Vorinostat, IA+V)",intervention,1,10,30,60,61,62,28,Induction: Days 1-7 (Tx) + 3 weekly visits. Consolidation: Days 1-6 (Tx) + 1 pre-cycle visit + 3 weekly visits.,
PMID 37980924 a_Summary_SoE.pdf,Arm A (Apixaban),intervention,1,6,7,7,7,7,28,"Weekly visits on Days 1, 8, 15, 22, 29 for chemotherapy and study assessments; additional Day 7 visit for Apixaban arm inpatients.",
PMID 37980924 a_Summary_SoE.pdf,Arm B (No systemic anticoagulant prophylaxis / Standard of Care),control,1,5,6,6,6,6,28,"Weekly visits on Days 1, 8, 15, 22, 29 for chemotherapy and study assessments.",
PMID 38039991 CT_Summary_SoE.pdf,Arm A (Durvalumab + SoC CCRT),intervention,2,6,10,14,18,23,28,"Weekly for the first 5 weeks (Cisplatin), then every 4 weeks (Durvalumab). Safety calls at Day 14 for the first 3 cycles. Scans every 12 weeks starting at Week 20.",
PMID 38039991 CT_Summary_SoE.pdf,Arm B (Placebo + SoC CCRT),control,2,6,10,14,18,23,28,"Weekly for the first 5 weeks (Cisplatin), then every 4 weeks (Placebo). Safety calls at Day 14 for the first 3 cycles. Scans every 12 weeks starting at Week 20.",
PMID 38039993 a_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,2,4,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3+: Day 1 only.",
PMID 38039993 a_Summary_SoE.pdf,Arm B (Lenvatinib + Placebo),control,2,4,8,12,16,21,21,"Cycle 1: Days 1, 8, 15; Cycle 2: Days 1, 15; Cycle 3+: Day 1 only.",
PMID 38059497 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38060199 CT_Summary_SoE.pdf,Arm A (Ipatasertib + Atezolizumab + Paclitaxel),intervention,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm B (Ipatasertib + Paclitaxel),intervention,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm C (Paclitaxel),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38060199 CT_Summary_SoE.pdf,Arm B (Atezolizumab + Paclitaxel),control,2,4,10,20,30,40,28,"Days 1, 8, and 15 of each 28-day cycle.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 1 (F-627),intervention,1,23,48,48,48,48,21,"Cycle 1: Day 1 (Chemo), Day 2 (Drug), then daily ANC monitoring until recovery + 3 days. Cycles 2-4: Day 1 (Chemo), Day 2 (Drug), then every other day ANC monitoring until recovery + 3 days.",
PMID 38103088 CT_Summary_SoE.pdf,Arm 2 (Placebo/F-627),control,1,23,48,48,48,48,21,"Cycle 1: Day 1 (Chemo), Day 2 (Placebo), then daily ANC monitoring until recovery + 3 days. Cycles 2-4: Day 1 (Chemo), Day 2 (Drug), then every other day ANC monitoring until recovery + 3 days.",
PMID 38159809 CT_Summary_SoE.pdf,Arm A (Pembrolizumab + Lenvatinib),intervention,2,3,7,11,15,20,21,"Cycle 1: Days 1, 15; Cycle 2: Days 1, 15; Cycle 3 and onwards: Day 1 only. Note that C1D8 is a phone contact and not an in-person visit.",
PMID 38159809 CT_Summary_SoE.pdf,Arm B (Pembrolizumab + Placebo),control,2,3,7,11,15,20,21,"Cycle 1: Days 1, 15; Cycle 2: Days 1, 15; Cycle 3 and onwards: Day 1 only. Note that C1D8 is a phone contact and not an in-person visit.",
PMID 38231126 a_Summary_SoE.pdf,Guadecitabine (SGI-110),intervention,1,14,36,54,69,85,28,"Cycle 1-2: Days 1-5, 8-12 (Treatment), 15, 22 (Labs). Cycle 3: Days 1-5 (Treatment), 15, 22 (Labs). Cycles 4-6: Days 1-5 (Treatment), 15 (Labs). Cycles 7+: Days 1-5 (Treatment).",
PMID 38231126 a_Summary_SoE.pdf,Treatment Choice (LDAC),control,1,14,42,79,109,140,28,"Cycles 1-3: Days 1-10 (Treatment), 15, 22 (Labs). Cycles 4-6: Days 1-10 (Treatment), 15 (Labs). Cycles 7+: Days 1-10 (Treatment).",
PMID 38252907 a_Summary_SoE.pdf,Arm A (Nivolumab + Pemetrexed/Platinum),intervention,3,2,7,13,19,26,21,Day 1 of each 21-day cycle for infusions; tumor imaging every 6 weeks starting at Week 7.,
PMID 38252907 a_Summary_SoE.pdf,Arm B (Nivolumab + Ipilimumab),intervention,3,3,9,17,26,35,14,Day 1 of each 14-day cycle for infusions; tumor imaging every 6 weeks starting at Week 7.,
PMID 38252907 a_Summary_SoE.pdf,Arm C (Pemetrexed + Platinum),control,3,2,7,13,19,26,21,Day 1 of each 21-day cycle for infusions; tumor imaging every 6 weeks starting at Week 7.,
PMID 38319255 a_Summary_SoE.pdf,Arm A (Ibrutinib + Venetoclax),intervention,1,3,6,12,15,19,28,"Cycle 1-3: D1; Cycle 3: D26; Cycle 4: D1, D8, D15, D22; Cycles 5-15: D1. Disease Evaluations every 12 weeks.",
PMID 38319255 a_Summary_SoE.pdf,Arm B (Chlorambucil + Obinutuzumab),control,1,6,10,16,17,18,28,"Cycle 1: D1, D2, D8, D15; Cycles 2-6: D1, D15. Disease Evaluations every 12 weeks.",
PMID 38319800 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38319892 a_Summary_SoE.pdf,Arm A (Durvalumab 1500 mg Monotherapy),intervention,1,2,4,7,10,14,28,Durvalumab infusion every 4 weeks (Q4W) on Day 1 of each 28-day cycle.,
PMID 38319892 a_Summary_SoE.pdf,Arm B (Durvalumab 1500 mg + Tremelimumab 75 mg x 4 doses),intervention,1,2,4,7,10,14,28,"Combination therapy Q4W for 4 cycles, followed by Durvalumab monotherapy Q4W.",
PMID 38319892 a_Summary_SoE.pdf,Arm C (Durvalumab 1500 mg + Tremelimumab 300 mg x 1 dose),intervention,1,2,4,7,10,14,28,"Single dose of Tremelimumab with Durvalumab at Cycle 1 Day 1, followed by Durvalumab monotherapy Q4W.",
PMID 38319892 a_Summary_SoE.pdf,Arm D (Sorafenib 400 mg BID),control,1,2,4,7,10,14,28,Oral drug self-administered BID; clinic visits for labs and assessments every 4 weeks (Q4W).,
PMID 38319896 a_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38320161 a_Summary_SoE.pdf,Device Arm (LUM Imaging System),intervention,1,2,2,2,2,2,,"1 screening visit, 1 surgery day (Day 1), 1 routine follow-up visit (Day 2-14).",
PMID 38320161 a_Summary_SoE.pdf,Control Arm (Standard of Care),control,1,2,2,2,2,2,,"1 screening visit, 1 surgery day (Day 1), 1 routine follow-up visit (Day 2-14).",
PMID 38483412 CT_Summary_SoE.pdf,Arm I (COPORT),control,3,22,38,39,39,40,7,5 daily radiation fractions per week for 7.4 weeks (total 37 fractions).,
PMID 38483412 CT_Summary_SoE.pdf,Arm II (HYPORT),intervention,3,22,26,27,27,28,7,5 daily radiation fractions per week for 5 weeks (total 25 fractions).,
PMID 38499457 CT_Summary_SoE.pdf,Arm A (Pracinostat + Azacitidine),intervention,2,11,31,56,80,106,28,"7 consecutive days for Azacitidine administration (Days 1-7), plus a Day 15 visit in Cycle 1, and a Day 21-26 visit for labs/bone marrow in every cycle.",
PMID 38499457 CT_Summary_SoE.pdf,Arm B (Placebo + Azacitidine),control,2,11,31,56,80,106,28,"7 consecutive days for Azacitidine administration (Days 1-7), plus a Day 15 visit in Cycle 1, and a Day 21-26 visit for labs/bone marrow in every cycle.",
PMID 38531002 CT_Summary_SoE.pdf,Arm A (Pazopanib),intervention,2,5,8,11,14,18,28,Day 1 of every 28-day cycle. Weekly BP in Cycle 1. Day 15 LFTs in Cycles 1 and 2. Imaging every 3 months.,
PMID 38531002 CT_Summary_SoE.pdf,Arm B (Placebo),control,2,5,8,11,14,18,28,Day 1 of every 28-day cycle. Weekly BP in Cycle 1. Day 15 LFTs in Cycles 1 and 2. Imaging every 3 months.,
PMID 38552197 a_Summary_SoE.pdf,Arm A (Atezolizumab + Cabozantinib),intervention,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38552197 a_Summary_SoE.pdf,Arm B (Docetaxel),control,2,2,5,9,13,18,21,Day 1 of each 21-day cycle,
PMID 38561010 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + CRT),intervention,2,5,10,15,19,24,21,"Priming dose (W0), then Treatment 1 (W1-8) with weekly visits (D1, D8, D15), then Treatment 2 (W10-49) with Q3W visits.",
PMID 38561010 CT_Summary_SoE.pdf,Arm 2 (Placebo + CRT),control,2,5,10,15,19,24,21,"Priming dose (W0), then Treatment 1 (W1-8) with weekly visits (D1, D8, D15), then Treatment 2 (W10-49) with Q3W visits.",
PMID 38648575 a_Summary_SoE.pdf,Arm A (Irinotecan Liposome Injection),intervention,1,5,11,19,28,38,42,"Cycle 1: D1, D8, D15, D22, D29, D36. Cycle 2+: D1, D15, D22, D29.",
PMID 38648575 a_Summary_SoE.pdf,Arm B (IV Topotecan),control,1,13,31,55,80,110,42,"Cycle 1: D1-5, D8, D15, D22-26, D29, D36. Cycle 2+: D1-5, D15, D22-26, D29.",
PMID 38683596 CT_Summary_SoE.pdf,Arm 1 (Aspirin 300 mg daily),intervention,1,0,0,1,1,2,180,"Screening/Baseline visit, then visits every 6 months (Month 6, Month 12, etc.)",
PMID 38683596 CT_Summary_SoE.pdf,Arm 2 (Placebo daily),control,1,0,0,1,1,2,180,"Screening/Baseline visit, then visits every 6 months (Month 6, Month 12, etc.)",
PMID 38833643 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38833658 CT_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,1,4,8,14,21,28,28,"Visits occur on Day 1 and Day 15 of every 28-day cycle, with an additional visit on Day 8 of Cycle 1.",
PMID 38833658 CT_Summary_SoE.pdf,Arm B (Standard of Care: Regorafenib or TAS-102),control,1,4,8,14,21,28,28,"Visits occur on Day 1 and Day 15 of every 28-day cycle, with an additional visit on Day 8 of Cycle 1 for Regorafenib.",
PMID 38838287CT_Summary_SoE.pdf,Arm A (NKTR-214 combined with nivolumab),intervention,2,7,10,14,18,23,42,"Cycle 1: Day 1, 3, 5, 8, 22; Cycle 2 and subsequent: Day 1, 22.",
PMID 38838287CT_Summary_SoE.pdf,Arm B (Sunitinib or Cabozantinib),control,2,5,8,12,16,21,42,"Cycle 1: Day 1, 8, 22; Cycle 2 and subsequent: Day 1, 22.",
PMID 38849283 CT_Summary_SoE.pdf,,,,,,,,,,,Failed to parse JSON
PMID 38872480 CT_Summary_SoE.pdf,Arm A (Bevacizumab + Paclitaxel + Carboplatin),intervention,2,2,5,9,13,18,21,Q3W (Day 1 of each 21-day cycle),
PMID 38872480 CT_Summary_SoE.pdf,Arm B (Placebo + Paclitaxel + Carboplatin),control,2,2,5,9,13,18,21,Q3W (Day 1 of each 21-day cycle),
PMID 38889373 CT_Summary_SoE.pdf,Arm A (Amcenestrant + Palbociclib),intervention,1,3,6,9,12,16,28,Cycles 1-2: D1 and D15; Cycles 3+: D1 only.,
PMID 38889373 CT_Summary_SoE.pdf,Arm B (Letrozole + Palbociclib),control,1,3,6,9,12,16,28,Cycles 1-2: D1 and D15; Cycles 3+: D1 only.,
PMID 38942046 CT_Summary_SoE.pdf,Arm A (Perioperative Nivolumab),intervention,2,3,5,8,11,13,28,"1 neoadjuvant dose, then surgery, then 9 adjuvant doses every 4 weeks.",
PMID 38942046 CT_Summary_SoE.pdf,Arm B (Observation),control,1,2,4,6,7,8,,"Surgery followed by observation visits at 6 weeks, 12 weeks, 15 weeks, 20 weeks, 30 weeks, and 40 weeks.",
