filename,arm_name,n,median,q1,q3,mean,std,min,max,iqr
PMID 26933849 a_Summary_SoE.pdf,Arm B (Weekly Paclitaxel + Carboplatin),2,21.0,21.0,21.0,21.0,0.0,21.0,21.0,0.0
PMID 26933849 a_Summary_SoE.pdf,Every-3-week Paclitaxel + Carboplatin,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 26933849 a_Summary_SoE.pdf,Weekly Paclitaxel + Carboplatin,1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 26997579 a _Summary_SoE.pdf,APF530 (granisetron extended-release) + fosaprepitant + dexamethasone,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 26997579 a _Summary_SoE.pdf,APF530 Arm (APF530 + Fosaprepitant + Dexamethasone),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 26997579 a _Summary_SoE.pdf,APF530 arm,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 26997579 a _Summary_SoE.pdf,Ondansetron + fosaprepitant + dexamethasone,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 26997579 a _Summary_SoE.pdf,Ondansetron Arm (Ondansetron + Fosaprepitant + Dexamethasone),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 26997579 a _Summary_SoE.pdf,Ondansetron arm,1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 27044935 a_Summary_SoE.pdf,Arm 1 (Conventionally Fractionated 3D-CRT/IMRT),3,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.0
PMID 27044935 a_Summary_SoE.pdf,Arm 2 (Hypofractionated 3D-CRT/IMRT),3,32.0,32.0,32.0,32.0,0.0,32.0,32.0,0.0
PMID 27119237 a_Summary_SoE.pdf,Arm A (MLN9708 + Lenalidomide + Dexamethasone),2,21.0,21.0,21.0,21.0,0.0,21.0,21.0,0.0
PMID 27119237 a_Summary_SoE.pdf,Arm B (Placebo + Lenalidomide + Dexamethasone),2,21.0,21.0,21.0,21.0,0.0,21.0,21.0,0.0
PMID 27119237 a_Summary_SoE.pdf,MLN9708 + Lenalidomide + Dexamethasone,1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 27119237 a_Summary_SoE.pdf,Placebo + Lenalidomide + Dexamethasone,1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 27264120 a_Summary_SoE.pdf,Arm 1 (Letrozole),2,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 27264120 a_Summary_SoE.pdf,Arm 1: Letrozole (MA.17 Core Study),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 27264120 a_Summary_SoE.pdf,Arm 1: Letrozole (MA.17R Amendment),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 27264120 a_Summary_SoE.pdf,Arm 2 (Placebo),2,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 27264120 a_Summary_SoE.pdf,Arm 2: Placebo (MA.17 Core Study),1,3.0,3.0,3.0,3.0,,3.0,3.0,0.0
PMID 27264120 a_Summary_SoE.pdf,Arm 2: Placebo (MA.17R Amendment),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 27354480 a_Summary_SoE.pdf,Lenalidomide,3,7.0,5.0,11.5,8.666666666666666,6.6583281184793925,3.0,16.0,6.5
PMID 27354480 a_Summary_SoE.pdf,Placebo,3,7.0,5.0,11.5,8.666666666666666,6.6583281184793925,3.0,16.0,6.5
PMID 27458307 a_Summary_SoE.pdf,Arm A (Ipilimumab + Etoposide/Platinum),3,18.0,18.0,20.5,19.666666666666668,2.886751345948128,18.0,23.0,2.5
PMID 27458307 a_Summary_SoE.pdf,Arm B (Placebo + Etoposide/Platinum),3,18.0,18.0,20.5,19.666666666666668,2.886751345948128,18.0,23.0,2.5
PMID 27458945 a_Summary_SoE.pdf,Arm A (Radiosurgery alone),3,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0
PMID 27458945 a_Summary_SoE.pdf,Arm B (Radiosurgery + Whole Brain Radiation Therapy),3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 27557302 a_Summary_SoE.pdf,"DVd (Daratumumab, Bortezomib, Dexamethasone)",1,43.0,43.0,43.0,43.0,,43.0,43.0,0.0
PMID 27557302 a_Summary_SoE.pdf,"DVd (Daratumumab, Bortezomib, and Dexamethasone)",2,43.0,43.0,43.0,43.0,0.0,43.0,43.0,0.0
PMID 27557302 a_Summary_SoE.pdf,Vd (Bortezomib and Dexamethasone),2,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0
PMID 27557302 a_Summary_SoE.pdf,"Vd (Bortezomib, Dexamethasone)",1,40.0,40.0,40.0,40.0,,40.0,40.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,Arm 1 & 3 (MAP - Standard Therapy),1,41.0,41.0,41.0,41.0,,41.0,41.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,Arm 2 (MAPifn - Pegylated Interferon),1,61.0,61.0,61.0,61.0,,61.0,61.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,Arm 4 (MAPIE - Ifosfamide/Etoposide),1,56.0,56.0,56.0,56.0,,56.0,56.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,Arm A & C (MAP - Control),1,63.0,63.0,63.0,63.0,,63.0,63.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,Arm B (MAP + Pegylated Interferon alfa-2b),1,85.0,85.0,85.0,85.0,,85.0,85.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,Arm D (MAP + Ifosfamide/Etoposide),1,92.0,92.0,92.0,92.0,,92.0,92.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,MAP (Standard Therapy),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,MAPIE (MAP + Ifosfamide and Etoposide),1,43.0,43.0,43.0,43.0,,43.0,43.0,0.0
PMID 27569442 CT_Summary_SoE.pdf,MAPifn (MAP + Pegylated Interferon alfa-2b),1,48.0,48.0,48.0,48.0,,48.0,48.0,0.0
PMID 27705267 a_Summary_SoE.pdf,"Arm A (DRd: Daratumumab, Lenalidomide, and Dexamethasone)",2,24.0,24.0,24.0,24.0,0.0,24.0,24.0,0.0
PMID 27705267 a_Summary_SoE.pdf,Arm B (Rd: Lenalidomide and Dexamethasone),2,24.0,24.0,24.0,24.0,0.0,24.0,24.0,0.0
PMID 27705267 a_Summary_SoE.pdf,"DRd (Daratumumab, Lenalidomide, and Dexamethasone)",1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 27705267 a_Summary_SoE.pdf,Rd (Lenalidomide and Dexamethasone),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Arm A (Niraparib),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Arm B (Placebo),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Niraparib,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Niraparib (Food Effect Sub-Study),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Niraparib (Main Study),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Placebo,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 27717299 a_Summary_SoE.pdf,Placebo (Main Study),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 27717303 a_Summary_SoE.pdf,Arm A (LEE011 + Letrozole),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 27717303 a_Summary_SoE.pdf,Arm A (Ribociclib + Letrozole),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 27717303 a_Summary_SoE.pdf,Arm B (Placebo + Letrozole),3,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 27718781 a_Summary_SoE.pdf,Arm A (Sunitinib 50 mg schedule 4/2),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 27718781 a_Summary_SoE.pdf,Arm A (Sunitinib),2,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0
PMID 27718781 a_Summary_SoE.pdf,Arm B (Placebo),3,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0
PMID 27718784 a_Summary_SoE.pdf,Arm IC (Investigator's Choice),2,53.0,53.0,53.0,53.0,0.0,53.0,53.0,0.0
PMID 27718784 a_Summary_SoE.pdf,"Arm IC (Investigator’s Choice: Cetuximab, Methotrexate, or Docetaxel)",1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 27718784 a_Summary_SoE.pdf,Arm N (Nivolumab),3,27.0,27.0,27.5,27.333333333333332,0.5773502691896263,27.0,28.0,0.5
PMID 27731748 a_Summary_SoE.pdf,FC (fludarabine and cyclophosphamide),1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 27731748 a_Summary_SoE.pdf,Fludarabine and cyclophosphamide (FC),1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 27731748 a_Summary_SoE.pdf,Fludarabine and cyclophosphamide (FC) alone,1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 27731748 a_Summary_SoE.pdf,OFA+FC (Ofatumumab plus fludarabine and cyclophosphamide),1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
PMID 27731748 a_Summary_SoE.pdf,Ofatumumab plus fludarabine and cyclophosphamide (OFA+FC),2,10.5,5.25,15.75,10.5,14.849242404917497,0.0,21.0,10.5
PMID 27787547 a_Summary_SoE.pdf,Placebo,3,26.0,26.0,26.0,26.0,0.0,26.0,26.0,0.0
PMID 27787547 a_Summary_SoE.pdf,cG250,3,26.0,26.0,26.0,26.0,0.0,26.0,26.0,0.0
PMID 27908454 CT_Summary_SoE.pdf,Arm A (Fulvestrant 500 mg),3,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 27908454 CT_Summary_SoE.pdf,Arm B (Anastrozole 1 mg),3,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 27914822_Summary_SoE.pdf,Arm A (Sodium Thiosulfate),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 27914822_Summary_SoE.pdf,Arm B (Observation),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 27914822_Summary_SoE.pdf,Observation Arm (Cisplatin Only),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 27914822_Summary_SoE.pdf,Observation Arm (Control),1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 27914822_Summary_SoE.pdf,STS Arm (Sodium Thiosulfate + Cisplatin),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 27914822_Summary_SoE.pdf,STS Arm (Sodium Thiosulfate),1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 27918724 a_Summary_SoE.pdf,Arm A (Telotristat etiprate 250 mg or 500 mg tid),1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 27918724 a_Summary_SoE.pdf,Arm B (Placebo),1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 27918724 a_Summary_SoE.pdf,Placebo,1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 27918724 a_Summary_SoE.pdf,Placebo tid,1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 27918724 a_Summary_SoE.pdf,Telotristat etiprate 250 mg tid,2,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0
PMID 27918724 a_Summary_SoE.pdf,Telotristat etiprate 500 mg tid,2,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0
PMID 27918780 a_Summary_SoE.pdf,Arm A (Hercules + Taxane),1,35.0,35.0,35.0,35.0,,35.0,35.0,0.0
PMID 27918780 a_Summary_SoE.pdf,Arm A (Hercules plus taxane),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 27918780 a_Summary_SoE.pdf,Arm B (Herceptin + Taxane),1,35.0,35.0,35.0,35.0,,35.0,35.0,0.0
PMID 27918780 a_Summary_SoE.pdf,Arm B (Herceptin plus taxane),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 27918780 a_Summary_SoE.pdf,Herceptin + Taxane,1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 27918780 a_Summary_SoE.pdf,Hercules + Taxane,1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 27959613 a_Summary_SoE.pdf,Arm A (PD-0332991 + Letrozole),3,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 27959613 a_Summary_SoE.pdf,Arm B (Placebo + Letrozole),3,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 27959700 a_Summary_SoE.pdf,Arm A (AZD9291 / Osimertinib),2,14.5,14.25,14.75,14.5,0.7071067811865476,14.0,15.0,0.5
PMID 27959700 a_Summary_SoE.pdf,Arm A (AZD9291/Osimertinib),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 27959700 a_Summary_SoE.pdf,Arm B (Platinum-based Doublet Chemotherapy),2,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 27959700 a_Summary_SoE.pdf,Arm B (Platinum-based doublet chemotherapy),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 27979383 a_Summary_SoE.pdf,Atezolizumab,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMID 27979383 a_Summary_SoE.pdf,Docetaxel,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMID 28029326 a_Summary_SoE.pdf,Arm A (Ofatumumab + DHAP),2,52.5,52.25,52.75,52.5,0.7071067811865476,52.0,53.0,0.5
PMID 28029326 a_Summary_SoE.pdf,Arm B (Rituximab + DHAP),2,52.5,52.25,52.75,52.5,0.7071067811865476,52.0,53.0,0.5
PMID 28029326 a_Summary_SoE.pdf,O-chemo (Ofatumumab plus salvage chemotherapy),1,63.0,63.0,63.0,63.0,,63.0,63.0,0.0
PMID 28029326 a_Summary_SoE.pdf,R-chemo (Rituximab plus salvage chemotherapy),1,63.0,63.0,63.0,63.0,,63.0,63.0,0.0
PMID 28030702 a_Summary_SoE.pdf,Arm A (Zoledronic acid 4 mg IV every 4 weeks),2,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 28030702 a_Summary_SoE.pdf,Arm A (Zoledronic acid every 4 weeks),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 28030702 a_Summary_SoE.pdf,Arm B (Zoledronic acid 4 mg IV every 12 weeks),2,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 28030702 a_Summary_SoE.pdf,Arm B (Zoledronic acid every 12 weeks),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 28034081 a_Summary_SoE.pdf,Arm A (Ipilimumab 10 mg/kg),3,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0
PMID 28034081 a_Summary_SoE.pdf,Arm B (Placebo),3,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm A (Trastuzumab + Paclitaxel),1,53.0,53.0,53.0,53.0,,53.0,53.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm A (Trastuzumab + Taxane),2,53.0,53.0,53.0,53.0,0.0,53.0,53.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm B (T-DM1 + Pertuzumab),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm B (Trastuzumab emtansine + Pertuzumab),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm B/C (Trastuzumab emtansine + Pertuzumab/Placebo),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm C (T-DM1 + Pertuzumab-placebo),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 28056202 a_Summary_SoE.pdf,Arm C (Trastuzumab emtansine + Pertuzumab-placebo),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 28076709 a_Summary_SoE.pdf,Arm A (177Lu-DOTA0-Tyr3-Octreotate + 30 mg Octreotide LAR),3,21.0,19.0,21.0,19.666666666666668,2.3094010767585034,17.0,21.0,2.0
PMID 28076709 a_Summary_SoE.pdf,Arm B (60 mg Octreotide LAR),3,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 28125763 a_Summary_SoE.pdf,Arm A (Zometa 4 mg every 4 weeks),2,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 28125763 a_Summary_SoE.pdf,Arm A (Zometa every 4 weeks),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 28125763 a_Summary_SoE.pdf,Arm B (Zometa 4 mg every 12 weeks),2,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 28125763 a_Summary_SoE.pdf,Arm B (Zometa every 12 weeks),1,14.0,14.0,14.0,14.0,,14.0,14.0,0.0
PMID 28126333 a_Summary_SoE.pdf,Arm 1 (LDK378),3,20.0,19.5,20.0,19.666666666666668,0.5773502691896263,19.0,20.0,0.5
PMID 28126333 a_Summary_SoE.pdf,Arm 2 (Reference Chemotherapy),3,20.0,19.5,20.0,19.666666666666668,0.5773502691896263,19.0,20.0,0.5
PMID 28135150 a_Summary_SoE.pdf,Arm A (Observation),3,5.0,4.5,5.5,5.0,1.0,4.0,6.0,1.0
PMID 28135150 a_Summary_SoE.pdf,Arm B (Four Weeks High-dose IFN Alfa-2b),3,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0
PMID 28139405 CT_Summary_SoE.pdf,Arm A (Idelalisib + Bendamustine/Rituximab),1,23.0,23.0,23.0,23.0,,23.0,23.0,0.0
PMID 28139405 CT_Summary_SoE.pdf,Arm A (Idelalisib + bendamustine/rituximab),2,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0
PMID 28139405 CT_Summary_SoE.pdf,Arm B (Placebo + Bendamustine/Rituximab),1,23.0,23.0,23.0,23.0,,23.0,23.0,0.0
PMID 28139405 CT_Summary_SoE.pdf,Arm B (Placebo + bendamustine/rituximab),2,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0
PMID 28140392 a_Summary_SoE.pdf,Chlorambucil (CHB) Arm,3,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 28140392 a_Summary_SoE.pdf,Lenalidomide (LEN) Arm,3,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0
PMID 28146658 a_Summary_SoE.pdf,Arm 1 (Radiation Therapy + Casodex),2,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0
PMID 28146658 a_Summary_SoE.pdf,Arm 2 (Radiation Therapy + Placebo),2,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0
PMID 28146658 a_Summary_SoE.pdf,Arm A (Radiation Therapy + Casodex),1,40.0,40.0,40.0,40.0,,40.0,40.0,0.0
PMID 28146658 a_Summary_SoE.pdf,Arm B (Radiation Therapy + Placebo),1,40.0,40.0,40.0,40.0,,40.0,40.0,0.0
PMID 28212060 a_Summary_SoE.pdf,Arm A (Pembrolizumab),3,18.0,18.0,18.5,18.333333333333332,0.5773502691896255,18.0,19.0,0.5
PMID 28212060 a_Summary_SoE.pdf,"Arm B (Investigator's Choice: Paclitaxel, Docetaxel, or Vinflunine)",2,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0
PMID 28212060 a_Summary_SoE.pdf,"Arm B (Paclitaxel, Docetaxel, or Vinflunine)",1,22.0,22.0,22.0,22.0,,22.0,22.0,0.0
PMID 28249141 a_Summary_SoE.pdf,Arm 1 (Blinatumomab),3,42.0,37.0,42.0,38.666666666666664,5.773502691896258,32.0,42.0,5.0
PMID 28249141 a_Summary_SoE.pdf,Arm 2 (Standard of Care Chemotherapy),3,34.0,31.5,38.0,35.0,6.557438524302,29.0,42.0,6.5
PMID 28257752 CT_Summary_SoE.pdf,Arm A (Idelalisib + Ofatumumab),3,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 28257752 CT_Summary_SoE.pdf,Arm B (Ofatumumab),3,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 28296618 a_Summary_SoE.pdf,Arm 1 (Short-course Radiation Therapy Alone),2,21.0,20.5,21.5,21.0,1.4142135623730951,20.0,22.0,1.0
PMID 28296618 a_Summary_SoE.pdf,Arm 1 (Short-course Radiation Therapy alone),1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
PMID 28296618 a_Summary_SoE.pdf,Arm 2 (Radiation Therapy + Temozolomide),1,41.0,41.0,41.0,41.0,,41.0,41.0,0.0
PMID 28296618 a_Summary_SoE.pdf,Arm 2 (Short-course RT plus Concurrent and Adjuvant Temozolomide),1,43.0,43.0,43.0,43.0,,43.0,43.0,0.0
PMID 28296618 a_Summary_SoE.pdf,Arm 2 (Short-course Radiation Therapy + Temozolomide),1,41.0,41.0,41.0,41.0,,41.0,41.0,0.0
PMID 28380315 a_Summary_SoE.pdf,Arm A: Reduced Intensity Conditioning (RIC),1,28.0,28.0,28.0,28.0,,28.0,28.0,0.0
PMID 28380315 a_Summary_SoE.pdf,Arm B: Myeloablative Conditioning (MAC),1,29.0,29.0,29.0,29.0,,29.0,29.0,0.0
PMID 28380315 a_Summary_SoE.pdf,Myeloablative Conditioning (MAC),2,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0
PMID 28380315 a_Summary_SoE.pdf,Reduced Intensity Conditioning (RIC),2,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0
PMID 28384065 a_Summary_SoE.pdf,Arm 1 (Depot Octreotide + Bevacizumab),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 28384065 a_Summary_SoE.pdf,Arm 1 (Depot Octreotide Plus Bevacizumab),1,37.0,37.0,37.0,37.0,,37.0,37.0,0.0
PMID 28384065 a_Summary_SoE.pdf,Arm 1 (Octreotide LAR depot + Bevacizumab),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 28384065 a_Summary_SoE.pdf,Arm 2 (Depot Octreotide + Interferon Alpha-2b),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 28384065 a_Summary_SoE.pdf,Arm 2 (Depot Octreotide Plus Interferon Alpha-2b),1,37.0,37.0,37.0,37.0,,37.0,37.0,0.0
PMID 28384065 a_Summary_SoE.pdf,Arm 2 (Octreotide LAR depot + Interferon alpha-2b),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm I (Carboplatin + Paclitaxel),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm I/V (No Surgery + Chemotherapy),1,31.0,31.0,31.0,31.0,,31.0,31.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm I/V (Systemic CT/GC - No Surgery),1,29.0,29.0,29.0,29.0,,29.0,29.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm II (Carboplatin + Paclitaxel + Bevacizumab),1,34.0,34.0,34.0,34.0,,34.0,34.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm II/VI (Systemic CTB/GCB - No Surgery),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm III (Surgery + Carboplatin + Paclitaxel),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm III/VII (Surgery + CT/GC),1,31.0,31.0,31.0,31.0,,31.0,31.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm IV (Surgery + Carboplatin + Paclitaxel + Bevacizumab),1,34.0,34.0,34.0,34.0,,34.0,34.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm IV/VIII (Surgery + CTB/GCB),1,38.0,38.0,38.0,38.0,,38.0,38.0,0.0
PMID 28438473 a_Summary_SoE.pdf,Arm IV/VIII (Surgery + Chemotherapy + Bevacizumab),1,46.0,46.0,46.0,46.0,,46.0,46.0,0.0
PMID 28492898 CT_Summary_SoE.pdf,Arm A (Selumetinib + Docetaxel),3,26.0,26.0,26.0,26.0,0.0,26.0,26.0,0.0
PMID 28492898 CT_Summary_SoE.pdf,Arm B (Placebo + Docetaxel),3,26.0,26.0,26.0,26.0,0.0,26.0,26.0,0.0
PMID 28501140 CT_Summary_SoE.pdf,Alectinib,1,8.0,8.0,8.0,8.0,,8.0,8.0,0.0
PMID 28501140 CT_Summary_SoE.pdf,Arm A (Alectinib),2,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0
PMID 28501140 CT_Summary_SoE.pdf,Arm B (Crizotinib),2,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0
PMID 28501140 CT_Summary_SoE.pdf,Crizotinib,1,8.0,8.0,8.0,8.0,,8.0,8.0,0.0
PMID 28578601 a_Summary_SoE.pdf,Arm A (Olaparib Monotherapy),2,20.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0
PMID 28578601 a_Summary_SoE.pdf,Arm A (Olaparib),1,22.0,22.0,22.0,22.0,,22.0,22.0,0.0
PMID 28578601 a_Summary_SoE.pdf,Arm B (Physician's Choice Chemotherapy),3,37.0,37.0,38.0,37.666666666666664,1.154700538379251,37.0,39.0,1.0
PMID 28578607 a_Summary_SoE.pdf,Active Group (Abiraterone Acetate + Prednisone + ADT),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 28578607 a_Summary_SoE.pdf,Arm A (Abiraterone Acetate + Prednisone + ADT),2,18.0,17.5,18.5,18.0,1.4142135623730951,17.0,19.0,1.0
PMID 28578607 a_Summary_SoE.pdf,Arm B (ADT + Placebos),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 28578607 a_Summary_SoE.pdf,Arm B (Placebo + ADT),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 28578607 a_Summary_SoE.pdf,Control Group (Placebo + ADT),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 28580882 a_Summary_SoE.pdf,Arm A (Abemaciclib + Fulvestrant),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 28580882 a_Summary_SoE.pdf,Arm A (Abemaciclib plus fulvestrant),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 28580882 a_Summary_SoE.pdf,Arm B (Placebo + Fulvestrant),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 28580882 a_Summary_SoE.pdf,Arm B (Placebo plus fulvestrant),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 28581356 a_Summary_SoE.pdf,Arm 1 (Pertuzumab + Trastuzumab + Chemotherapy),3,18.0,18.0,20.0,19.333333333333332,2.309401076758503,18.0,22.0,2.0
PMID 28581356 a_Summary_SoE.pdf,Arm 2 (Placebo + Trastuzumab + Chemotherapy),3,18.0,18.0,20.0,19.333333333333332,2.309401076758503,18.0,22.0,2.0
PMID 28600132 CT_Summary_SoE.pdf,Arm 1 (Brentuximab Vedotin),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 28600132 CT_Summary_SoE.pdf,Arm 1 (Brentuximab vedotin),1,21.0,21.0,21.0,21.0,,21.0,21.0,0.0
