filename,intervention_type,pos_idx,core_treatment_screening,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,total_screening,total_1_month,total_3_months,total_6_months,total_9_months,total_12_months,n_runs,sponsor_binary,disease_site,treatment_modality,start_year,pct_core_treatment,pct_imaging_diagnostics,pct_labs,pct_clinic_visits,pct_research
PMID 25154829 a_Summary_SoE.pdf,intervention,0,0.0,4.0,4.0,4.5,5.5,7.5,1.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,6.0,8.0,2,Non-Industry,Heme,Targeted Therapy,2004,93.75,6.25,0.0,0.0,6.25
PMID 25184863 a_Summary_SoE.pdf,control,0,0.0,3.0,8.0,11.0,13.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.5,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,17.5,20.5,24.0,2,Industry,Heme,Targeted Therapy,2008,62.5,0.0,37.5,0.0,37.5
PMID 25184863 a_Summary_SoE.pdf,intervention,0,0.0,3.5,7.5,10.5,13.5,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,14.0,17.0,21.0,2,Industry,Heme,Targeted Therapy,2008,83.33333333333334,0.0,16.666666666666664,0.0,16.666666666666664
PMID 25184863 a_Summary_SoE.pdf,intervention,1,0.0,3.5,7.5,10.5,13.5,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,14.0,17.0,21.0,2,Industry,Heme,Targeted Therapy,2008,83.33333333333334,0.0,16.666666666666664,0.0,16.666666666666664
PMID 25225436 a_Summary_SoE.pdf,control,0,0.0,1.5,3.0,3.0,3.5,4.5,1.0,0.5,1.0,1.5,1.5,2.0,0.0,0.0,1.0,1.0,1.5,1.5,0.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,7.0,7.5,8.5,10.0,2,Industry,GYN,Targeted Therapy,2009,45.0,20.0,15.0,20.0,35.0
PMID 25225436 a_Summary_SoE.pdf,intervention,0,0.0,1.5,3.0,3.0,3.5,4.5,1.0,0.5,1.0,1.5,1.5,2.0,0.0,0.0,1.0,1.0,1.5,1.5,0.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,7.0,7.5,8.5,10.0,2,Industry,GYN,Targeted Therapy,2009,45.0,20.0,15.0,20.0,35.0
PMID 25265494 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,6.0,7.5,9.5,1.5,1.0,2.5,4.0,5.5,7.0,0.0,0.0,0.5,1.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,7.0,11.0,14.5,19.0,2,Industry,Skin,Targeted Therapy,2013,50.0,36.84210526315789,13.157894736842104,0.0,49.99999999999999
PMID 25265494 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,6.0,7.5,9.5,1.5,1.0,2.5,4.0,5.5,0.0,0.0,0.0,0.5,1.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,7.0,11.0,14.5,19.0,2,Industry,Skin,Targeted Therapy,2013,50.0,0.0,13.157894736842104,0.0,13.157894736842104
PMID 25267740 a_Summary_SoE.pdf,control,0,0.0,4.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,6.0,7.0,8.0,9.0,1,Industry,Heme,Targeted Therapy,2003,66.66666666666666,0.0,0.0,33.33333333333333,0.0
PMID 25267740 a_Summary_SoE.pdf,intervention,0,0.0,4.0,14.0,16.5,16.5,16.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.5,2.5,4.0,14.5,18.0,19.0,20.0,2,Industry,Heme,Targeted Therapy,2003,82.5,5.0,5.0,7.5,10.0
PMID 25267740 a_Summary_SoE.pdf,intervention,1,0.0,6.0,25.0,30.0,30.0,30.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,26.0,32.0,33.0,34.0,1,Industry,Heme,Targeted Therapy,2003,88.23529411764706,5.88235294117647,5.88235294117647,0.0,11.76470588235294
PMID 25311218 a_Summary_SoE.pdf,control,0,0.5,7.0,16.5,30.5,30.5,30.5,1.0,1.0,3.0,4.0,5.0,5.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5,20.0,35.0,36.0,37.0,2,Non-Industry,Other,Chemotherapy,2002,82.43243243243244,14.864864864864865,2.7027027027027026,0.0,17.56756756756757
PMID 25311218 a_Summary_SoE.pdf,control,1,0.0,8.0,16.0,30.0,30.0,30.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,34.0,35.0,36.0,1,Non-Industry,Other,Chemotherapy,2002,83.33333333333334,13.88888888888889,2.7777777777777777,0.0,16.666666666666668
PMID 25311218 a_Summary_SoE.pdf,intervention,0,0.5,7.0,16.5,16.5,16.5,16.5,1.0,1.0,3.5,4.5,5.0,5.0,0.5,0.5,0.5,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5,20.5,21.5,22.5,23.5,2,Non-Industry,Other,Chemotherapy,2002,70.2127659574468,21.27659574468085,8.51063829787234,0.0,29.78723404255319
PMID 25311218 a_Summary_SoE.pdf,intervention,1,0.5,7.0,14.0,34.5,34.5,34.5,1.0,1.0,2.5,4.5,6.0,6.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5,17.0,39.5,41.0,42.0,2,Non-Industry,Other,Chemotherapy,2002,82.14285714285714,15.476190476190476,2.380952380952381,0.0,17.857142857142858
PMID 25332243 a_Summary_SoE.pdf,control,0,0.0,20.0,20.0,20.0,20.0,20.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,25.0,26.0,27.0,29.0,1,Non-Industry,Skin,Immunotherapy,2000,68.96551724137932,13.793103448275861,17.24137931034483,0.0,31.03448275862069
PMID 25332243 a_Summary_SoE.pdf,intervention,0,0.0,16.0,28.5,28.5,28.5,28.5,1.0,0.5,2.0,2.5,3.0,3.5,0.0,3.0,5.0,5.5,6.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,19.5,35.5,36.5,37.5,38.5,2,Non-Industry,Skin,Immunotherapy,2000,74.02597402597402,9.090909090909092,16.883116883116884,0.0,25.974025974025977
PMID 25332243 a_Summary_SoE.pdf,intervention,1,0.0,21.0,47.0,86.0,125.0,164.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,47.0,86.0,125.0,164.0,1,Non-Industry,Skin,Immunotherapy,2000,100.0,0.0,0.0,0.0,0.0
PMID 25348000 a_Summary_SoE.pdf,control,0,0.0,2.5,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.0,8.0,11.0,15.0,2,Non-Industry,Breast,Targeted Therapy,2006,100.0,0.0,0.0,0.0,0.0
PMID 25348000 a_Summary_SoE.pdf,intervention,0,0.0,2.5,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.0,8.0,11.0,15.0,2,Non-Industry,Breast,Targeted Therapy,2006,100.0,0.0,0.0,0.0,0.0
PMID 25354103 a_Summary_SoE.pdf,control,0,5.0,15.5,18.5,19.0,19.0,19.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,6.0,14.5,17.0,17.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.5,33.0,36.0,36.5,37.5,2,Non-Industry,Heme,Targeted Therapy,2006,52.0,0.0,48.0,0.0,48.0
PMID 25354103 a_Summary_SoE.pdf,intervention,0,5.0,15.5,18.5,19.0,19.0,19.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,6.0,14.5,17.0,17.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.5,33.0,36.0,36.5,37.5,2,Non-Industry,Heme,Targeted Therapy,2006,52.0,0.0,48.0,0.0,48.0
PMID 25366680 a_Summary_SoE.pdf,control,0,0.0,21.0,35.0,35.0,35.0,35.0,1.0,0.0,0.0,1.5,2.0,2.5,0.5,0.0,1.0,1.5,2.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,21.0,36.0,38.0,39.0,40.0,2,Non-Industry,HN,Chemotherapy,2002,87.5,6.25,6.25,0.0,12.5
PMID 25366680 a_Summary_SoE.pdf,intervention,0,0.0,21.0,30.0,30.0,30.0,30.0,1.0,0.0,1.0,1.5,2.0,2.5,0.5,0.0,1.0,1.5,2.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,21.0,32.0,33.0,34.0,35.0,2,Non-Industry,HN,Chemotherapy,2002,85.71428571428571,7.142857142857142,7.142857142857142,0.0,14.285714285714285
PMID 25399551 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,2,Industry,Skin,Targeted Therapy,2012,93.33333333333333,6.666666666666667,0.0,0.0,6.666666666666667
PMID 25399551 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,2,Industry,Skin,Targeted Therapy,2012,93.33333333333333,6.666666666666667,0.0,0.0,6.666666666666667
PMID 25399552 a_Summary_SoE.pdf,control,0,0.0,4.0,9.0,17.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,17.0,26.0,36.0,2,Industry,Skin,Immunotherapy,2013,100.0,0.0,0.0,0.0,0.0
PMID 25399552 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,17.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,17.0,26.0,36.0,2,Industry,Skin,Immunotherapy,2013,100.0,0.0,0.0,0.0,0.0
PMID 25422488 a_Summary_SoE.pdf,intervention,0,0.0,6.0,14.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,2.0,6.0,14.0,21.5,21.5,22.5,2,Non-Industry,Breast,Chemotherapy,2003,88.88888888888889,4.444444444444445,0.0,6.666666666666667,4.444444444444445
PMID 25422488 a_Summary_SoE.pdf,intervention,1,0.0,6.0,13.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,2.0,6.0,13.0,21.5,21.5,22.5,2,Non-Industry,Breast,Chemotherapy,2003,88.88888888888889,4.444444444444445,0.0,6.666666666666667,4.444444444444445
PMID 25470694 a_Summary_SoE.pdf,control,0,0.5,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,1.5,2.5,3.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,8.5,9.5,10.5,2,Industry,Thor,Other,2011,57.14285714285714,33.33333333333333,9.523809523809524,0.0,42.857142857142854
PMID 25470694 a_Summary_SoE.pdf,intervention,0,0.5,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,10.0,14.0,19.0,2,Industry,Thor,Other,2011,94.73684210526315,0.0,5.263157894736842,0.0,5.263157894736842
PMID 25482145 a_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,5.0,7.0,1.0,0.5,1.0,1.5,2.0,2.5,0.5,1.5,4.0,8.0,13.0,16.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,26.0,2,Industry,Heme,Targeted Therapy,2010,26.923076923076923,9.615384615384617,63.46153846153846,0.0,73.07692307692308
PMID 25482145 a_Summary_SoE.pdf,intervention,0,0.0,8.0,20.0,40.0,60.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,8.5,20.5,40.5,60.5,77.5,2,Industry,Heme,Targeted Therapy,2010,99.35483870967742,0.0,0.6451612903225806,0.0,0.6451612903225806
PMID 25495490 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,2,Industry,Breast,Endocrine,2003,0.0,30.0,10.0,60.0,40.0
PMID 25495490 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,10.0,14.0,2,Industry,Breast,Endocrine,2003,100.0,0.0,0.0,0.0,0.0
PMID 25495490 a_Summary_SoE.pdf,intervention,1,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,10.0,14.0,2,Industry,Breast,Endocrine,2003,100.0,0.0,0.0,0.0,0.0
PMID 25547503 a_Summary_SoE.pdf,control,0,0.0,0.5,1.5,2.5,3.5,4.5,1.0,0.0,1.0,2.0,3.0,4.0,0.5,1.5,2.0,3.0,4.0,5.5,0.0,0.0,0.5,1.5,2.5,4.0,1.5,2.0,5.0,9.0,13.0,18.0,2,Industry,GI,Targeted Therapy,2009,25.0,22.22222222222222,30.555555555555557,22.22222222222222,52.77777777777778
PMID 25547503 a_Summary_SoE.pdf,intervention,0,0.0,0.5,1.5,2.5,3.5,4.5,1.0,0.0,1.0,2.0,3.0,4.0,0.5,1.5,2.0,3.0,4.0,5.5,0.0,0.0,0.5,1.5,2.5,4.0,1.5,2.0,5.0,9.0,13.0,18.0,2,Industry,GI,Targeted Therapy,2009,25.0,22.22222222222222,30.555555555555557,22.22222222222222,52.77777777777778
PMID 25605862 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,2.0,4.0,6.0,8.0,0.5,2.0,3.0,5.5,7.5,10.0,0.0,1.0,2.0,4.5,6.5,9.0,1.5,5.0,12.0,23.0,33.0,45.0,2,Industry,Breast,Chemotherapy,2006,40.0,17.77777777777778,22.22222222222222,20.0,40.0
PMID 25605862 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,18.0,26.0,36.0,1.0,0.0,2.0,4.0,6.0,8.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,12.0,23.0,33.0,45.0,2,Industry,Breast,Chemotherapy,2006,80.0,17.77777777777778,2.2222222222222223,0.0,20.0
PMID 25629741 a_Summary_SoE.pdf,control,0,0.5,2.0,4.0,7.0,9.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,3.0,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,10.0,12.0,14.0,2,Industry,Heme,Targeted Therapy,2010,78.57142857142857,0.0,21.428571428571427,0.0,21.428571428571427
PMID 25629741 a_Summary_SoE.pdf,intervention,0,0.5,2.0,4.0,7.0,9.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,3.0,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,10.0,12.0,14.0,2,Industry,Heme,Targeted Therapy,2010,78.57142857142857,0.0,21.428571428571427,0.0,21.428571428571427
PMID 25671254 a_Summary_SoE.pdf,control,0,0.0,3.0,6.0,9.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,12.0,16.0,2,Industry,HN,Targeted Therapy,2011,100.0,0.0,0.0,0.0,0.0
PMID 25671254 a_Summary_SoE.pdf,intervention,0,0.0,3.0,6.0,9.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,12.0,16.0,2,Industry,HN,Targeted Therapy,2011,100.0,0.0,0.0,0.0,0.0
PMID 25682602 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,12.0,14.0,14.0,14.5,2,Non-Industry,Multiple,Other,2009,0.0,0.0,96.55172413793103,3.4482758620689653,96.55172413793103
PMID 25682602 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,12.0,14.0,14.0,14.5,2,Non-Industry,Multiple,Other,2009,0.0,0.0,96.55172413793103,3.4482758620689653,96.55172413793103
PMID 25713428 a_Summary_SoE.pdf,control,0,0.0,5.5,13.0,27.0,39.0,53.0,1.0,0.5,2.0,4.0,6.0,8.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,2.0,7.0,16.0,32.0,46.0,62.5,2,Non-Industry,GYN,Targeted Therapy,2009,84.8,13.600000000000001,0.8,0.8,14.400000000000002
PMID 25713428 a_Summary_SoE.pdf,intervention,0,0.0,5.5,13.0,27.0,39.0,53.0,1.0,0.5,2.0,4.0,6.0,8.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,2.0,7.0,16.0,32.0,46.0,62.5,2,Non-Industry,GYN,Targeted Therapy,2009,84.8,13.600000000000001,0.8,0.8,14.400000000000002
PMID 25738668 a_Summary_SoE.pdf,control,0,0.0,2.0,4.5,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.5,7.0,7.0,8.0,2,Non-Industry,Breast,Endocrine,2003,87.5,0.0,12.5,0.0,12.5
PMID 25738668 a_Summary_SoE.pdf,intervention,0,1.0,2.5,6.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,6.0,10.0,10.0,11.0,2,Non-Industry,Breast,Endocrine,2003,90.9090909090909,0.0,9.090909090909092,0.0,9.090909090909092
PMID 25738670 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,2.0,3.5,6.0,7.5,0.5,0.5,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,1.5,2.5,8.0,11.5,14.0,15.5,2,Industry,Heme,Targeted Therapy,2008,38.70967741935484,48.38709677419355,9.67741935483871,3.225806451612903,58.06451612903226
PMID 25738670 a_Summary_SoE.pdf,intervention,0,0.0,7.0,18.0,24.0,24.0,24.0,1.0,0.0,1.0,2.0,4.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.5,7.0,19.0,26.5,28.5,30.5,2,Industry,Heme,Targeted Therapy,2008,78.68852459016394,19.672131147540984,0.0,1.639344262295082,19.672131147540984
PMID 25779558 a_Summary_SoE.pdf,control,0,0.0,4.5,11.5,22.0,26.0,31.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,12.5,23.0,27.0,32.0,2,Industry,Breast,Targeted Therapy,2008,96.875,1.5625,1.5625,0.0,3.125
PMID 25779558 a_Summary_SoE.pdf,intervention,0,0.0,4.0,10.0,18.0,18.0,18.0,1.0,0.5,0.5,1.5,2.5,3.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,20.0,21.0,22.0,2,Industry,Breast,Targeted Therapy,2008,81.81818181818183,15.909090909090908,2.272727272727273,0.0,18.18181818181818
PMID 25891173 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,4.0,4.0,4.0,1.5,0.0,1.0,2.5,4.0,5.5,0.0,0.0,0.0,2.5,5.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.0,9.0,13.0,18.0,2,Industry,Skin,Immunotherapy,2013,22.22222222222222,30.555555555555557,47.22222222222222,0.0,77.77777777777777
PMID 25891173 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,5.5,9.5,13.5,18.5,2,Industry,Skin,Immunotherapy,2013,97.2972972972973,0.0,2.7027027027027026,0.0,2.7027027027027026
PMID 25891173 a_Summary_SoE.pdf,intervention,1,0.0,3.0,7.0,13.0,20.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,7.5,13.5,20.5,27.5,2,Industry,Skin,Immunotherapy,2013,98.18181818181819,0.0,1.8181818181818181,0.0,1.8181818181818181
PMID 25897156 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2,Non-Industry,HN,Other,2008,0.0,0.0,0.0,100.0,0.0
PMID 25897156 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2,Non-Industry,HN,Other,2008,0.0,0.0,0.0,100.0,0.0
PMID 25940724 a_Summary_SoE.pdf,control,0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2,Non-Industry,Breast,Other,2012,25.0,0.0,50.0,25.0,50.0
PMID 25940724 a_Summary_SoE.pdf,intervention,0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2,Non-Industry,Breast,Other,2012,25.0,0.0,50.0,25.0,50.0
PMID 25970050 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,6.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,14.0,21.0,28.0,2,Industry,GI,Other,2012,50.0,3.571428571428571,46.42857142857143,0.0,50.0
PMID 25970050 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,6.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,14.0,21.0,28.0,2,Industry,GI,Other,2012,50.0,3.571428571428571,46.42857142857143,0.0,50.0
PMID 26014293 a_Summary_SoE.pdf,control,0,0.0,2.0,5.5,10.0,15.0,20.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.0,5.0,6.5,1.0,2.5,7.0,13.0,20.0,27.0,2,Industry,Skin,Immunotherapy,2009,75.92592592592592,0.0,0.0,24.074074074074073,0.0
PMID 26014293 a_Summary_SoE.pdf,intervention,0,0.0,2.0,6.0,13.0,19.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,13.0,19.0,26.0,2,Industry,Skin,Immunotherapy,2009,100.0,0.0,0.0,0.0,0.0
PMID 26027431 a_Summary_SoE.pdf,control,0,0.0,4.0,9.0,15.0,22.0,29.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,27.0,36.0,2,Industry,Skin,Immunotherapy,2013,80.55555555555556,19.444444444444446,0.0,0.0,19.444444444444446
PMID 26027431 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,15.0,22.0,29.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,27.0,36.0,2,Industry,Skin,Immunotherapy,2013,80.55555555555556,19.444444444444446,0.0,0.0,19.444444444444446
PMID 26027431 a_Summary_SoE.pdf,intervention,1,0.0,4.0,9.0,15.0,22.0,29.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,27.0,36.0,2,Industry,Skin,Immunotherapy,2013,80.55555555555556,19.444444444444446,0.0,0.0,19.444444444444446
