filename,intervention_type,pos_idx,core_treatment_screening,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,total_screening,total_1_month,total_3_months,total_6_months,total_9_months,total_12_months,n_runs
PMID 25348000 a_Summary_SoE.pdf,control,0,0.0,2.5,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.0,8.0,11.0,15.0,2
PMID 25348000 a_Summary_SoE.pdf,intervention,0,0.0,2.5,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.0,8.0,11.0,15.0,2
PMID 25354103 a_Summary_SoE.pdf,control,0,5.0,15.5,18.5,19.0,19.0,19.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,6.0,14.5,17.0,17.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.5,33.0,36.0,36.5,37.5,2
PMID 25354103 a_Summary_SoE.pdf,intervention,0,5.0,15.5,18.5,19.0,19.0,19.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,6.0,14.5,17.0,17.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.5,33.0,36.0,36.5,37.5,2
PMID 25366680 a_Summary_SoE.pdf,control,0,0.0,21.0,35.0,35.0,35.0,35.0,1.0,0.0,0.0,1.5,2.0,2.5,0.5,0.0,1.0,1.5,2.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,21.0,36.0,38.0,39.0,40.0,2
PMID 25366680 a_Summary_SoE.pdf,intervention,0,0.0,21.0,30.0,30.0,30.0,30.0,1.0,0.0,1.0,1.5,2.0,2.5,0.5,0.0,1.0,1.5,2.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,21.0,32.0,33.0,34.0,35.0,2
PMID 25399551 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,2
PMID 25399551 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,2
PMID 25399552 a_Summary_SoE.pdf,control,0,0.0,4.0,9.0,17.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,17.0,26.0,36.0,2
PMID 25399552 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,17.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,17.0,26.0,36.0,2
PMID 25422488 a_Summary_SoE.pdf,intervention,0,0.0,6.0,14.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,2.0,6.0,14.0,21.5,21.5,22.5,2
PMID 25422488 a_Summary_SoE.pdf,intervention,1,0.0,6.0,13.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,2.0,6.0,13.0,21.5,21.5,22.5,2
PMID 25470694 a_Summary_SoE.pdf,control,0,0.5,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,1.5,2.5,3.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,8.5,9.5,10.5,2
PMID 25470694 a_Summary_SoE.pdf,intervention,0,0.5,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,10.0,14.0,19.0,2
PMID 25482145 a_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,5.0,7.0,1.0,0.5,1.0,1.5,2.0,2.5,0.5,1.5,4.0,8.0,13.0,16.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,26.0,2
PMID 25482145 a_Summary_SoE.pdf,intervention,0,0.0,8.0,20.0,40.0,60.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,8.5,20.5,40.5,60.5,77.5,2
PMID 25495490 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,2
PMID 25495490 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,10.0,14.0,2
PMID 25495490 a_Summary_SoE.pdf,intervention,1,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,10.0,14.0,2
PMID 25547503 a_Summary_SoE.pdf,control,0,0.0,0.5,1.5,2.5,3.5,4.5,1.0,0.0,1.0,2.0,3.0,4.0,0.5,1.5,2.0,3.0,4.0,5.5,0.0,0.0,0.5,1.5,2.5,4.0,1.5,2.0,5.0,9.0,13.0,18.0,2
PMID 25547503 a_Summary_SoE.pdf,intervention,0,0.0,0.5,1.5,2.5,3.5,4.5,1.0,0.0,1.0,2.0,3.0,4.0,0.5,1.5,2.0,3.0,4.0,5.5,0.0,0.0,0.5,1.5,2.5,4.0,1.5,2.0,5.0,9.0,13.0,18.0,2
PMID 25605862 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,2.0,4.0,6.0,8.0,0.5,2.0,3.0,5.5,7.5,10.0,0.0,1.0,2.0,4.5,6.5,9.0,1.5,5.0,12.0,23.0,33.0,45.0,2
PMID 25605862 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,18.0,26.0,36.0,1.0,0.0,2.0,4.0,6.0,8.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,12.0,23.0,33.0,45.0,2
PMID 25629741 a_Summary_SoE.pdf,control,0,0.5,2.0,4.0,7.0,9.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,3.0,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,10.0,12.0,14.0,2
PMID 25629741 a_Summary_SoE.pdf,intervention,0,0.5,2.0,4.0,7.0,9.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,3.0,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,10.0,12.0,14.0,2
PMID 25671254 a_Summary_SoE.pdf,control,0,0.0,3.0,6.0,9.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,12.0,16.0,2
PMID 25671254 a_Summary_SoE.pdf,intervention,0,0.0,3.0,6.0,9.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,12.0,16.0,2
PMID 25682602 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,12.0,14.0,14.0,14.5,2
PMID 25682602 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,12.0,14.0,14.0,14.5,2
PMID 25713428 a_Summary_SoE.pdf,control,0,0.0,5.5,13.0,27.0,39.0,53.0,1.0,0.5,2.0,4.0,6.0,8.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,2.0,7.0,16.0,32.0,46.0,62.5,2
PMID 25713428 a_Summary_SoE.pdf,intervention,0,0.0,5.5,13.0,27.0,39.0,53.0,1.0,0.5,2.0,4.0,6.0,8.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,2.0,7.0,16.0,32.0,46.0,62.5,2
PMID 25738668 a_Summary_SoE.pdf,control,0,0.0,2.0,4.5,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.5,7.0,7.0,8.0,2
PMID 25738668 a_Summary_SoE.pdf,intervention,0,1.0,2.5,6.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,6.0,10.0,10.0,11.0,2
PMID 25738670 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,2.0,3.5,6.0,7.5,0.5,0.5,1.0,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,1.5,2.5,8.0,11.5,14.0,15.5,2
PMID 25738670 a_Summary_SoE.pdf,intervention,0,0.0,7.0,18.0,24.0,24.0,24.0,1.0,0.0,1.0,2.0,4.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.5,7.0,19.0,26.5,28.5,30.5,2
PMID 25779558 a_Summary_SoE.pdf,control,0,0.0,4.5,11.5,22.0,26.0,31.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,12.5,23.0,27.0,32.0,2
PMID 25779558 a_Summary_SoE.pdf,intervention,0,0.0,4.0,10.0,18.0,18.0,18.0,1.0,0.5,0.5,1.5,2.5,3.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,20.0,21.0,22.0,2
PMID 25891173 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,4.0,4.0,4.0,1.5,0.0,1.0,2.5,4.0,5.5,0.0,0.0,0.0,2.5,5.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.0,9.0,13.0,18.0,2
PMID 25891173 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,5.5,9.5,13.5,18.5,2
PMID 25891173 a_Summary_SoE.pdf,intervention,1,0.0,3.0,7.0,13.0,20.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,7.5,13.5,20.5,27.5,2
PMID 25897156 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2
PMID 25897156 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2
PMID 25940724 a_Summary_SoE.pdf,control,0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2
PMID 25940724 a_Summary_SoE.pdf,intervention,0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2
PMID 25970050 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,6.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,14.0,21.0,28.0,2
PMID 25970050 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,6.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,14.0,21.0,28.0,2
PMID 26014293 a_Summary_SoE.pdf,control,0,0.0,2.0,5.5,10.0,15.0,20.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.0,5.0,6.5,1.0,2.5,7.0,13.0,20.0,27.0,2
PMID 26014293 a_Summary_SoE.pdf,intervention,0,0.0,2.0,6.0,13.0,19.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,13.0,19.0,26.0,2
PMID 26027431 a_Summary_SoE.pdf,control,0,0.0,4.0,9.0,15.0,22.0,29.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,27.0,36.0,2
PMID 26027431 a_Summary_SoE.pdf,intervention,0,0.0,4.0,9.0,15.0,22.0,29.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,27.0,36.0,2
PMID 26027431 a_Summary_SoE.pdf,intervention,1,0.0,4.0,9.0,15.0,22.0,29.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,27.0,36.0,2
PMID 26028407 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,0.5,0.0,0.5,1.5,2.5,4.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.5,11.5,16.5,23.0,2
PMID 26028407 a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,13.0,20.0,27.0,0.5,0.0,1.0,3.0,5.0,8.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,4.0,9.0,17.0,26.0,36.0,2
PMID 26030518 a_Summary_SoE.pdf,control,0,0.0,3.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,9.0,12.0,16.0,2
PMID 26030518 a_Summary_SoE.pdf,intervention,0,0.0,3.0,5.0,8.0,11.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,9.0,12.0,16.0,2
PMID 26035255 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,11.0,17.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,11.5,17.5,24.5,31.5,2
PMID 26035255 a_Summary_SoE.pdf,intervention,0,0.0,5.0,11.0,17.0,24.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,11.5,17.5,24.5,31.5,2
PMID 26040499 a_Summary_SoE.pdf,control,0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2
PMID 26040499 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2
PMID 26056177 a_Summary_SoE.pdf,intervention,0,0.0,7.0,18.0,34.0,44.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,7.0,18.0,34.0,44.0,53.0,2
PMID 26056177 a_Summary_SoE.pdf,intervention,1,0.0,7.0,18.0,34.0,44.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,2.0,7.0,18.0,34.0,44.0,53.0,2
PMID 26056177 a_Summary_SoE.pdf,intervention,2,0.0,7.0,18.0,34.0,44.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,7.0,18.0,34.0,44.0,53.0,2
PMID 26122726 a_Summary_SoE.pdf,control,0,0.0,13.0,13.0,13.0,13.0,13.0,1.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,15.0,16.0,17.0,18.0,2
PMID 26122726 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,6.0,2
PMID 26159065 CT_Summary_SoE.pdf,control,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,8.5,11.5,15.0,2
PMID 26159065 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,8.5,11.5,15.0,2
PMID 26169611 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,6.0,6.0,6.0,1.0,0.0,0.0,0.5,1.5,2.5,0.0,3.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,14.5,15.5,16.5,2
PMID 26169611 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,6.0,6.0,6.0,1.0,0.0,0.0,0.5,1.5,2.5,0.0,3.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,14.5,15.5,16.5,2
PMID 26206652 CT_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,2
PMID 26206652 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,2
PMID 26244877 a_Summary_SoE.pdf,control,0,0.0,0.5,1.0,1.5,2.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,2.0,0.0,0.5,0.5,0.5,0.5,0.5,2.0,1.0,2.0,3.0,4.0,5.0,2
PMID 26244877 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,6.5,7.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,8.0,9.0,2
PMID 26351350 a_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,5.0,6.5,1.0,0.0,0.5,1.0,1.5,2.5,1.0,1.0,1.5,2.5,3.5,4.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2.0,4.0,7.0,10.0,13.5,2
PMID 26351350 a_Summary_SoE.pdf,control,1,0.0,3.0,5.0,8.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,11.0,14.0,1
PMID 26351350 a_Summary_SoE.pdf,intervention,0,0.0,2.5,4.5,7.5,10.5,13.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,4.5,7.5,10.5,14.0,2
PMID 26351350 a_Summary_SoE.pdf,intervention,1,0.0,3.0,5.0,8.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,11.0,14.0,1
PMID 26351350 a_Summary_SoE.pdf,intervention,2,0.0,3.0,5.0,8.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,11.0,14.0,1
PMID 26351350 a_Summary_SoE.pdf,intervention,3,0.0,3.0,5.0,8.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,11.0,14.0,1
PMID 26371143 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,8.0,17.0,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,13.0,26.0,39.0,53.0,2
PMID 26371143 a_Summary_SoE.pdf,intervention,0,0.0,4.0,10.0,18.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,8.0,17.0,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.0,18.0,35.0,52.0,71.0,2
PMID 26377300 CT_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,3.0,4.5,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.5,6.0,7.5,2
PMID 26377300 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,3.0,4.5,6.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.5,6.0,7.5,2
PMID 26406148 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,4.0,7.0,10.0,14.0,2
PMID 26406148 a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,13.0,20.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,7.0,13.0,20.0,27.0,2
PMID 26406150 a_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,9.0,0.5,1.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,9.0,12.0,16.0,2
PMID 26406150 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,9.0,0.5,1.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,9.0,12.0,16.0,2
PMID 26412349 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,2.5,2.5,2.0,0.0,1.0,2.0,2.5,3.5,2
PMID 26412349 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,2.5,2.5,2.0,2.0,5.0,6.0,6.5,7.5,2
PMID 26412456 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,10.0,14.0,19.0,2
PMID 26412456 a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,13.0,20.0,27.0,1.0,0.0,0.5,1.5,2.5,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.5,15.5,23.5,32.0,2
PMID 26416999 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,8.0,8.0,8.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,2.0,2.0,5.0,8.0,9.0,10.0,2
