filename,intervention_type,pos_idx,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,n_runs,arm_name,intensity_score,pmid,sponsor_binary,Funder,disease_site,Disease Stage,treatment_modality,start_year
PMID 24934787 a_Summary_SoE.pdf,intervention,1,2.0,3.0,5.0,6.0,6.0,7.0,14.0,1,Arm 2: Paclitaxel,0.5833333333333334,24934787,Non-Industry,OTHER,Breast,Non-metastatic,Chemotherapy,2002
PMID 24982457 a_Summary_SoE.pdf,control,0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,3,Arm 1: Sublobar Resection (SR),0.3333333333333333,24982457,Non-Industry,OTHER,Thor,Non-metastatic,Radiation,2005
PMID 24982457 a_Summary_SoE.pdf,intervention,0,1.0,2.0,3.0,4.0,4.0,5.0,0.0,3,Arm 2: Sublobar Resection + Brachytherapy (SR + BX),0.4166666666666667,24982457,Non-Industry,OTHER,Thor,Non-metastatic,Radiation,2005
PMID 24982504 CT_Summary_SoE.pdf,control,0,2.0,20.0,28.0,32.0,33.0,34.0,0.0,3,Arm B (Tacrolimus/Methotrexate),2.8333333333333335,24982504,Non-Industry,OTHER,Heme,Hematologic,Chemotherapy,2006
PMID 24982504 CT_Summary_SoE.pdf,intervention,0,2.0,20.0,28.0,32.0,33.0,34.0,0.0,3,Arm A (Sirolimus/Tacrolimus),2.8333333333333335,24982504,Non-Industry,OTHER,Heme,Hematologic,Chemotherapy,2006
PMID 25014687 a_Summary_SoE.pdf,control,0,3.0,4.0,6.0,11.0,14.0,18.0,28.0,3,Arm B (Placebo),1.5,25014687,Industry,INDUSTRY,GI,Metastatic,Endocrine,2006
PMID 25014687 a_Summary_SoE.pdf,intervention,0,3.0,4.0,6.0,11.0,14.0,18.0,28.0,3,Arm A (Lanreotide Autogel 120 mg),1.5,25014687,Industry,INDUSTRY,GI,Metastatic,Endocrine,2006
PMID 25092781 a_Summary_SoE.pdf,control,0,2.0,12.0,26.0,40.0,43.0,46.0,30.0,3,Arm A (Standard chemotherapy),3.8333333333333335,25092781,Non-Industry,NETWORK,Other,NS,Targeted Therapy,2006
PMID 25092781 a_Summary_SoE.pdf,intervention,0,2.0,12.0,26.0,41.0,44.0,47.0,30.0,3,Arm B (Standard chemotherapy + GMTZ),3.9166666666666665,25092781,Non-Industry,NETWORK,Other,NS,Targeted Therapy,2006
PMID 25154829 a_Summary_SoE.pdf,control,0,2.0,4.0,4.0,5.0,6.0,8.0,91.0,3,Arm A (Rituximab Retreatment),0.6666666666666666,25154829,Non-Industry,NETWORK,Heme,Hematologic,Targeted Therapy,2004
PMID 25154829 a_Summary_SoE.pdf,intervention,0,2.0,4.0,4.0,5.0,6.0,8.0,91.0,3,Arm B (Rituximab Scheduled Dosing),0.6666666666666666,25154829,Non-Industry,NETWORK,Heme,Hematologic,Targeted Therapy,2004
PMID 25184863 a_Summary_SoE.pdf,control,0,1.0,5.0,13.0,17.0,19.0,21.0,42.0,3,Arm C (MPT for 12 cycles),1.75,25184863,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2008
PMID 25184863 a_Summary_SoE.pdf,intervention,0,1.0,5.0,11.0,14.0,17.0,21.0,28.0,3,Arm A (Rd until PD),1.75,25184863,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2008
PMID 25184863 a_Summary_SoE.pdf,intervention,1,1.0,5.0,11.0,14.0,17.0,21.0,28.0,3,Arm B (Rd for 18 cycles),1.75,25184863,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2008
PMID 25225436 a_Summary_SoE.pdf,control,0,1.0,4.0,7.0,7.0,8.0,10.0,28.0,3,Arm B (Placebo),0.8333333333333334,25225436,Industry,INDUSTRY,GYN,Metastatic,Targeted Therapy,2009
PMID 25225436 a_Summary_SoE.pdf,intervention,0,1.0,4.0,7.0,7.0,8.0,10.0,28.0,3,Arm A (Pazopanib),0.8333333333333334,25225436,Industry,INDUSTRY,GYN,Metastatic,Targeted Therapy,2009
PMID 25265494 a_Summary_SoE.pdf,control,0,2.0,3.0,7.0,11.0,15.0,20.0,28.0,3,Arm A (Vemurafenib + Placebo),1.6666666666666667,25265494,Industry,INDUSTRY,Skin,Metastatic,Targeted Therapy,2013
PMID 25265494 a_Summary_SoE.pdf,intervention,0,2.0,3.0,7.0,11.0,15.0,20.0,28.0,3,Arm B (Vemurafenib + Cobimetinib),1.6666666666666667,25265494,Industry,INDUSTRY,Skin,Metastatic,Targeted Therapy,2013
PMID 25267740 a_Summary_SoE.pdf,control,0,2.0,4.0,6.0,7.0,8.0,9.0,21.0,1,Arm S2 (DHAP +/- Rituximab),0.75,25267740,Industry,NETWORK,Heme,Hematologic,Targeted Therapy,2003
PMID 25267740 a_Summary_SoE.pdf,control,1,2.5,5.0,16.5,19.5,20.0,20.5,21.0,2,Arm S2 (DHAP),1.7083333333333333,25267740,Industry,NETWORK,Heme,Hematologic,Targeted Therapy,2003
PMID 25267740 a_Summary_SoE.pdf,intervention,0,2.0,4.0,7.0,7.0,8.0,9.0,21.0,3,Arm S1 (GDP),0.75,25267740,Industry,NETWORK,Heme,Hematologic,Targeted Therapy,2003
PMID 25311218 a_Summary_SoE.pdf,control,0,2.0,9.0,20.0,34.5,35.5,36.5,21.0,2,SER Standard (ABVE-PC x4 + IFRT),3.0416666666666665,25311218,Non-Industry,NETWORK,Other,NS,Chemotherapy,2002
PMID 25311218 a_Summary_SoE.pdf,control,1,2.0,8.0,20.0,35.0,36.0,37.0,21.0,3,RER Standard (ABVE-PC x4 + IFRT),3.0833333333333335,25311218,Non-Industry,NETWORK,Other,NS,Chemotherapy,2002
PMID 25311218 a_Summary_SoE.pdf,intervention,0,2.0,8.0,20.0,22.0,23.0,24.0,21.0,3,RER Reduced (ABVE-PC x4),2.0,25311218,Non-Industry,NETWORK,Other,NS,Chemotherapy,2002
PMID 25311218 a_Summary_SoE.pdf,intervention,1,2.0,8.0,18.0,41.0,42.0,43.0,21.0,3,SER Augmented (ABVE-PC x2 + DECA x2 + ABVE-PC x2 + IFRT),3.5833333333333335,25311218,Non-Industry,NETWORK,Other,NS,Chemotherapy,2002
PMID 25332243 a_Summary_SoE.pdf,control,0,1.0,21.0,25.0,26.0,27.0,29.0,28.0,1,Arm 1 (High-Dose Interferon Alpha-2b),2.4166666666666665,25332243,Non-Industry,NETWORK,Skin,Non-metastatic,Immunotherapy,2000
PMID 25332243 a_Summary_SoE.pdf,control,1,2.0,20.5,47.0,86.0,125.0,164.0,7.0,2,Arm 1 (One Year High-Dose Interferon Alpha-2b),13.666666666666666,25332243,Non-Industry,NETWORK,Skin,Non-metastatic,Immunotherapy,2000
PMID 25332243 a_Summary_SoE.pdf,intervention,0,2.0,24.0,46.0,47.0,48.0,49.0,21.0,3,Arm 2 (Biochemotherapy: CVD + IL-2 + IFN + G-CSF),4.083333333333333,25332243,Non-Industry,NETWORK,Skin,Non-metastatic,Immunotherapy,2000
PMID 25348000 a_Summary_SoE.pdf,control,0,2.0,3.0,5.0,8.0,11.0,15.0,28.0,3,Arm B (Fulvestrant + Placebo),1.25,25348000,Non-Industry,NIH,Breast,Metastatic,Targeted Therapy,2006
PMID 25348000 a_Summary_SoE.pdf,intervention,0,2.0,3.0,5.0,8.0,11.0,15.0,28.0,3,Arm A (Fulvestrant + Lapatinib),1.25,25348000,Non-Industry,NIH,Breast,Metastatic,Targeted Therapy,2006
PMID 25354103 a_Summary_SoE.pdf,control,0,2.0,30.0,45.0,48.0,49.0,49.0,,3,Arm A (Single Umbilical Cord Blood Transplantation),4.083333333333333,25354103,Non-Industry,OTHER,Heme,Hematologic,Targeted Therapy,2006
PMID 25354103 a_Summary_SoE.pdf,intervention,0,2.0,30.0,45.0,48.0,49.0,49.0,,3,Arm B (Double Umbilical Cord Blood Transplantation),4.083333333333333,25354103,Non-Industry,OTHER,Heme,Hematologic,Targeted Therapy,2006
PMID 25366680 a_Summary_SoE.pdf,control,0,2.0,22.0,36.0,38.0,39.0,40.0,7.0,3,Arm 1 (Standard Fractionation + Cisplatin),3.3333333333333335,25366680,Non-Industry,NETWORK,HN,Non-metastatic,Chemotherapy,2002
PMID 25366680 a_Summary_SoE.pdf,intervention,0,2.0,22.0,32.0,33.0,34.0,35.0,7.0,3,Arm 2 (Accelerated Fractionation + Cisplatin),2.9166666666666665,25366680,Non-Industry,NETWORK,HN,Non-metastatic,Chemotherapy,2002
PMID 25399551 a_Summary_SoE.pdf,control,0,1.0,3.0,5.0,8.0,11.0,15.0,28.0,3,Arm B (Vemurafenib),1.25,25399551,Industry,INDUSTRY,Skin,Metastatic,Targeted Therapy,2012
PMID 25399551 a_Summary_SoE.pdf,intervention,0,1.0,3.0,5.0,8.0,11.0,15.0,28.0,3,Arm A (Dabrafenib + Trametinib),1.25,25399551,Industry,INDUSTRY,Skin,Metastatic,Targeted Therapy,2012
PMID 25399552 a_Summary_SoE.pdf,control,0,2.0,4.0,9.0,17.0,26.0,36.0,42.0,3,Arm B (Dacarbazine),3.0,25399552,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 25399552 a_Summary_SoE.pdf,intervention,0,2.0,4.0,9.0,17.0,26.0,36.0,42.0,3,Arm A (Nivolumab),3.0,25399552,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 25422488 a_Summary_SoE.pdf,control,0,2.0,6.0,14.0,21.0,21.0,22.0,14.0,3,Arm 5 (AC q2w x 4 -> Paclitaxel q2w x 6),1.8333333333333333,25422488,Non-Industry,NETWORK,Breast,Non-metastatic,Chemotherapy,2003
PMID 25422488 a_Summary_SoE.pdf,intervention,0,2.0,6.0,13.0,21.0,21.0,22.0,14.0,3,Arm 6 (AC q2w x 4 -> Paclitaxel weekly x 12),1.8333333333333333,25422488,Non-Industry,NETWORK,Breast,Non-metastatic,Chemotherapy,2003
PMID 25470694 a_Summary_SoE.pdf,control,0,1.0,3.0,6.0,9.0,11.0,13.0,21.0,3,Arm B (Chemotherapy - Pemetrexed/Cisplatin or Pemetrexed/Carboplatin),1.0833333333333333,25470694,Industry,INDUSTRY,Thor,Metastatic,Other,2011
PMID 25470694 a_Summary_SoE.pdf,intervention,0,1.0,3.0,6.0,10.0,14.0,19.0,21.0,3,Arm A (Crizotinib),1.5833333333333333,25470694,Industry,INDUSTRY,Thor,Metastatic,Other,2011
PMID 25482145 a_Summary_SoE.pdf,control,0,2.0,3.0,7.0,13.0,20.0,26.0,28.0,3,Rd Arm (Lenalidomide and Dexamethasone),2.1666666666666665,25482145,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2010
PMID 25482145 a_Summary_SoE.pdf,intervention,0,2.0,8.0,20.0,40.0,60.0,77.0,28.0,3,"CRd Arm (Carfilzomib, Lenalidomide, and Dexamethasone)",6.416666666666667,25482145,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2010
PMID 25495490 a_Summary_SoE.pdf,control,0,1.0,1.0,2.0,3.0,4.0,5.0,90.0,3,Arm A (Tamoxifen alone),0.4166666666666667,25495490,Industry,NETWORK,Breast,Non-metastatic,Endocrine,2003
PMID 25495490 a_Summary_SoE.pdf,intervention,0,1.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm B (OFS plus Tamoxifen),1.1666666666666667,25495490,Industry,NETWORK,Breast,Non-metastatic,Endocrine,2003
PMID 25495490 a_Summary_SoE.pdf,intervention,1,1.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm C (OFS plus Exemestane),1.1666666666666667,25495490,Industry,NETWORK,Breast,Non-metastatic,Endocrine,2003
PMID 25547503 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,42.0,3,Arm B (Sorafenib + Placebo),1.5,25547503,Industry,INDUSTRY,GI,Metastatic,Targeted Therapy,2009
PMID 25547503 a_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,9.0,13.0,18.0,42.0,3,Arm A (Sorafenib + Erlotinib),1.5,25547503,Industry,INDUSTRY,GI,Metastatic,Targeted Therapy,2009
PMID 25605862 a_Summary_SoE.pdf,control,0,1.0,5.0,12.0,23.0,33.0,45.0,21.0,3,Arm B (Capecitabine),3.75,25605862,Industry,INDUSTRY,Breast,Metastatic,Chemotherapy,2006
PMID 25605862 a_Summary_SoE.pdf,intervention,0,1.0,5.0,12.0,23.0,33.0,45.0,21.0,3,Arm A (E7389 / Eribulin),3.75,25605862,Industry,INDUSTRY,Breast,Metastatic,Chemotherapy,2006
PMID 25629741 a_Summary_SoE.pdf,control,0,3.0,3.0,7.0,10.0,12.0,14.0,28.0,3,Arm 2 (Best Available Therapy),1.1666666666666667,25629741,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2010
PMID 25629741 a_Summary_SoE.pdf,intervention,0,3.0,3.0,7.0,10.0,12.0,14.0,28.0,3,Arm 1 (INC424/ruxolitinib),1.1666666666666667,25629741,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2010
PMID 25671254 a_Summary_SoE.pdf,control,0,2.0,3.0,6.0,9.0,12.0,16.0,28.0,3,Arm B (Placebo),1.3333333333333333,25671254,Industry,INDUSTRY,HN,Metastatic,Targeted Therapy,2011
PMID 25671254 a_Summary_SoE.pdf,intervention,0,2.0,3.0,6.0,9.0,12.0,16.0,28.0,3,Arm A (Lenvatinib),1.3333333333333333,25671254,Industry,INDUSTRY,HN,Metastatic,Targeted Therapy,2011
PMID 25682602 a_Summary_SoE.pdf,control,0,1.0,4.0,12.0,14.0,14.0,14.5,7.0,2,Higher-dose prednisone (1 or 2 mg/kg/day),1.2083333333333333,25682602,Non-Industry,OTHER,Multiple,NS,Other,2009
PMID 25682602 a_Summary_SoE.pdf,control,1,1.0,5.0,13.0,15.0,15.0,16.0,7.0,1,Higher-dose prednisone (1 or 2 mg/kg/day),1.3333333333333333,25682602,Non-Industry,OTHER,Multiple,NS,Other,2009
PMID 25682602 a_Summary_SoE.pdf,intervention,0,1.0,4.0,12.0,14.0,14.0,15.0,7.0,3,Lower-dose prednisone (0.5 or 1 mg/kg/day),1.25,25682602,Non-Industry,OTHER,Multiple,NS,Other,2009
PMID 25713428 a_Summary_SoE.pdf,control,0,2.0,7.0,16.0,32.0,46.0,62.0,21.0,3,Regimen I (Gemcitabine + Docetaxel + Placebo + G-CSF),5.166666666666667,25713428,Non-Industry,NIH,GYN,Metastatic,Targeted Therapy,2009
PMID 25713428 a_Summary_SoE.pdf,intervention,0,2.0,7.0,16.0,32.0,46.0,62.0,21.0,3,Regimen II (Gemcitabine + Docetaxel + Bevacizumab + G-CSF),5.166666666666667,25713428,Non-Industry,NIH,GYN,Metastatic,Targeted Therapy,2009
PMID 25738668 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,7.0,7.0,8.0,21.0,3,Arm 1 (Standard cyclophosphamide-containing adjuvant chemotherapy),0.6666666666666666,25738668,Non-Industry,NETWORK,Breast,Non-metastatic,Endocrine,2003
PMID 25738668 a_Summary_SoE.pdf,intervention,0,2.0,3.0,7.0,8.0,8.0,9.0,21.0,3,Arm 2 (Goserelin + Standard cyclophosphamide-containing adjuvant chemotherapy),0.75,25738668,Non-Industry,NETWORK,Breast,Non-metastatic,Endocrine,2003
PMID 25738670 a_Summary_SoE.pdf,control,0,2.0,3.0,9.0,12.0,14.0,16.0,21.0,3,Arm B (R-CHOP),1.3333333333333333,25738670,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2008
PMID 25738670 a_Summary_SoE.pdf,intervention,0,2.0,7.0,20.0,27.0,29.0,31.0,21.0,3,Arm A (VcR-CAP),2.5833333333333335,25738670,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2008
PMID 25779558 a_Summary_SoE.pdf,control,0,2.0,7.0,15.0,26.0,30.0,35.0,28.0,3,Arm 2 (Trastuzumab + Taxane),2.9166666666666665,25779558,Industry,INDUSTRY,Breast,Metastatic,Targeted Therapy,2008
PMID 25779558 a_Summary_SoE.pdf,intervention,0,2.0,6.0,12.0,20.0,21.0,22.0,28.0,3,Arm 1 (Lapatinib + Taxane),1.8333333333333333,25779558,Industry,INDUSTRY,Breast,Metastatic,Targeted Therapy,2008
PMID 25891173 a_Summary_SoE.pdf,control,0,1.0,2.0,5.0,9.0,13.0,18.0,21.0,3,Ipilimumab Q3W (3 mg/kg every 3 weeks for 4 doses),1.5,25891173,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 25891173 a_Summary_SoE.pdf,intervention,0,1.0,3.0,6.0,10.0,14.0,19.0,21.0,3,MK-3475 Q3W (10 mg/kg every 3 weeks),1.5833333333333333,25891173,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 25891173 a_Summary_SoE.pdf,intervention,1,1.0,4.0,8.0,14.0,21.0,28.0,14.0,3,MK-3475 Q2W (10 mg/kg every 2 weeks),2.3333333333333335,25891173,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 25897156 a_Summary_SoE.pdf,control,0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,3,Placebo,0.1666666666666666,25897156,Non-Industry,OTHER,HN,Metastatic,Other,2008
PMID 25897156 a_Summary_SoE.pdf,intervention,0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,3,Donepezil,0.1666666666666666,25897156,Non-Industry,OTHER,HN,Metastatic,Other,2008
PMID 25940724 a_Summary_SoE.pdf,control,0,1.0,1.0,3.0,4.0,4.0,4.0,0.0,3,Arm B (Placebo),0.3333333333333333,25940724,Non-Industry,NETWORK,Breast,Non-metastatic,Other,2012
PMID 25940724 a_Summary_SoE.pdf,intervention,0,1.0,1.0,3.0,4.0,4.0,4.0,0.0,3,Arm A (Omega-3-Fatty Acid),0.3333333333333333,25940724,Non-Industry,NETWORK,Breast,Non-metastatic,Other,2012
PMID 25970050 a_Summary_SoE.pdf,control,0,2.0,4.0,8.0,14.0,21.0,28.0,28.0,3,Arm B (Placebo + Best Supportive Care),2.3333333333333335,25970050,Industry,INDUSTRY,GI,Metastatic,Other,2012
PMID 25970050 a_Summary_SoE.pdf,intervention,0,2.0,4.0,8.0,14.0,21.0,28.0,28.0,3,Arm A (TAS-102 + Best Supportive Care),2.3333333333333335,25970050,Industry,INDUSTRY,GI,Metastatic,Other,2012
PMID 26014293 a_Summary_SoE.pdf,control,0,1.0,3.0,7.0,13.0,20.0,27.0,28.0,3,Arm B (GM-CSF),2.25,26014293,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2009
PMID 26014293 a_Summary_SoE.pdf,intervention,0,1.0,2.0,6.0,13.0,19.0,26.0,28.0,3,Arm A (OncoVEXGM-CSF),2.1666666666666665,26014293,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2009
PMID 26027431 a_Summary_SoE.pdf,control,0,2.0,4.0,10.0,18.0,27.0,36.0,42.0,3,Arm C (Ipilimumab monotherapy),3.0,26027431,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 26027431 a_Summary_SoE.pdf,intervention,0,2.0,4.0,10.0,18.0,27.0,36.0,42.0,3,Arm A (Nivolumab monotherapy),3.0,26027431,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 26027431 a_Summary_SoE.pdf,intervention,1,2.0,4.0,10.0,18.0,27.0,36.0,42.0,3,Arm B (Nivolumab + Ipilimumab),3.0,26027431,Industry,INDUSTRY,Skin,Metastatic,Immunotherapy,2013
PMID 26028407 a_Summary_SoE.pdf,control,0,1.0,3.0,6.0,10.0,14.0,19.0,21.0,3,Arm B (Docetaxel),1.5833333333333333,26028407,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2012
PMID 26028407 a_Summary_SoE.pdf,intervention,0,1.0,4.0,9.0,17.0,26.0,36.0,14.0,3,Arm A (Nivolumab),3.0,26028407,Industry,INDUSTRY,Thor,Metastatic,Immunotherapy,2012
PMID 26030518 a_Summary_SoE.pdf,control,0,1.0,3.0,6.0,9.0,12.0,16.0,28.0,3,Arm B (Placebo + Fulvestrant),1.3333333333333333,26030518,Industry,INDUSTRY,Breast,Metastatic,Targeted Therapy,2013
PMID 26030518 a_Summary_SoE.pdf,intervention,0,1.0,3.0,6.0,9.0,12.0,16.0,28.0,3,Arm A (Palbociclib + Fulvestrant),1.3333333333333333,26030518,Industry,INDUSTRY,Breast,Metastatic,Targeted Therapy,2013
PMID 26035255 a_Summary_SoE.pdf,control,0,2.0,6.0,12.0,18.0,25.0,32.0,28.0,3,Arm B (Lenalidomide + Dexamethasone),2.6666666666666665,26035255,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2011
PMID 26035255 a_Summary_SoE.pdf,intervention,0,2.0,6.0,12.0,18.0,25.0,32.0,28.0,3,Arm A (Elotuzumab + Lenalidomide + Dexamethasone),2.6666666666666665,26035255,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2011
PMID 26040499 a_Summary_SoE.pdf,control,0,1.0,1.0,1.0,2.0,2.0,3.0,180.0,3,Placebo (Q6M),0.25,26040499,Industry,INDUSTRY,Breast,Non-metastatic,Targeted Therapy,2006
PMID 26040499 a_Summary_SoE.pdf,intervention,0,1.0,1.0,1.0,2.0,2.0,3.0,180.0,3,Denosumab (60mg Q6M),0.25,26040499,Industry,INDUSTRY,Breast,Non-metastatic,Targeted Therapy,2006
PMID 26056177 a_Summary_SoE.pdf,control,0,1.0,7.0,18.0,34.0,44.0,53.0,21.0,3,VD (VELCADE and Dexamethasone),4.416666666666667,26056177,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2007
PMID 26056177 a_Summary_SoE.pdf,intervention,0,2.0,7.0,18.0,34.0,44.0,53.0,21.0,3,"VTD (VELCADE, Thalidomide, and Dexamethasone)",4.416666666666667,26056177,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2007
PMID 26056177 a_Summary_SoE.pdf,intervention,1,1.0,7.0,18.0,34.0,44.0,53.0,21.0,3,"VMP (VELCADE, Melphalan, and Prednisone)",4.416666666666667,26056177,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2007
PMID 26159065 CT_Summary_SoE.pdf,control,0,1.0,2.0,5.0,8.0,10.0,12.0,21.0,3,Arm B (Placebo + Cisplatin/Pemetrexed),1.0,26159065,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2012
PMID 26159065 CT_Summary_SoE.pdf,intervention,0,1.0,2.0,5.0,8.0,10.0,12.0,21.0,3,Arm A (Gefitinib + Cisplatin/Pemetrexed),1.0,26159065,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2012
PMID 26169611 a_Summary_SoE.pdf,control,0,1.0,5.0,9.0,14.0,15.0,16.0,28.0,3,Arm 2: Placebo plus Erlotinib,1.3333333333333333,26169611,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2011
PMID 26169611 a_Summary_SoE.pdf,intervention,0,1.0,5.0,9.0,14.0,15.0,16.0,28.0,3,Arm 1: Tivantinib (ARQ 197) plus Erlotinib,1.3333333333333333,26169611,Industry,INDUSTRY,Thor,Metastatic,Targeted Therapy,2011
PMID 26206652 CT_Summary_SoE.pdf,control,0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,3,Group 1 (Standard fluid management),0.75,26206652,Non-Industry,OTHER,GI,Metastatic,Procedure,2012
PMID 26206652 CT_Summary_SoE.pdf,intervention,0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,3,Group 2 (Goal-directed fluid therapy - GDT),0.75,26206652,Non-Industry,OTHER,GI,Metastatic,Procedure,2012
PMID 26244877 a_Summary_SoE.pdf,control,0,2.0,1.0,2.0,3.0,4.0,5.0,84.0,3,Arm B (Androgen Deprivation Therapy alone),0.4166666666666667,26244877,Industry,NETWORK,GU,Metastatic,Chemotherapy,2006
PMID 26244877 a_Summary_SoE.pdf,intervention,0,2.0,2.0,5.0,7.0,8.0,9.0,21.0,3,Arm A (Androgen Deprivation Therapy + Docetaxel),0.75,26244877,Industry,NETWORK,GU,Metastatic,Chemotherapy,2006
PMID 26351350 a_Summary_SoE.pdf,control,0,2.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm F: GM-CSF Placebo (HLA-A2-),1.1666666666666667,26351350,Non-Industry,NIH,Skin,Metastatic,Targeted Therapy,2000
PMID 26351350 a_Summary_SoE.pdf,control,1,2.0,3.0,5.0,8.0,11.0,14.5,28.0,2,Arm D: GM-CSF Placebo + Peptide Placebo (HLA-A2+),1.2083333333333333,26351350,Non-Industry,NIH,Skin,Metastatic,Targeted Therapy,2000
PMID 26351350 a_Summary_SoE.pdf,intervention,0,2.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm E: GM-CSF (HLA-A2-),1.1666666666666667,26351350,Non-Industry,NIH,Skin,Metastatic,Targeted Therapy,2000
PMID 26351350 a_Summary_SoE.pdf,intervention,1,2.0,3.0,5.0,8.0,11.0,14.5,28.0,2,Arm A: GM-CSF + Peptide Vaccination (HLA-A2+),1.2083333333333333,26351350,Non-Industry,NIH,Skin,Metastatic,Targeted Therapy,2000
PMID 26351350 a_Summary_SoE.pdf,intervention,2,2.0,3.0,5.0,8.0,11.0,14.5,28.0,2,Arm B: GM-CSF Placebo + Peptide Vaccination (HLA-A2+),1.2083333333333333,26351350,Non-Industry,NIH,Skin,Metastatic,Targeted Therapy,2000
PMID 26351350 a_Summary_SoE.pdf,intervention,3,2.0,3.0,5.0,8.0,11.0,14.5,28.0,2,Arm C: GM-CSF + Peptide Placebo (HLA-A2+),1.2083333333333333,26351350,Non-Industry,NIH,Skin,Metastatic,Targeted Therapy,2000
PMID 26371143 a_Summary_SoE.pdf,control,0,2.0,5.0,13.0,26.0,39.0,53.0,21.0,3,Dacarbazine (DTIC),4.416666666666667,26371143,Industry,INDUSTRY,Other,Metastatic,Chemotherapy,2011
PMID 26371143 a_Summary_SoE.pdf,intervention,0,2.0,7.0,18.0,35.0,52.0,71.0,21.0,3,Trabectedin (YONDELIS),5.916666666666667,26371143,Industry,INDUSTRY,Other,Metastatic,Chemotherapy,2011
PMID 26377300 CT_Summary_SoE.pdf,control,0,1.0,2.0,3.0,5.0,6.0,8.0,56.0,3,Arm B (Observation only),0.6666666666666666,26377300,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2010
PMID 26377300 CT_Summary_SoE.pdf,intervention,0,1.0,2.0,3.0,5.0,6.0,8.0,56.0,3,Arm A (Ofatumumab maintenance),0.6666666666666666,26377300,Industry,INDUSTRY,Heme,Hematologic,Targeted Therapy,2010
PMID 26406148 a_Summary_SoE.pdf,control,0,2.0,2.0,4.0,7.0,10.0,14.0,28.0,3,Arm B (Everolimus),1.1666666666666667,26406148,Industry,INDUSTRY,GU,Metastatic,Immunotherapy,2012
PMID 26406148 a_Summary_SoE.pdf,intervention,0,2.0,3.0,7.0,13.0,20.0,27.0,28.0,3,Arm A (Nivolumab),2.25,26406148,Industry,INDUSTRY,GU,Metastatic,Immunotherapy,2012
PMID 26406150 a_Summary_SoE.pdf,control,0,1.0,3.0,6.0,9.0,12.0,16.0,28.0,3,Everolimus (Afinitor),1.3333333333333333,26406150,Industry,INDUSTRY,GU,Metastatic,Targeted Therapy,2013
PMID 26406150 a_Summary_SoE.pdf,intervention,0,1.0,3.0,6.0,9.0,12.0,16.0,28.0,3,Cabozantinib (XL184),1.3333333333333333,26406150,Industry,INDUSTRY,GU,Metastatic,Targeted Therapy,2013
PMID 26412349 a_Summary_SoE.pdf,control,0,2.0,2.0,5.0,6.0,7.0,8.0,21.0,3,Arm C (Chemotherapy + Hormonal Therapy),0.6666666666666666,26412349,Non-Industry,NIH,Breast,Non-metastatic,Endocrine,2006
