filename,nct,pos_idx,arm_name,tt_12mo,original_label,ctgov_label,ctgov_type,ctgov_label_text,confidence,match_status,n_pipeline_arms,n_ctgov_arms,label_flipped
PMID 27458307 a_Summary_SoE.pdf,NCT01450761,0,Arm B (Placebo + Etoposide/Platinum),18.0,control,control,PLACEBO_COMPARATOR,Placebo matching Ipilimumab+Etoposide+Cisplatin/Carboplatin,0.5,confident_2arm,2,2,False
PMID 27458307 a_Summary_SoE.pdf,NCT01450761,0,Arm A (Ipilimumab + Etoposide/Platinum),18.0,intervention,intervention,EXPERIMENTAL,Ipilimumab+Etoposide+Cisplatin/Carboplatin,0.462,confident_2arm,2,2,False
PMID 27458945 a_Summary_SoE.pdf,NCT00377156,0,Arm B (Radiosurgery + Whole Brain Radiation Therapy),18.0,control,intervention,EXPERIMENTAL,Arm II,0.5,confident_2arm,2,2,True
PMID 27458945 a_Summary_SoE.pdf,NCT00377156,0,Arm A (Radiosurgery alone),6.0,intervention,control,ACTIVE_COMPARATOR,Arm I,0.5,confident_2arm,2,2,True
PMID 27557302 a_Summary_SoE.pdf,NCT02136134,0,Vd (Bortezomib and Dexamethasone),40.0,control,control,ACTIVE_COMPARATOR,VELCADE+dexamethasone,1.0,confident_2arm,2,2,False
PMID 27557302 a_Summary_SoE.pdf,NCT02136134,0,"DVd (Daratumumab, Bortezomib, and Dexamethasone)",43.0,intervention,intervention,EXPERIMENTAL,Daratumumab+VELCADE+dexamethasone,0.9,confident_2arm,2,2,False
PMID 27569442 CT_Summary_SoE.pdf,NCT00134030,0,Arm A & C (MAP - Control),41.0,control,control,ACTIVE_COMPARATOR,Maintenance therapy group 1 arm I,0.0,count_mismatch,3,4,False
PMID 27569442 CT_Summary_SoE.pdf,NCT00134030,0,Arm B (MAP + Pegylated Interferon alfa-2b),56.0,intervention,intervention,EXPERIMENTAL,Maintenance therapy group 1 arm II,0.0,count_mismatch,3,4,False
PMID 27569442 CT_Summary_SoE.pdf,NCT00134030,1,Arm D (MAP + Ifosfamide/Etoposide),61.0,intervention,intervention,EXPERIMENTAL,Maintenance therapy group 2 arm II,0.031,count_mismatch,3,4,False
PMID 27705267 a_Summary_SoE.pdf,NCT02076009,0,Arm B (Rd: Lenalidomide and Dexamethasone),24.0,control,control,ACTIVE_COMPARATOR,Lenalidomide + dexamethasone,0.857,confident_2arm,2,2,False
PMID 27705267 a_Summary_SoE.pdf,NCT02076009,0,"Arm A (DRd: Daratumumab, Lenalidomide, and Dexamethasone)",24.0,intervention,intervention,EXPERIMENTAL,Daratumumab + lenalidomide + dexamethasone,0.9,confident_2arm,2,2,False
PMID 27717299 a_Summary_SoE.pdf,NCT01847274,0,Placebo,17.0,control,control,PLACEBO_COMPARATOR,Placebo,0.8,count_mismatch,3,2,False
PMID 27717299 a_Summary_SoE.pdf,NCT01847274,0,Niraparib,17.0,intervention,control,ACTIVE_COMPARATOR,Niraparib,0.55,count_mismatch,3,2,True
PMID 27717299 a_Summary_SoE.pdf,NCT01847274,1,Niraparib (Food Effect Sub-Study),26.0,intervention,intervention,,,0.0,count_mismatch_leftover,3,2,False
PMID 27717303 a_Summary_SoE.pdf,NCT01958021,0,Arm B (Placebo + Letrozole),15.0,control,control,PLACEBO_COMPARATOR,Placebo + letrozole,1.0,confident_2arm,2,2,False
PMID 27717303 a_Summary_SoE.pdf,NCT01958021,0,Arm A (LEE011 + Letrozole),15.0,intervention,intervention,EXPERIMENTAL,Ribociclib+ letrozole,0.5,confident_2arm,2,2,False
PMID 27718781 a_Summary_SoE.pdf,NCT00375674,0,Arm B (Placebo),10.0,control,control,PLACEBO_COMPARATOR,B,1.0,confident_2arm,2,2,False
PMID 27718781 a_Summary_SoE.pdf,NCT00375674,0,Arm A (Sunitinib),10.0,intervention,intervention,EXPERIMENTAL,A,0.75,confident_2arm,2,2,False
PMID 27718784 a_Summary_SoE.pdf,NCT02105636,0,Arm IC (Investigator's Choice),53.0,control,control,ACTIVE_COMPARATOR,Arm B: Cetuximab/Methotrexate/Docetaxel,0.5,confident_2arm,2,2,False
PMID 27718784 a_Summary_SoE.pdf,NCT02105636,0,Arm N (Nivolumab),27.0,intervention,intervention,EXPERIMENTAL,Arm A: Nivolumab,1.0,confident_2arm,2,2,False
PMID 27731748 a_Summary_SoE.pdf,NCT00824265,0,FC (fludarabine and cyclophosphamide),0.0,control,control,ACTIVE_COMPARATOR,"Fludarabine, Cyclophosphamide",0.857,confident_2arm,2,2,False
PMID 27731748 a_Summary_SoE.pdf,NCT00824265,0,OFA+FC (Ofatumumab plus fludarabine and cyclophosphamide),0.0,intervention,intervention,EXPERIMENTAL,"Ofatumumab, Fludarabine, Cyclophosphamide",0.7,confident_2arm,2,2,False
PMID 27787547 a_Summary_SoE.pdf,NCT00087022,0,Placebo,26.0,control,control,PLACEBO_COMPARATOR,Arm II,1.0,confident_2arm,2,2,False
PMID 27787547 a_Summary_SoE.pdf,NCT00087022,0,cG250,26.0,intervention,intervention,EXPERIMENTAL,Arm I,0.5,confident_2arm,2,2,False
PMID 27908454 CT_Summary_SoE.pdf,NCT01602380,0,Arm B (Anastrozole 1 mg),15.0,control,intervention,EXPERIMENTAL,faslodex+placebo,0.5,confident_2arm,2,2,True
PMID 27908454 CT_Summary_SoE.pdf,NCT01602380,0,Arm A (Fulvestrant 500 mg),15.0,intervention,control,ACTIVE_COMPARATOR,arimidex +placebo,0.5,confident_2arm,2,2,True
PMID 27914822_Summary_SoE.pdf,NCT00716976,0,Observation Arm (Control),10.0,control,intervention,EXPERIMENTAL,Observation Arm (No sodium thiosulfate treatment),0.5,confident_2arm,2,2,True
PMID 27914822_Summary_SoE.pdf,NCT00716976,0,STS Arm (Sodium Thiosulfate),10.0,intervention,intervention,EXPERIMENTAL,STS Arm (sodium thiosulfate treatment),0.45,confident_2arm,2,2,False
PMID 27918724 a_Summary_SoE.pdf,NCT01677910,0,Arm B (Placebo),13.0,control,intervention,EXPERIMENTAL,250 mg Telotristat Etiprate,0.425,count_mismatch,3,4,True
PMID 27918724 a_Summary_SoE.pdf,NCT01677910,0,Arm A (Telotristat etiprate 250 mg or 500 mg tid),13.0,intervention,intervention,EXPERIMENTAL,500 mg Telotristat Etiprate,0.022,count_mismatch,3,4,False
PMID 27918724 a_Summary_SoE.pdf,NCT01677910,1,Telotristat etiprate 500 mg tid,13.0,intervention,control,PLACEBO_COMPARATOR,Placebo,0.022,count_mismatch,3,4,True
PMID 27918780 a_Summary_SoE.pdf,NCT02472964,0,Arm B (Herceptin plus taxane),20.0,control,control,ACTIVE_COMPARATOR,Herceptin© + Taxane,0.5,confident_2arm,2,2,False
PMID 27918780 a_Summary_SoE.pdf,NCT02472964,0,Arm A (Hercules plus taxane),20.0,intervention,intervention,EXPERIMENTAL,MYL- 1401O + Taxane,0.5,confident_2arm,2,2,False
PMID 27959613 a_Summary_SoE.pdf,NCT01740427,0,Arm B (Placebo + Letrozole),16.0,control,control,ACTIVE_COMPARATOR,Placebo + Letrozole,1.0,confident_2arm,2,2,False
PMID 27959613 a_Summary_SoE.pdf,NCT01740427,0,Arm A (PD-0332991 + Letrozole),16.0,intervention,intervention,EXPERIMENTAL,PD-0332991 + Letrozole,1.0,confident_2arm,2,2,False
PMID 27959700 a_Summary_SoE.pdf,NCT02151981,0,Arm B (Platinum-based Doublet Chemotherapy),14.0,control,control,ACTIVE_COMPARATOR,Platinum-based doublet chemotherapy,0.7,confident_2arm,2,2,False
PMID 27959700 a_Summary_SoE.pdf,NCT02151981,0,Arm A (AZD9291 / Osimertinib),14.0,intervention,intervention,EXPERIMENTAL,Osimertinib,0.5,confident_2arm,2,2,False
PMID 27979383 a_Summary_SoE.pdf,NCT02008227,0,Docetaxel,0.0,control,control,ACTIVE_COMPARATOR,Docetaxel,1.0,confident_2arm,2,2,False
PMID 27979383 a_Summary_SoE.pdf,NCT02008227,0,Atezolizumab,0.0,intervention,intervention,EXPERIMENTAL,"Atezolizumab (MPDL3280A), an Engineered Anti-PD-L1 Antibody",0.5,confident_2arm,2,2,False
PMID 28029326 a_Summary_SoE.pdf,NCT01014208,0,Arm B (Rituximab + DHAP),53.0,control,control,ACTIVE_COMPARATOR,RITUXIMAB + DHAP CHEMOTHERAPY REGIMEN,0.8,confident_2arm,2,2,False
PMID 28029326 a_Summary_SoE.pdf,NCT01014208,0,Arm A (Ofatumumab + DHAP),53.0,intervention,intervention,EXPERIMENTAL,OFATUMUMAB + DHAP CHEMOTHERAPY REGIMEN,0.5,confident_2arm,2,2,False
PMID 28030702 a_Summary_SoE.pdf,NCT00869206,0,Arm A (Zoledronic acid every 4 weeks),14.0,control,intervention,EXPERIMENTAL,Arm I (zoledronic acid every 4 weeks),0.8,count_mismatch,3,2,True
PMID 28030702 a_Summary_SoE.pdf,NCT00869206,0,Arm B (Zoledronic acid every 12 weeks),14.0,intervention,intervention,EXPERIMENTAL,Arm II (zoledronic acid every 12 weeks),0.8,count_mismatch,3,2,False
PMID 28030702 a_Summary_SoE.pdf,NCT00869206,1,Arm B (Zoledronic acid 4 mg IV every 12 weeks),14.0,intervention,intervention,,,0.0,count_mismatch_leftover,3,2,False
PMID 28034081 a_Summary_SoE.pdf,NCT01057810,0,Arm B (Placebo),9.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 28034081 a_Summary_SoE.pdf,NCT01057810,0,Arm A (Ipilimumab 10 mg/kg),9.0,intervention,intervention,EXPERIMENTAL,Ipilimumab,1.0,confident_2arm,2,2,False
PMID 28056202 a_Summary_SoE.pdf,NCT01120184,0,Arm A (Trastuzumab + Taxane),53.0,control,intervention,EXPERIMENTAL,Trastuzumab + Taxane (docetaxel or paclitaxel),0.4,uncertain,3,3,True
PMID 28056202 a_Summary_SoE.pdf,NCT01120184,0,Arm B (Trastuzumab emtansine + Pertuzumab),24.0,intervention,intervention,EXPERIMENTAL,Trastuzumab emtansine + pertuzumab,1.0,confident,3,3,False
PMID 28056202 a_Summary_SoE.pdf,NCT01120184,1,Arm C (Trastuzumab emtansine + Pertuzumab-placebo),25.0,intervention,intervention,EXPERIMENTAL,Trastuzumab emtansine + pertuzumab placebo,1.0,confident,3,3,False
PMID 28076709 a_Summary_SoE.pdf,NCT01578239,0,Arm B (60 mg Octreotide LAR),14.0,control,control,ACTIVE_COMPARATOR,Octreotide LAR,1.0,confident_2arm,2,2,False
PMID 28076709 a_Summary_SoE.pdf,NCT01578239,0,Arm A (177Lu-DOTA0-Tyr3-Octreotate + 30 mg Octreotide LAR),21.0,intervention,intervention,EXPERIMENTAL,177Lu-DOTA0-Tyr3-Octreotate,1.0,confident_2arm,2,2,False
PMID 28125763 a_Summary_SoE.pdf,NCT00320710,0,Arm A (Zometa 4 mg every 4 weeks),14.0,control,intervention,EXPERIMENTAL,Zoledronic acid every (q) 4 weeks,0.55,count_mismatch,2,3,True
PMID 28125763 a_Summary_SoE.pdf,NCT00320710,0,Arm B (Zometa 4 mg every 12 weeks),14.0,intervention,intervention,EXPERIMENTAL,Zoledronic acid q 12 weeks,0.133,count_mismatch,2,3,False
PMID 28126333 a_Summary_SoE.pdf,NCT01828099,0,Arm 2 (Reference Chemotherapy),20.0,control,control,ACTIVE_COMPARATOR,Chemotherapy,0.5,confident_2arm,2,2,False
PMID 28126333 a_Summary_SoE.pdf,NCT01828099,0,Arm 1 (LDK378),20.0,intervention,intervention,EXPERIMENTAL,Ceritinib,0.5,confident_2arm,2,2,False
PMID 28135150 a_Summary_SoE.pdf,NCT00003641,0,Arm A (Observation),5.0,control,control,OTHER,Observation,0.5,confident_2arm,2,2,False
PMID 28135150 a_Summary_SoE.pdf,NCT00003641,0,Arm B (Four Weeks High-dose IFN Alfa-2b),25.0,intervention,intervention,EXPERIMENTAL,Interferon Alfa-2b,0.5,confident_2arm,2,2,False
PMID 28139405 CT_Summary_SoE.pdf,NCT01569295,0,Arm B (Placebo + Bendamustine/Rituximab),23.0,control,control,PLACEBO_COMPARATOR,Placebo to match idelalisib+bendamustine+rituximab,0.733,confident_2arm,2,2,False
PMID 28139405 CT_Summary_SoE.pdf,NCT01569295,0,Arm A (Idelalisib + Bendamustine/Rituximab),23.0,intervention,intervention,EXPERIMENTAL,Idelalisib+bendamustine+rituximab,1.0,confident_2arm,2,2,False
PMID 28140392 a_Summary_SoE.pdf,NCT00910910,0,Chlorambucil (CHB) Arm,27.0,control,control,ACTIVE_COMPARATOR,2- Chlorambucil,0.75,confident_2arm,2,2,False
PMID 28140392 a_Summary_SoE.pdf,NCT00910910,0,Lenalidomide (LEN) Arm,14.0,intervention,intervention,EXPERIMENTAL,1 - Lenalidomide,0.75,confident_2arm,2,2,False
PMID 28146658 a_Summary_SoE.pdf,NCT00002874,0,Arm 2 (Radiation Therapy + Placebo),40.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 28146658 a_Summary_SoE.pdf,NCT00002874,0,Arm 1 (Radiation Therapy + Casodex),40.0,intervention,intervention,EXPERIMENTAL,Bicalutamide,0.5,confident_2arm,2,2,False
PMID 28212060 a_Summary_SoE.pdf,NCT02256436,0,"Arm B (Investigator's Choice: Paclitaxel, Docetaxel, or Vinflunine)",22.0,control,control,ACTIVE_COMPARATOR,Control,0.818,confident_2arm,2,2,False
PMID 28212060 a_Summary_SoE.pdf,NCT02256436,0,Arm A (Pembrolizumab),18.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab,1.0,confident_2arm,2,2,False
PMID 28249141 a_Summary_SoE.pdf,NCT02013167,0,Arm 2 (Standard of Care Chemotherapy),34.0,control,control,ACTIVE_COMPARATOR,Standard of Care Chemotherapy,0.7,confident_2arm,2,2,False
PMID 28249141 a_Summary_SoE.pdf,NCT02013167,0,Arm 1 (Blinatumomab),42.0,intervention,intervention,EXPERIMENTAL,Blinatumomab,1.0,confident_2arm,2,2,False
PMID 28257752 CT_Summary_SoE.pdf,NCT01659021,0,Arm B (Ofatumumab),16.0,control,control,ACTIVE_COMPARATOR,Ofatumumab,0.7,confident_2arm,2,2,False
PMID 28257752 CT_Summary_SoE.pdf,NCT01659021,0,Arm A (Idelalisib + Ofatumumab),16.0,intervention,intervention,EXPERIMENTAL,Idelalisib+ofatumumab,1.0,confident_2arm,2,2,False
PMID 28296618 a_Summary_SoE.pdf,NCT00482677,0,Arm 1 (Short-course Radiation Therapy alone),21.0,control,control,ACTIVE_COMPARATOR,Radiation,0.5,confident_2arm,2,2,False
PMID 28296618 a_Summary_SoE.pdf,NCT00482677,0,Arm 2 (Short-course Radiation Therapy + Temozolomide),41.0,intervention,control,ACTIVE_COMPARATOR,Temozolomide,0.5,confident_2arm,2,2,True
PMID 28380315 a_Summary_SoE.pdf,NCT01339910,0,Arm B: Myeloablative Conditioning (MAC),23.0,control,control,ACTIVE_COMPARATOR,Myeloablative Conditioning Regimen (MAC),0.5,confident_2arm,2,2,False
PMID 28380315 a_Summary_SoE.pdf,NCT01339910,0,Arm A: Reduced Intensity Conditioning (RIC),22.0,intervention,intervention,EXPERIMENTAL,Reduced Intensity Conditioning (RIC),0.5,confident_2arm,2,2,False
PMID 28384065 a_Summary_SoE.pdf,NCT00569127,0,Arm 2 (Depot Octreotide Plus Interferon Alpha-2b),18.0,control,intervention,EXPERIMENTAL,Arm II (octreotide acetate and recombinant interferon alfa-2b),0.5,confident_2arm,2,2,True
PMID 28384065 a_Summary_SoE.pdf,NCT00569127,0,Arm 1 (Depot Octreotide Plus Bevacizumab),18.0,intervention,intervention,EXPERIMENTAL,Arm I (octreotide acetate and bevacizumab),0.545,confident_2arm,2,2,False
PMID 28438473 a_Summary_SoE.pdf,NCT00565851,0,Arm I/V (No Surgery + Chemotherapy),29.0,control,control,,,0.0,count_mismatch_leftover,5,4,False
PMID 28438473 a_Summary_SoE.pdf,NCT00565851,1,Arm III/VII (Surgery + CT/GC),31.0,control,intervention,EXPERIMENTAL,"Arm III (gemcitabine hydrochloride, carboplatin)",0.0,count_mismatch,5,4,True
PMID 28438473 a_Summary_SoE.pdf,NCT00565851,0,Arm IV/VIII (Surgery + Chemotherapy + Bevacizumab),36.0,intervention,intervention,EXPERIMENTAL,"Arm IV (gemcitabine hydrochloride, bevacizumab, carboplatin)",0.0,count_mismatch,5,4,False
PMID 28438473 a_Summary_SoE.pdf,NCT00565851,1,Arm II (Carboplatin + Paclitaxel + Bevacizumab),36.0,intervention,intervention,EXPERIMENTAL,"Arm II (paclitaxel, docetaxel, carboplatin, bevacizumab)",0.3,count_mismatch,5,4,False
PMID 28438473 a_Summary_SoE.pdf,NCT00565851,2,Arm IV (Surgery + Carboplatin + Paclitaxel + Bevacizumab),34.0,intervention,control,ACTIVE_COMPARATOR,"Arm I (paclitaxel, docetaxel, carboplatin)",0.116,count_mismatch,5,4,True
PMID 28492898 CT_Summary_SoE.pdf,NCT01933932,0,Arm B (Placebo + Docetaxel),26.0,control,intervention,EXPERIMENTAL,Placebo + Docetaxel,0.667,confident_2arm,2,2,True
PMID 28492898 CT_Summary_SoE.pdf,NCT01933932,0,Arm A (Selumetinib + Docetaxel),26.0,intervention,intervention,EXPERIMENTAL,Selumetinib + Docetaxel,0.6,confident_2arm,2,2,False
PMID 28501140 CT_Summary_SoE.pdf,NCT02075840,0,Arm B (Crizotinib),8.0,control,control,ACTIVE_COMPARATOR,Crizotinib,1.0,confident_2arm,2,2,False
PMID 28501140 CT_Summary_SoE.pdf,NCT02075840,0,Arm A (Alectinib),8.0,intervention,intervention,EXPERIMENTAL,Alectinib,1.0,confident_2arm,2,2,False
PMID 28578601 a_Summary_SoE.pdf,NCT02000622,0,Arm B (Physician's Choice Chemotherapy),37.0,control,control,ACTIVE_COMPARATOR,Physician's choice chemotherapy,0.7,confident_2arm,2,2,False
PMID 28578601 a_Summary_SoE.pdf,NCT02000622,0,Arm A (Olaparib Monotherapy),20.0,intervention,intervention,EXPERIMENTAL,Olaparib,1.0,confident_2arm,2,2,False
PMID 28578607 a_Summary_SoE.pdf,NCT01715285,0,Arm B (ADT + Placebos),17.0,control,control,PLACEBO_COMPARATOR,Placebo + Androgen Deprivation Therapy (ADT),0.5,confident_2arm,2,2,False
PMID 28578607 a_Summary_SoE.pdf,NCT01715285,0,Arm A (Abiraterone Acetate + Prednisone + ADT),17.0,intervention,intervention,EXPERIMENTAL,Abiraterone acetate + Prednisone + ADT,0.8,confident_2arm,2,2,False
PMID 28580882 a_Summary_SoE.pdf,NCT02107703,0,Arm B (Placebo + Fulvestrant),15.0,control,control,PLACEBO_COMPARATOR,Placebo + Fulvestrant,1.0,confident_2arm,2,2,False
PMID 28580882 a_Summary_SoE.pdf,NCT02107703,0,Arm A (Abemaciclib + Fulvestrant),15.0,intervention,intervention,EXPERIMENTAL,Abemaciclib + Fulvestrant,1.0,confident_2arm,2,2,False
PMID 28581356 a_Summary_SoE.pdf,NCT01358877,0,Arm 2 (Placebo + Trastuzumab + Chemotherapy),18.0,control,control,PLACEBO_COMPARATOR,Placebo + Trastuzumab + Chemotherapy,0.5,confident_2arm,2,2,False
PMID 28581356 a_Summary_SoE.pdf,NCT01358877,0,Arm 1 (Pertuzumab + Trastuzumab + Chemotherapy),18.0,intervention,intervention,EXPERIMENTAL,Pertuzumab + Trastuzumab + Chemotherapy,0.5,confident_2arm,2,2,False
PMID 28600132 CT_Summary_SoE.pdf,NCT01578499,0,Arm 2: Physician's Choice (Methotrexate or Bexarotene),17.0,control,control,ACTIVE_COMPARATOR,Methotrexate or Bexarotene,0.667,confident_2arm,2,2,False
PMID 28600132 CT_Summary_SoE.pdf,NCT01578499,0,Arm 1: Brentuximab vedotin (SGN-35),21.0,intervention,intervention,EXPERIMENTAL,Brentuximab vedotin,0.8,confident_2arm,2,2,False
PMID 28632865 a_Summary_SoE.pdf,NCT00265850,0,Arm A (Bevacizumab + FOLFOX/FOLFIRI),27.0,control,control,ACTIVE_COMPARATOR,Arm A: FOLFOX or FOLFIRI + bevacizumab,0.8,count_mismatch,2,3,False
PMID 28632865 a_Summary_SoE.pdf,NCT00265850,0,Arm B (Cetuximab + FOLFOX/FOLFIRI),53.0,intervention,intervention,EXPERIMENTAL,Arm B: FOLFOX or FOLFIRI + cetuximab,0.8,count_mismatch,2,3,False
PMID 28636851 a_Summary_SoE.pdf,NCT02041533,0,Arm B (Investigator's Choice Chemotherapy),21.0,control,control,ACTIVE_COMPARATOR,Arm B: Investigator's Choice Chemotherapy,0.5,confident_2arm,2,2,False
PMID 28636851 a_Summary_SoE.pdf,NCT02041533,0,Arm A (Nivolumab),27.0,intervention,intervention,EXPERIMENTAL,Arm A: Nivolumab subjects,0.75,confident_2arm,2,2,False
PMID 28644114 a_Summary_SoE.pdf,NCT00651261,0,Arm B (Placebo + Chemotherapy),66.0,control,control,ACTIVE_COMPARATOR,Induction and consolidation chemotherapy plus placebo,0.5,confident_2arm,2,2,False
PMID 28644114 a_Summary_SoE.pdf,NCT00651261,0,Arm A (Midostaurin + Chemotherapy),66.0,intervention,intervention,EXPERIMENTAL,Induction and consolidation chemotherapy plus midostaurin,0.5,confident_2arm,2,2,False
PMID 28687830 a_Summary_SoE.pdf,NCT00655876,0,Arm 2 (Radiation Therapy + Paclitaxel + Cisplatin),32.0,control,control,ACTIVE_COMPARATOR,Chemoradiation,0.875,confident_2arm,2,2,False
PMID 28687830 a_Summary_SoE.pdf,NCT00655876,0,Arm 1 (Radiation Therapy + Paclitaxel + Cisplatin + Cetuximab),32.0,intervention,intervention,EXPERIMENTAL,Chemoradiation + Cetuximab,0.909,confident_2arm,2,2,False
PMID 28746153 CT_Summary_SoE.pdf,NCT01438476,0,Intravenous Patient Controlled Analgesia (IVPCA),8.0,control,intervention,EXPERIMENTAL,IV Pain Management,0.5,confident_2arm,2,2,True
PMID 28746153 CT_Summary_SoE.pdf,NCT01438476,0,Thoracic Epidural Analgesia (TEA),8.0,intervention,intervention,EXPERIMENTAL,Epidural Pain Management,0.5,confident_2arm,2,2,False
PMID 28753384 a_Summary_SoE.pdf,NCT01308567,0,Arm C (Docetaxel 75 mg/m² + Prednisone),24.0,control,control,ACTIVE_COMPARATOR,Docetaxel 75 mg/m^2,0.75,confident,3,3,False
PMID 28753384 a_Summary_SoE.pdf,NCT01308567,0,Arm A (Cabazitaxel 25 mg/m² + Prednisone),24.0,intervention,intervention,EXPERIMENTAL,Cabazitaxel 25 mg/m^2,0.75,confident,3,3,False
PMID 28753384 a_Summary_SoE.pdf,NCT01308567,1,Arm B (Cabazitaxel 20 mg/m² + Prednisone),24.0,intervention,intervention,EXPERIMENTAL,Cabazitaxel 20 mg/m^2,0.75,confident,3,3,False
PMID 28754483 CT_Summary_SoE.pdf,NCT01874353,0,Matching Placebo,0.0,control,control,PLACEBO_COMPARATOR,Placebo tablets,0.5,confident_2arm,2,2,False
PMID 28754483 CT_Summary_SoE.pdf,NCT01874353,0,Olaparib 300 mg bd tablets,0.0,intervention,intervention,EXPERIMENTAL,Olaparib 300mg tablets,0.8,confident_2arm,2,2,False
PMID 28796588 a_Summary_SoE.pdf,NCT01287741,0,R-CHOP (Rituximab plus CHOP),12.0,control,control,ACTIVE_COMPARATOR,Rituximab+Chemotherapy,0.5,confident_2arm,2,2,False
PMID 28796588 a_Summary_SoE.pdf,NCT01287741,0,G-CHOP (GA101 plus CHOP),14.0,intervention,intervention,EXPERIMENTAL,Obinutuzumab+Chemotherapy,0.5,confident_2arm,2,2,False
PMID 28809610 a_Summary_SoE.pdf,NCT01308580,0,Arm B (Cabazitaxel 25 mg/m²),20.0,control,control,,,0.0,count_mismatch_leftover,3,2,False
PMID 28809610 a_Summary_SoE.pdf,NCT01308580,0,Arm A (Cabazitaxel 20 mg/m²),20.0,intervention,intervention,EXPERIMENTAL,Cabazitaxel 25 mg/m^2,0.073,count_mismatch,3,2,False
PMID 28809610 a_Summary_SoE.pdf,NCT01308580,1,Arm B (Cabazitaxel 25 mg/m² + Prednisone),20.5,intervention,intervention,EXPERIMENTAL,Cabazitaxel 20 mg/m^2,0.345,count_mismatch,3,2,False
PMID 28854067 a_Summary_SoE.pdf,NCT01285609,0,Arm B (Placebo + Paclitaxel + Carboplatin),10.0,control,control,PLACEBO_COMPARATOR,Placebo + Paclitaxel and Carboplatin,1.0,confident_2arm,2,2,False
PMID 28854067 a_Summary_SoE.pdf,NCT01285609,0,Arm A (Ipilimumab + Paclitaxel + Carboplatin),10.0,intervention,intervention,EXPERIMENTAL,Ipilimumab + Paclitaxel and Carboplatin,1.0,confident_2arm,2,2,False
PMID 28885881 a_Summary_SoE.pdf,NCT02125461,0,Arm B (Placebo),26.0,control,control,PLACEBO_COMPARATOR,PLACEBO,1.0,confident_2arm,2,2,False
PMID 28885881 a_Summary_SoE.pdf,NCT02125461,0,Arm A (MEDI4736 / Durvalumab),26.0,intervention,intervention,EXPERIMENTAL,MEDI4736,0.5,confident_2arm,2,2,False
PMID 28891408 a_Summary_SoE.pdf,NCT01682083,0,Arm B (Placebo),13.0,control,control,PLACEBO_COMPARATOR,Dabrafenib and trametinib placebos,0.5,confident_2arm,2,2,False
PMID 28891408 a_Summary_SoE.pdf,NCT01682083,0,Arm A (Dabrafenib + Trametinib),13.0,intervention,intervention,EXPERIMENTAL,Dabrafenib and trametinib,1.0,confident_2arm,2,2,False
PMID 28891423 a_Summary_SoE.pdf,NCT02388906,0,Arm A (Ipilimumab 10 mg/kg + Nivolumab Placebo),31.0,control,intervention,EXPERIMENTAL,Ipilimumab and Placebo matching Nivolumab,0.717,count_mismatch,3,2,True
PMID 28891423 a_Summary_SoE.pdf,NCT02388906,0,Arm B (Nivolumab 3 mg/kg + Ipilimumab Placebo),31.0,intervention,intervention,EXPERIMENTAL,Nivolumab and Placebo matching Ipilimumab,0.717,count_mismatch,3,2,False
PMID 28891423 a_Summary_SoE.pdf,NCT02388906,1,Arm B (Nivolumab 3 mg/kg),31.0,intervention,intervention,,,0.0,count_mismatch_leftover,3,2,False
PMID 28902533 a_Summary_SoE.pdf,NCT01235962,0,Matching Placebo,14.0,control,control,PLACEBO_COMPARATOR,placebo,0.833,confident_2arm,2,2,False
PMID 28902533 a_Summary_SoE.pdf,NCT01235962,0,Pazopanib (600 mg or 800 mg daily),14.0,intervention,intervention,EXPERIMENTAL,pazopanib,1.0,confident_2arm,2,2,False
PMID 28916367 a_Summary_SoE.pdf,NCT01968213,0,Placebo,14.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 28916367 a_Summary_SoE.pdf,NCT01968213,0,Rucaparib,14.0,intervention,intervention,EXPERIMENTAL,Rucaparib,1.0,confident_2arm,2,2,False
PMID 28916371 a_Summary_SoE.pdf,NCT02426125,0,Arm B (Placebo plus Docetaxel),18.0,control,control,PLACEBO_COMPARATOR,Placebo + Docetaxel,1.0,confident_2arm,2,2,False
PMID 28916371 a_Summary_SoE.pdf,NCT02426125,0,Arm A (Ramucirumab plus Docetaxel),18.0,intervention,intervention,EXPERIMENTAL,Ramucirumab + Docetaxel,1.0,confident_2arm,2,2,False
PMID 28935843 a_Summary_SoE.pdf,NCT01649856,0,Rituximab IV plus CHOP,10.0,control,intervention,EXPERIMENTAL,A: Rituximab SC,0.667,confident_2arm,2,2,True
PMID 28935843 a_Summary_SoE.pdf,NCT01649856,0,Rituximab SC plus CHOP,10.0,intervention,control,ACTIVE_COMPARATOR,B: Rituximab IV,0.667,confident_2arm,2,2,True
PMID 28958469a_Summary_SoE.pdf,NCT00774345,0,Placebo,22.0,control,control,PLACEBO_COMPARATOR,Placebo Comparator: 2,0.833,confident_2arm,2,2,False
PMID 28958469a_Summary_SoE.pdf,NCT00774345,0,Lenalidomide,22.0,intervention,intervention,EXPERIMENTAL,Experimental: 1,0.75,confident_2arm,2,2,False
