trial_reason,nct,nct_url,pmid,pubmed_url,arm_name,tt_12mo,pipeline_label,ctgov_label,ctgov_type,pubmed_designation,pubmed_evidence,final_label,arm_flag,human_decision (intervention/control/exclude),human_notes
CORRECTION_APPLIED,NCT00075829,https://clinicaltrials.gov/study/NCT00075829,21962393,https://pubmed.ncbi.nlm.nih.gov/21962393,Arm B2 (Auto-Auto + Observation),36.0,control,control,ACTIVE_COMPARATOR,control,allogeneic HSCT ... compared with tandem autologous HSCT,control,,,
CORRECTION_APPLIED,NCT00075829,https://clinicaltrials.gov/study/NCT00075829,21962393,https://pubmed.ncbi.nlm.nih.gov/21962393,Arm A (Auto-Allo: ASCT followed by NMSCT),45.0,intervention,control,ACTIVE_COMPARATOR,intervention,we aimed to assess effectiveness of allogeneic HSCT with non-myeloablative conditioning after autologous HSCT compared with tandem autologous HSCT,intervention,,,
CORRECTION_APPLIED,NCT00075829,https://clinicaltrials.gov/study/NCT00075829,21962393,https://pubmed.ncbi.nlm.nih.gov/21962393,Arm B1 (Auto-Auto + Maintenance),51.0,intervention,control,ACTIVE_COMPARATOR,control,allogeneic HSCT ... compared with tandem autologous HSCT,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00553358,https://clinicaltrials.gov/study/NCT00553358,22257673,https://pubmed.ncbi.nlm.nih.gov/22257673,Lapatinib alone,21.0,intervention,intervention,EXPERIMENTAL,intervention,the two anti-HER2 agents given together would be better than single-agent therapy,intervention,,,
CORRECTION_APPLIED,NCT00553358,https://clinicaltrials.gov/study/NCT00553358,22257673,https://pubmed.ncbi.nlm.nih.gov/22257673,Trastuzumab alone,22.0,intervention,control,ACTIVE_COMPARATOR,control,pCR rate was significantly higher in the group given lapatinib and trastuzumab ... than in the group given trastuzumab alone,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00553358,https://clinicaltrials.gov/study/NCT00553358,22257673,https://pubmed.ncbi.nlm.nih.gov/22257673,Lapatinib + Trastuzumab,22.0,intervention,intervention,EXPERIMENTAL,intervention,pCR rate was significantly higher in the group given lapatinib and trastuzumab,intervention,,,
CORRECTION_APPLIED,NCT00066573,https://clinicaltrials.gov/study/NCT00066573,23358971,https://pubmed.ncbi.nlm.nih.gov/23358971,Arm 2: Exemestane + Placebo,5.0,control,control,,intervention,exemestane ... could prove superior to anastrozole regarding efficacy and toxicity,intervention,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00066573,https://clinicaltrials.gov/study/NCT00066573,23358971,https://pubmed.ncbi.nlm.nih.gov/23358971,Arm 4: Anastrozole + Placebo,5.0,control,control,,control,exemestane ... could prove superior to anastrozole,control,,,
CORRECTION_APPLIED,NCT00066573,https://clinicaltrials.gov/study/NCT00066573,23358971,https://pubmed.ncbi.nlm.nih.gov/23358971,Arm 1: Exemestane + Celecoxib,5.0,intervention,intervention,EXPERIMENTAL,intervention,exemestane ... could prove superior to anastrozole regarding efficacy and toxicity,intervention,,,
CORRECTION_APPLIED,NCT00066573,https://clinicaltrials.gov/study/NCT00066573,23358971,https://pubmed.ncbi.nlm.nih.gov/23358971,Arm 3: Anastrozole + Celecoxib,5.0,intervention,control,ACTIVE_COMPARATOR,control,exemestane ... could prove superior to anastrozole,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00093795,https://clinicaltrials.gov/study/NCT00093795,23940225,https://pubmed.ncbi.nlm.nih.gov/23940225,Group 1 (TAC),11.0,control,control,ACTIVE_COMPARATOR,control,whether the incorporation of a fourth drug could improve outcomes relative to two standard regimens,control,,,
CORRECTION_APPLIED,NCT00093795,https://clinicaltrials.gov/study/NCT00093795,23940225,https://pubmed.ncbi.nlm.nih.gov/23940225,Group 2 (DD AC -> P),13.0,intervention,control,ACTIVE_COMPARATOR,control,incorporation of a fourth drug could improve outcomes relative to two standard regimens,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00093795,https://clinicaltrials.gov/study/NCT00093795,23940225,https://pubmed.ncbi.nlm.nih.gov/23940225,Group 3 (DD AC -> PG),13.0,intervention,intervention,EXPERIMENTAL,intervention,DD AC->P with four cycles of gemcitabine (G) added to the DD paclitaxel (DD AC->PG),intervention,,,
CORRECTION_APPLIED,NCT01998880,https://clinicaltrials.gov/study/NCT01998880,24401022,https://pubmed.ncbi.nlm.nih.gov/24401022,Arm C (Clb: Chlorambucil alone),15.0,control,control,ACTIVE_COMPARATOR,control,"obinutuzumab-chlorambucil or rituximab-chlorambucil, as compared with chlorambucil monotherapy, increased response rates",control,,,
CORRECTION_APPLIED,NCT01998880,https://clinicaltrials.gov/study/NCT01998880,24401022,https://pubmed.ncbi.nlm.nih.gov/24401022,Arm B (RClb: Rituximab + Chlorambucil),15.0,intervention,control,ACTIVE_COMPARATOR,control,obinutuzumab was superior to rituximab when each was combined with chlorambucil,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT01998880,https://clinicaltrials.gov/study/NCT01998880,24401022,https://pubmed.ncbi.nlm.nih.gov/24401022,Arm A (GClb: Obinutuzumab + Chlorambucil),17.0,intervention,intervention,EXPERIMENTAL,intervention,"We investigated the benefit of the type 2, glycoengineered antibody obinutuzumab... as compared with that of rituximab",intervention,,,
CORRECTION_APPLIED,NCT01156142,https://clinicaltrials.gov/study/NCT01156142,24733799,https://pubmed.ncbi.nlm.nih.gov/24733799,Doxepin then Placebo Crossover,11.0,intervention,control,PLACEBO_COMPARATOR,intervention,to test the efficacy of doxepin hydrochloride in the reduction of radiotherapy-induced OM pain,intervention,,,
CORRECTION_APPLIED,NCT01156142,https://clinicaltrials.gov/study/NCT01156142,24733799,https://pubmed.ncbi.nlm.nih.gov/24733799,Placebo then Doxepin Crossover,11.0,intervention,intervention,EXPERIMENTAL,control,patients were randomly allocated to a doxepin oral rinse or a placebo,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00078949,https://clinicaltrials.gov/study/NCT00078949,25267740,https://pubmed.ncbi.nlm.nih.gov/25267740,Arm S2 (DHAP +/- Rituximab),9.0,control,intervention,EXPERIMENTAL,control,gemcitabine-based therapy before autologous stem-cell transplantation (ASCT) is as effective as and less toxic than standard treatment,control,,,
CORRECTION_APPLIED,NCT00078949,https://clinicaltrials.gov/study/NCT00078949,25267740,https://pubmed.ncbi.nlm.nih.gov/25267740,Arm S1 (GDP),9.0,intervention,intervention,EXPERIMENTAL,intervention,we hypothesized that gemcitabine-based therapy before autologous stem-cell transplantation (ASCT) is as effective as and less toxic than standard treatment,intervention,,,
CORRECTION_APPLIED,NCT00078949,https://clinicaltrials.gov/study/NCT00078949,25267740,https://pubmed.ncbi.nlm.nih.gov/25267740,Arm S2 (DHAP),20.5,intervention,intervention,EXPERIMENTAL,control,treatment with GDP is associated with a noninferior response rate... less toxicity and hospitalization,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00006237,https://clinicaltrials.gov/study/NCT00006237,25332243,https://pubmed.ncbi.nlm.nih.gov/25332243,Arm 1 (High-Dose Interferon Alpha-2b),29.0,control,control,ACTIVE_COMPARATOR,control,High-dose interferon (IFN) for 1 year (HDI) is the US Food and Drug Administration-approved adjuvant therapy,control,,,
CORRECTION_APPLIED,NCT00006237,https://clinicaltrials.gov/study/NCT00006237,25332243,https://pubmed.ncbi.nlm.nih.gov/25332243,Arm 2 (Biochemotherapy: CVD + IL-2 + IFN + G-CSF),49.0,intervention,intervention,EXPERIMENTAL,intervention,We sought to determine whether a shorter course of biochemotherapy would be more effective,intervention,,,
CORRECTION_APPLIED,NCT00006237,https://clinicaltrials.gov/study/NCT00006237,25332243,https://pubmed.ncbi.nlm.nih.gov/25332243,Arm 1 (One Year High-Dose Interferon Alpha-2b),164.0,intervention,intervention,,control,High-dose interferon (IFN) for 1 year (HDI) is the US Food and Drug Administration-approved adjuvant therapy,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00070564,https://clinicaltrials.gov/study/NCT00070564,25422488,https://pubmed.ncbi.nlm.nih.gov/25422488,Arm 5 (AC q2w x 4 -> Paclitaxel q2w x 6),22.0,intervention,control,ACTIVE_COMPARATOR,control,that paclitaxel once per week was superior to six cycles of paclitaxel once every 2 weeks,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00070564,https://clinicaltrials.gov/study/NCT00070564,25422488,https://pubmed.ncbi.nlm.nih.gov/25422488,Arm 6 (AC q2w x 4 -> Paclitaxel weekly x 12),22.0,intervention,intervention,EXPERIMENTAL,intervention,that paclitaxel once per week was superior to six cycles of paclitaxel once every 2 weeks,intervention,,,
CORRECTION_APPLIED,NCT00929695,https://clinicaltrials.gov/study/NCT00929695,25682602,https://pubmed.ncbi.nlm.nih.gov/25682602,Higher-dose prednisone (1 or 2 mg/kg/day),14.5,control,intervention,EXPERIMENTAL,control,a 50% decrease in the initial dose of prednisone... would suffice to control graft-versus-host disease,control,,,
CORRECTION_APPLIED,NCT00929695,https://clinicaltrials.gov/study/NCT00929695,25682602,https://pubmed.ncbi.nlm.nih.gov/25682602,Lower-dose prednisone (0.5 or 1 mg/kg/day),15.0,intervention,control,ACTIVE_COMPARATOR,intervention,prednisone is effective and safe for patients with newly diagnosed acute graft-versus-host disease,intervention,,,
CORRECTION_APPLIED,NCT00929695,https://clinicaltrials.gov/study/NCT00929695,25682602,https://pubmed.ncbi.nlm.nih.gov/25682602,Higher-dose prednisone (1 or 2 mg/kg/day),16.0,intervention,intervention,,control,a 50% decrease in the initial dose of prednisone... would suffice to control graft-versus-host disease,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00507416,https://clinicaltrials.gov/study/NCT00507416,26056177,https://pubmed.ncbi.nlm.nih.gov/26056177,VD (VELCADE and Dexamethasone),53.0,intervention,intervention,EXPERIMENTAL,control,VTD and VMP did not appear to offer an advantage over VD in transplantation-ineligible patients,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00507416,https://clinicaltrials.gov/study/NCT00507416,26056177,https://pubmed.ncbi.nlm.nih.gov/26056177,"VTD (VELCADE, Thalidomide, and Dexamethasone)",53.0,intervention,intervention,EXPERIMENTAL,intervention,VTD and VMP did not appear to offer an advantage over VD,intervention,,,
CORRECTION_APPLIED,NCT00507416,https://clinicaltrials.gov/study/NCT00507416,26056177,https://pubmed.ncbi.nlm.nih.gov/26056177,"VMP (VELCADE, Melphalan, and Prednisone)",53.0,intervention,intervention,EXPERIMENTAL,intervention,VTD and VMP did not appear to offer an advantage over VD,intervention,,,
CORRECTION_APPLIED,NCT01308580,https://clinicaltrials.gov/study/NCT01308580,28809610,https://pubmed.ncbi.nlm.nih.gov/28809610,Arm B (Cabazitaxel 25 mg/m²),20.0,control,control,,control,noninferiority of cabazitaxel 20 mg/m2 (C20) versus C25... the Currently Approved Dose (25 mg/m2),control,,,
CORRECTION_APPLIED,NCT01308580,https://clinicaltrials.gov/study/NCT01308580,28809610,https://pubmed.ncbi.nlm.nih.gov/28809610,Arm A (Cabazitaxel 20 mg/m²),20.0,intervention,intervention,EXPERIMENTAL,intervention,assessed the noninferiority of cabazitaxel 20 mg/m2 (C20) versus C25 in postdocetaxel patients with mCRPC,intervention,,,
CORRECTION_APPLIED,NCT01308580,https://clinicaltrials.gov/study/NCT01308580,28809610,https://pubmed.ncbi.nlm.nih.gov/28809610,Arm B (Cabazitaxel 25 mg/m² + Prednisone),20.5,intervention,intervention,EXPERIMENTAL,control,the Currently Approved Dose (25 mg/m2)... C20 maintained >=50% of the OS benefit of C25,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00553410,https://clinicaltrials.gov/study/NCT00553410,29158011,https://pubmed.ncbi.nlm.nih.gov/29158011,Arm A (Continuous Letrozole),2.0,control,control,ACTIVE_COMPARATOR,control,Extended adjuvant intermittent letrozole versus continuous letrozole in postmenopausal women with breast cancer,control,,,
CORRECTION_APPLIED,NCT00553410,https://clinicaltrials.gov/study/NCT00553410,29158011,https://pubmed.ncbi.nlm.nih.gov/29158011,Arm A (Continuous letrozole),2.0,intervention,intervention,,control,Extended adjuvant intermittent letrozole versus continuous letrozole in postmenopausal women with breast cancer,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00553410,https://clinicaltrials.gov/study/NCT00553410,29158011,https://pubmed.ncbi.nlm.nih.gov/29158011,Arm B (Intermittent letrozole),2.0,intervention,intervention,EXPERIMENTAL,intervention,Extended adjuvant intermittent letrozole versus continuous letrozole in postmenopausal women with breast cancer,intervention,,,
CORRECTION_APPLIED,NCT00946712,https://clinicaltrials.gov/study/NCT00946712,29169877,https://pubmed.ncbi.nlm.nih.gov/29169877,Arm 1b (Carboplatin/Paclitaxel),12.0,control,control,,control,either with cetuximab (...cetuximab group) or without (control group),control,,,
CORRECTION_APPLIED,NCT00946712,https://clinicaltrials.gov/study/NCT00946712,29169877,https://pubmed.ncbi.nlm.nih.gov/29169877,Arm 1a (Carboplatin/Paclitaxel/Bevacizumab),18.0,control,intervention,EXPERIMENTAL,control,either with cetuximab (...cetuximab group) or without (control group),control,,,
CORRECTION_APPLIED,NCT00946712,https://clinicaltrials.gov/study/NCT00946712,29169877,https://pubmed.ncbi.nlm.nih.gov/29169877,Arm 1a (Carboplatin/Paclitaxel/Bevacizumab),53.0,intervention,intervention,,control,either with cetuximab (...cetuximab group) or without (control group),control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00946712,https://clinicaltrials.gov/study/NCT00946712,29169877,https://pubmed.ncbi.nlm.nih.gov/29169877,Arm 2a (Carboplatin/Paclitaxel/Bevacizumab/Cetuximab),53.0,intervention,intervention,EXPERIMENTAL,intervention,explore the activity of cetuximab with chemotherapy in patients with advanced NSCLC who are EGFR FISH-positive,intervention,,,
CORRECTION_APPLIED,NCT00946712,https://clinicaltrials.gov/study/NCT00946712,29169877,https://pubmed.ncbi.nlm.nih.gov/29169877,Arm 2b (Carboplatin/Paclitaxel/Cetuximab),52.0,intervention,intervention,,intervention,explore the activity of cetuximab with chemotherapy in patients with advanced NSCLC who are EGFR FISH-positive,intervention,,,
CORRECTION_APPLIED,NCT00118209,https://clinicaltrials.gov/study/NCT00118209,30939090,https://pubmed.ncbi.nlm.nih.gov/30939090,Arm A (R-CHOP),11.5,control,control,ACTIVE_COMPARATOR,control,"compared dose-adjusted ... (DA-EPOCH-R) with standard rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP)",control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00118209,https://clinicaltrials.gov/study/NCT00118209,30939090,https://pubmed.ncbi.nlm.nih.gov/30939090,Arm A (R-CHOP),41.0,intervention,intervention,,control,"compared dose-adjusted ... (DA-EPOCH-R) with standard rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone (R-CHOP)",control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00118209,https://clinicaltrials.gov/study/NCT00118209,30939090,https://pubmed.ncbi.nlm.nih.gov/30939090,Arm B (DA-EPOCH-R),40.0,intervention,intervention,EXPERIMENTAL,intervention,"the more intensive, infusional DA-EPOCH-R was more toxic and did not improve PFS or OS compared with R-CHOP",intervention,,,
CORRECTION_APPLIED,NCT00567567,https://clinicaltrials.gov/study/NCT00567567,31454045,https://pubmed.ncbi.nlm.nih.gov/31454045,Regimen A (Single Myeloablative Consolidation),93.0,intervention,control,ACTIVE_COMPARATOR,control,To determine if tandem autologous transplant improves event-free survival (EFS) compared with single transplant,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00567567,https://clinicaltrials.gov/study/NCT00567567,31454045,https://pubmed.ncbi.nlm.nih.gov/31454045,Regimen B (Tandem Myeloablative Consolidation),110.0,intervention,intervention,EXPERIMENTAL,intervention,To determine if tandem autologous transplant improves event-free survival (EFS) compared with single transplant,intervention,,,
CORRECTION_APPLIED,NCT01435018,https://clinicaltrials.gov/study/NCT01435018,32145827,https://pubmed.ncbi.nlm.nih.gov/32145827,Arm 1C (Paclitaxel plus ART),14.0,control,control,ACTIVE_COMPARATOR,control,"or intravenous paclitaxel (the control arm), together with antiretroviral therapy (ART)",control,,,
CORRECTION_APPLIED,NCT01435018,https://clinicaltrials.gov/study/NCT01435018,32145827,https://pubmed.ncbi.nlm.nih.gov/32145827,Etoposide plus ART (ET+ART),25.0,control,intervention,EXPERIMENTAL,intervention,either intravenous bleomycin and vincristine or oral etoposide (the investigational arms),intervention,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT01435018,https://clinicaltrials.gov/study/NCT01435018,32145827,https://pubmed.ncbi.nlm.nih.gov/32145827,Arm 1A (Etoposide plus ART),14.0,intervention,intervention,,intervention,either intravenous bleomycin and vincristine or oral etoposide (the investigational arms),intervention,,,
CORRECTION_APPLIED,NCT01435018,https://clinicaltrials.gov/study/NCT01435018,32145827,https://pubmed.ncbi.nlm.nih.gov/32145827,Arm 1B (Bleomycin and vincristine plus ART),14.0,intervention,intervention,EXPERIMENTAL,intervention,either intravenous bleomycin and vincristine or oral etoposide (the investigational arms),intervention,,,
CORRECTION_APPLIED,NCT00408005,https://clinicaltrials.gov/study/NCT00408005,32813610,https://pubmed.ncbi.nlm.nih.gov/32813610,Arm A (Capizzi MTX - Control),51.0,control,intervention,EXPERIMENTAL,control,5-year disease-free survival (DFS) rates for patients ... randomly assigned to nelarabine (n = 323) and no nelarabine,control,,,
CORRECTION_APPLIED,NCT00408005,https://clinicaltrials.gov/study/NCT00408005,32813610,https://pubmed.ncbi.nlm.nih.gov/32813610,Arm C (High Dose MTX),52.0,intervention,control,ACTIVE_COMPARATOR,control,patients ... randomly assigned to nelarabine ... and no nelarabine (n = 336),control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00408005,https://clinicaltrials.gov/study/NCT00408005,32813610,https://pubmed.ncbi.nlm.nih.gov/32813610,Arm B (Capizzi MTX + Nelarabine),73.0,intervention,control,ACTIVE_COMPARATOR,intervention,addition of nelarabine to ABFM therapy improved DFS for children and young adults with newly diagnosed T-ALL,intervention,,,
CORRECTION_APPLIED,NCT00408005,https://clinicaltrials.gov/study/NCT00408005,32813610,https://pubmed.ncbi.nlm.nih.gov/32813610,Arm D (High Dose MTX + Nelarabine),74.0,intervention,control,ACTIVE_COMPARATOR,intervention,"Patients treated with the best-performing arm, C-MTX plus nelarabine ... addition of nelarabine ... improved DFS",intervention,,,
CORRECTION_APPLIED,NCT01509612,https://clinicaltrials.gov/study/NCT01509612,33010094,https://pubmed.ncbi.nlm.nih.gov/33010094,Arm 2 (Placebo Homeopathic Treatment),6.0,control,control,ACTIVE_COMPARATOR,control,additive homeopathic treatment compared with placebo in patients with stage IV NSCLC,control,,,
CORRECTION_APPLIED,NCT01509612,https://clinicaltrials.gov/study/NCT01509612,33010094,https://pubmed.ncbi.nlm.nih.gov/33010094,Arm 3 (Standard Care Control),5.0,control,control,NO_INTERVENTION,control,52 control patients without any homeopathic treatment were observed for survival only,control,,,
CORRECTION_APPLIED,NCT01509612,https://clinicaltrials.gov/study/NCT01509612,33010094,https://pubmed.ncbi.nlm.nih.gov/33010094,Arm 1 (Verum Homeopathic Treatment),6.0,intervention,intervention,,intervention,received either individualized homeopathic remedies (n = 51) or placebo ... QoL improved significantly in the homeopathy group,intervention,,,
CORRECTION_APPLIED,NCT01509612,https://clinicaltrials.gov/study/NCT01509612,33010094,https://pubmed.ncbi.nlm.nih.gov/33010094,Arm 2 (Placebo Homeopathic Treatment),6.0,intervention,control,PLACEBO_COMPARATOR,control,additive homeopathic treatment compared with placebo in patients with stage IV NSCLC,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00063999,https://clinicaltrials.gov/study/NCT00063999,33078978,https://pubmed.ncbi.nlm.nih.gov/33078978,Regimen II (Carboplatin/Paclitaxel),24.0,control,intervention,EXPERIMENTAL,intervention,studied carboplatin plus paclitaxel (TC) as a noninferior alternative to TAP,intervention,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00063999,https://clinicaltrials.gov/study/NCT00063999,33078978,https://pubmed.ncbi.nlm.nih.gov/33078978,Regimen II (Carboplatin/Paclitaxel),38.0,intervention,intervention,,intervention,studied carboplatin plus paclitaxel (TC) as a noninferior alternative to TAP,intervention,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00063999,https://clinicaltrials.gov/study/NCT00063999,33078978,https://pubmed.ncbi.nlm.nih.gov/33078978,Regimen I (Doxorubicin/Cisplatin/Paclitaxel + G-CSF),31.0,intervention,control,ACTIVE_COMPARATOR,control,carboplatin plus paclitaxel (TC) as a noninferior alternative to TAP [paclitaxel-doxorubicin-cisplatin],control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT01150045,https://clinicaltrials.gov/study/NCT01150045,33821899,https://pubmed.ncbi.nlm.nih.gov/33821899,Arm A (12 cycles FOLFOX + Placebo),11.0,control,control,ACTIVE_COMPARATOR,control,"addition of celecoxib for 3 years, compared with placebo, to standard adjuvant chemotherapy",control,,,
CORRECTION_APPLIED,NCT01150045,https://clinicaltrials.gov/study/NCT01150045,33821899,https://pubmed.ncbi.nlm.nih.gov/33821899,Arm A (12 cycles of FOLFOX + placebo daily),15.5,control,control,ACTIVE_COMPARATOR,control,"addition of celecoxib for 3 years, compared with placebo, to standard adjuvant chemotherapy",control,,,
CORRECTION_APPLIED,NCT01150045,https://clinicaltrials.gov/study/NCT01150045,33821899,https://pubmed.ncbi.nlm.nih.gov/33821899,Arm C (6 cycles FOLFOX + Placebo),10.0,intervention,intervention,,control,"addition of celecoxib for 3 years, compared with placebo, to standard adjuvant chemotherapy",control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT01150045,https://clinicaltrials.gov/study/NCT01150045,33821899,https://pubmed.ncbi.nlm.nih.gov/33821899,Arm D (6 cycles FOLFOX + Celecoxib),15.0,intervention,intervention,EXPERIMENTAL,intervention,"addition of celecoxib to adjuvant chemotherapy with fluorouracil, leucovorin, and oxaliplatin (FOLFOX)",intervention,,,
CORRECTION_APPLIED,NCT01150045,https://clinicaltrials.gov/study/NCT01150045,33821899,https://pubmed.ncbi.nlm.nih.gov/33821899,Arm B (12 cycles FOLFOX + Celecoxib),14.0,intervention,intervention,EXPERIMENTAL,intervention,"addition of celecoxib to adjuvant chemotherapy with fluorouracil, leucovorin, and oxaliplatin (FOLFOX)",intervention,,,
CORRECTION_APPLIED,NCT00295620,https://clinicaltrials.gov/study/NCT00295620,34320285,https://pubmed.ncbi.nlm.nih.gov/34320285,Arm B (Anastrozole 5 years),2.0,control,intervention,EXPERIMENTAL,intervention,"anastrozole for an additional 2 years ... or an additional 5 years (5-year group, receiving a total of 10 years)",intervention,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT00295620,https://clinicaltrials.gov/study/NCT00295620,34320285,https://pubmed.ncbi.nlm.nih.gov/34320285,Arm A (Anastrozole 2 years),2.0,intervention,intervention,EXPERIMENTAL,control,extending hormone therapy by 5 years provided no benefit over a 2-year extension,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT01949337,https://clinicaltrials.gov/study/NCT01949337,36996380,https://pubmed.ncbi.nlm.nih.gov/36996380,Arm A (Enzalutamide),16.5,control,intervention,EXPERIMENTAL,control,whether the addition of abiraterone acetate and prednisone (AAP) to enzalutamide prolongs overall survival,control,,,
CORRECTION_APPLIED,NCT01949337,https://clinicaltrials.gov/study/NCT01949337,36996380,https://pubmed.ncbi.nlm.nih.gov/36996380,Arm A (Enzalutamide alone),17.0,intervention,intervention,,control,whether the addition of abiraterone acetate and prednisone (AAP) to enzalutamide prolongs overall survival,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT01949337,https://clinicaltrials.gov/study/NCT01949337,36996380,https://pubmed.ncbi.nlm.nih.gov/36996380,"Arm B (Enzalutamide, Abiraterone, and Prednisone)",17.0,intervention,intervention,EXPERIMENTAL,intervention,whether the addition of abiraterone acetate and prednisone (AAP) to enzalutamide prolongs overall survival,intervention,,,
CORRECTION_APPLIED,NCT03419403,https://clinicaltrials.gov/study/NCT03419403,37257422,https://pubmed.ncbi.nlm.nih.gov/37257422,Arm A (Standard Steroids),53.0,control,intervention,EXPERIMENTAL,control,randomized (1:1:1) to OSE prophylactic treatments ... (a) standard steroid eye drops,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT03419403,https://clinicaltrials.gov/study/NCT03419403,37257422,https://pubmed.ncbi.nlm.nih.gov/37257422,Arm A (Standard Steroids),53.0,intervention,intervention,,control,randomized (1:1:1) to OSE prophylactic treatments ... (a) standard steroid eye drops,control,CORRECTION_APPLIED,,
CORRECTION_APPLIED,NCT03419403,https://clinicaltrials.gov/study/NCT03419403,37257422,https://pubmed.ncbi.nlm.nih.gov/37257422,Arm B (Standard Steroids + Vasoconstrictor + Cold Compress),53.0,intervention,intervention,EXPERIMENTAL,intervention,(b) standard steroid eye drops plus vasoconstrictor eye drops and cold compress,intervention,,,
CORRECTION_APPLIED,NCT03419403,https://clinicaltrials.gov/study/NCT03419403,37257422,https://pubmed.ncbi.nlm.nih.gov/37257422,Arm C (Enhanced Steroids + Vasoconstrictor + Cold Compress),58.5,intervention,intervention,EXPERIMENTAL,intervention,(c) enhanced steroids plus vasoconstrictor eye drops and cold compress,intervention,,,
