filename,nct,pos_idx,arm_name,tt_12mo,pipeline_label,ctgov_label,ctgov_type,pubmed_designation,pubmed_evidence,final_label,final_source,needs_human_review,match_status,n_pipeline_arms,n_ctgov_arms,pipeline_vs_final_flip
PMID 24439929 CT_Summary_SoE.pdf,NCT01121393,0,Arm B (Gemcitabine / Cisplatin),24.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24439929 CT_Summary_SoE.pdf,NCT01121393,0,Arm A (BIBW 2992 / Afatinib),20.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24450857 a_Summary_SoE.pdf,NCT01539512,0,Arm B (Placebo + Rituximab),14.0,control,control,PLACEBO_COMPARATOR,control,idelalisib... in combination with rituximab versus rituximab plus placebo,control,pubmed,False,confident_2arm,2,2,False
PMID 24450857 a_Summary_SoE.pdf,NCT01539512,0,Arm A (Idelalisib + Rituximab),14.0,intervention,control,ACTIVE_COMPARATOR,intervention,we assessed the efficacy and safety of idelalisib... in combination with rituximab versus rituximab plus placebo,intervention,pubmed,False,confident_2arm,2,2,False
PMID 24552317 a_Summary_SoE.pdf,NCT00884741,0,Arm 1 (Conventional Chemoradiation + Placebo),64.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24552317 a_Summary_SoE.pdf,NCT00884741,0,Arm 2 (Conventional Chemoradiation + Bevacizumab),64.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24552318 a_Summary_SoE.pdf,NCT00943826,0,Arm A (Placebo + Radiotherapy + Temozolomide),50.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24552318 a_Summary_SoE.pdf,NCT00943826,0,Arm B (Bevacizumab + Radiotherapy + Temozolomide),50.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,0,Regimen I (Cisplatin + Paclitaxel),71.0,control,control,ACTIVE_COMPARATOR,control,the addition of bevacizumab to chemotherapy was associated with increased overall survival,control,pubmed,False,uncertain,4,4,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,0,Regimen II (Cisplatin + Paclitaxel + Bevacizumab),79.0,intervention,intervention,EXPERIMENTAL,intervention,the addition of bevacizumab to chemotherapy was associated with increased overall survival,intervention,pubmed,False,confident,4,4,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,1,Regimen III (Topotecan + Paclitaxel),93.0,intervention,intervention,EXPERIMENTAL,intervention,We evaluated the effectiveness of bevacizumab and nonplatinum combination chemotherapy,intervention,pubmed,False,uncertain,4,4,False
PMID 24552320 a_Summary_SoE.pdf,NCT00803062,2,Regimen IV (Topotecan + Paclitaxel + Bevacizumab),93.0,intervention,intervention,EXPERIMENTAL,intervention,We evaluated the effectiveness of bevacizumab and nonplatinum combination chemotherapy,intervention,pubmed,False,confident,4,4,False
PMID 24590644 a_Summary_SoE.pdf,NCT00079001,0,Arm B (Placebo),14.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24590644 a_Summary_SoE.pdf,NCT00079001,0,Arm A (Early Zoledronic Acid),14.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24637997 a_Summary_SoE.pdf,NCT00976911,0,Arm 1 (Chemotherapy alone),53.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24637997 a_Summary_SoE.pdf,NCT00976911,0,Arm 2 (Chemotherapy plus bevacizumab),53.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24733799 a_Summary_SoE.pdf,NCT01156142,0,Doxepin then Placebo Crossover,11.0,intervention,control,PLACEBO_COMPARATOR,intervention,to test the efficacy of doxepin hydrochloride in the reduction of radiotherapy-induced OM pain,intervention,pubmed,False,confident_2arm,2,2,False
PMID 24733799 a_Summary_SoE.pdf,NCT01156142,1,Placebo then Doxepin Crossover,11.0,intervention,intervention,EXPERIMENTAL,control,patients were randomly allocated to a doxepin oral rinse or a placebo,control,pubmed,False,confident_2arm,2,2,True
PMID 24768112 a_Summary_SoE.pdf,NCT00984282,0,Placebo,7.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24768112 a_Summary_SoE.pdf,NCT00984282,0,Sorafenib,7.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24868024 a_Summary_SoE.pdf,NCT00486954,0,Arm B (Paclitaxel alone),40.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24868024 a_Summary_SoE.pdf,NCT00486954,0,Arm A (Lapatinib plus Paclitaxel),40.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,0,SOFT Arm A (Tamoxifen alone),5.0,control,control,ACTIVE_COMPARATOR,unresolved,,control,pipeline_fallback(pubmed_unresolved),True,count_mismatch,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,1,TEXT Arm A (GnRH analogue + Tamoxifen),14.0,control,control,,control,"exemestane plus ovarian suppression, as compared with tamoxifen plus ovarian suppression, significantly reduced recurrence.",control,pubmed,False,count_mismatch_leftover,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,0,SOFT Arm B & C (OFS + Tamoxifen/Exemestane),14.0,intervention,intervention,EXPERIMENTAL,unresolved,,intervention,pipeline_fallback(pubmed_unresolved),True,count_mismatch,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,1,TEXT Arm A & B (GnRH analogue + Tamoxifen/Exemestane),14.0,intervention,intervention,,unresolved,,intervention,pipeline_fallback(pubmed_unresolved),True,count_mismatch_leftover,6,2,False
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,2,TEXT Arm A (GnRH analogue plus Tamoxifen),14.0,intervention,intervention,,control,"exemestane plus ovarian suppression, as compared with tamoxifen plus ovarian suppression, significantly reduced recurrence.",control,pubmed,False,count_mismatch_leftover,6,2,True
PMID 24881463 a_Summary_SoE.pdf,NCT00066703,3,TEXT Arm B (GnRH analogue plus Exemestane),14.0,intervention,intervention,,intervention,adjuvant treatment with exemestane plus ovarian suppression... significantly reduced recurrence.,intervention,pubmed,False,count_mismatch_leftover,6,2,False
PMID 24881631 a_Summary_SoE.pdf,NCT01578707,0,Arm A (Ofatumumab IV),15.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24881631 a_Summary_SoE.pdf,NCT01578707,0,Arm B (Ibrutinib PO),14.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24881730 a_Summary_SoE.pdf,NCT01212991,0,Arm B (Placebo),9.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24881730 a_Summary_SoE.pdf,NCT01212991,0,Arm A (Enzalutamide / MDV3100),9.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,0,Arm A (Low Risk Group - Regular Treatment),5.0,control,control,ACTIVE_COMPARATOR,control,Patients with MBC who did not have increased CTCs at baseline remained on initial therapy until progression (arm A),control,pubmed,False,uncertain,4,4,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,1,Arm B (Moderate Risk Group - Maintain Current Therapy),7.0,control,intervention,EXPERIMENTAL,control,Patients with initially increased CTCs that decreased after 21 days of therapy remained on initial therapy (arm B),control,pubmed,False,uncertain,4,4,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,2,Arm C1 (High Risk Group - Maintain Current Therapy),15.5,control,control,ACTIVE_COMPARATOR,control,randomly assigned to continue initial therapy (arm C1) or change to an alternative chemotherapy (arm C2),control,pubmed,False,uncertain,4,4,False
PMID 24888818 a_Summary_SoE.pdf,NCT00382018,0,Arm C2 (High Risk Group - Switch Therapy),8.0,intervention,intervention,EXPERIMENTAL,intervention,tested whether changing chemotherapy after one cycle of first-line chemotherapy would improve the primary outcome of overall survival,intervention,pubmed,False,uncertain,4,4,False
PMID 24898665 CT_Summary_SoE.pdf,NCT00268983,0,Arm A (Rituximab),17.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24898665 CT_Summary_SoE.pdf,NCT00268983,0,Arm B (Iodine I 131 Tositumomab),19.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24933332 a_Summary_SoE.pdf,NCT01168973,0,Arm B (Placebo + Docetaxel),18.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24933332 a_Summary_SoE.pdf,NCT01168973,0,Arm A (Ramucirumab + Docetaxel),18.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24934787 a_Summary_SoE.pdf,NCT00041119,0,Arm 1: Cyclophosphamide and Doxorubicin (CA),7.0,control,control,ACTIVE_COMPARATOR,control,whether single-agent paclitaxel (T) was inferior to doxorubicin and cyclophosphamide (AC),control,pubmed,False,count_mismatch,3,4,False
PMID 24934787 a_Summary_SoE.pdf,NCT00041119,0,Arm 2: Paclitaxel (T),7.0,intervention,intervention,EXPERIMENTAL,intervention,to address the noninferiority of single-agent T to AC,intervention,pubmed,False,count_mismatch,3,4,False
PMID 24934787 a_Summary_SoE.pdf,NCT00041119,1,Arm 2: Paclitaxel,7.0,intervention,intervention,EXPERIMENTAL,intervention,to address the noninferiority of single-agent T to AC,intervention,pubmed,False,count_mismatch,3,4,False
PMID 24982457 a_Summary_SoE.pdf,NCT00107172,0,Arm 1: Sublobar Resection (SR),4.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24982457 a_Summary_SoE.pdf,NCT00107172,0,Arm 2: Sublobar Resection + Brachytherapy (SR + BX),5.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24982504 CT_Summary_SoE.pdf,NCT00406393,0,Arm B (Tacrolimus/Methotrexate),34.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 24982504 CT_Summary_SoE.pdf,NCT00406393,0,Arm A (Sirolimus/Tacrolimus),34.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25014687 a_Summary_SoE.pdf,NCT00353496,0,Arm B (Placebo),18.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25014687 a_Summary_SoE.pdf,NCT00353496,0,Arm A (Lanreotide Autogel 120 mg),18.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25092781 a_Summary_SoE.pdf,NCT00372593,0,Arm A (Standard chemotherapy),46.0,control,control,ACTIVE_COMPARATOR,control,randomly assigned to either standard five-course chemotherapy alone or to the same chemotherapy with two doses of GO,control,pubmed,False,count_mismatch,2,3,False
PMID 25092781 a_Summary_SoE.pdf,NCT00372593,0,Arm B (Standard chemotherapy + GMTZ),47.0,intervention,control,ACTIVE_COMPARATOR,intervention,determine whether adding GO to standard chemotherapy improved event-free survival (EFS) and overall survival,intervention,pubmed,False,count_mismatch,2,3,False
PMID 25154829 a_Summary_SoE.pdf,NCT00075946,0,Arm A (Rituximab Retreatment),8.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25154829 a_Summary_SoE.pdf,NCT00075946,0,Arm B (Rituximab Scheduled Dosing),8.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25184863 a_Summary_SoE.pdf,NCT00689936,0,Arm C (MPT for 12 cycles),21.0,control,control,ACTIVE_COMPARATOR,control,melphalan-prednisone-thalidomide (MPT) is considered a standard therapy for patients with myeloma who are ineligible for stem-cell transplantation,control,pubmed,False,uncertain,3,3,False
PMID 25184863 a_Summary_SoE.pdf,NCT00689936,0,Arm A (Rd until PD),21.0,intervention,intervention,EXPERIMENTAL,intervention,The primary end point was progression-free survival with continuous lenalidomide-dexamethasone versus MPT,intervention,pubmed,False,uncertain,3,3,False
PMID 25184863 a_Summary_SoE.pdf,NCT00689936,1,Arm B (Rd for 18 cycles),21.0,intervention,intervention,EXPERIMENTAL,intervention,lenalidomide and dexamethasone in 28-day cycles until disease progression... to the same combination for 72 weeks (18 cycles; 541 patients),intervention,pubmed,False,uncertain,3,3,False
PMID 25225436 a_Summary_SoE.pdf,NCT00866697,0,Arm B (Placebo),10.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25225436 a_Summary_SoE.pdf,NCT00866697,0,Arm A (Pazopanib),10.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25265494 a_Summary_SoE.pdf,NCT01689519,0,Arm A (Vemurafenib + Placebo),20.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25265494 a_Summary_SoE.pdf,NCT01689519,0,Arm B (Vemurafenib + Cobimetinib),20.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25267740 a_Summary_SoE.pdf,NCT00078949,0,Arm S2 (DHAP +/- Rituximab),9.0,control,intervention,EXPERIMENTAL,control,gemcitabine-based therapy before autologous stem-cell transplantation (ASCT) is as effective as and less toxic than standard treatment,control,pubmed,False,count_mismatch,3,4,False
PMID 25267740 a_Summary_SoE.pdf,NCT00078949,0,Arm S1 (GDP),9.0,intervention,intervention,EXPERIMENTAL,intervention,we hypothesized that gemcitabine-based therapy before autologous stem-cell transplantation (ASCT) is as effective as and less toxic than standard treatment,intervention,pubmed,False,count_mismatch,3,4,False
PMID 25267740 a_Summary_SoE.pdf,NCT00078949,1,Arm S2 (DHAP),20.5,intervention,intervention,EXPERIMENTAL,control,treatment with GDP is associated with a noninferior response rate... less toxicity and hospitalization,control,pubmed,False,count_mismatch,3,4,True
PMID 25311218 a_Summary_SoE.pdf,NCT00025259,0,RER Standard (ABVE-PC x4 + IFRT),37.0,control,intervention,EXPERIMENTAL,control,RERs with CR were randomly assigned to involved-field radiotherapy (IFRT) or no additional therapy,control,pubmed,False,count_mismatch,4,7,False
PMID 25311218 a_Summary_SoE.pdf,NCT00025259,1,SER Standard (ABVE-PC x4 + IFRT),36.5,control,intervention,EXPERIMENTAL,control,Slow early responders (SERs) were randomly assigned to receive two additional ABVE-PC cycles with or without two cycles of... DECA,control,pubmed,False,count_mismatch,4,7,False
PMID 25311218 a_Summary_SoE.pdf,NCT00025259,0,RER Reduced (ABVE-PC x4),24.0,intervention,intervention,EXPERIMENTAL,intervention,omitting radiotherapy in RERs with CR,intervention,pubmed,False,count_mismatch,4,7,False
PMID 25311218 a_Summary_SoE.pdf,NCT00025259,1,SER Augmented (ABVE-PC x2 + DECA x2 + ABVE-PC x2 + IFRT),43.0,intervention,intervention,EXPERIMENTAL,intervention,augmenting chemotherapy in SERs with PET-positive disease,intervention,pubmed,False,count_mismatch,4,7,False
PMID 25332243 a_Summary_SoE.pdf,NCT00006237,0,Arm 1 (High-Dose Interferon Alpha-2b),29.0,control,control,ACTIVE_COMPARATOR,control,High-dose interferon (IFN) for 1 year (HDI) is the US Food and Drug Administration-approved adjuvant therapy,control,pubmed,False,count_mismatch,3,2,False
PMID 25332243 a_Summary_SoE.pdf,NCT00006237,0,Arm 2 (Biochemotherapy: CVD + IL-2 + IFN + G-CSF),49.0,intervention,intervention,EXPERIMENTAL,intervention,We sought to determine whether a shorter course of biochemotherapy would be more effective,intervention,pubmed,False,count_mismatch,3,2,False
PMID 25332243 a_Summary_SoE.pdf,NCT00006237,1,Arm 1 (One Year High-Dose Interferon Alpha-2b),164.0,intervention,intervention,,control,High-dose interferon (IFN) for 1 year (HDI) is the US Food and Drug Administration-approved adjuvant therapy,control,pubmed,False,count_mismatch_leftover,3,2,True
PMID 25348000 a_Summary_SoE.pdf,NCT00390455,0,Arm B (Fulvestrant + Placebo),15.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25348000 a_Summary_SoE.pdf,NCT00390455,0,Arm A (Fulvestrant + Lapatinib),15.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25354103 a_Summary_SoE.pdf,NCT00412360,0,Arm A (Single Umbilical Cord Blood Transplantation),49.0,control,intervention,EXPERIMENTAL,control,we hypothesized that the greater numbers of hematopoietic cells in two units of cord blood would be associated with improved outcomes,control,pubmed,False,confident_2arm,2,2,False
PMID 25354103 a_Summary_SoE.pdf,NCT00412360,0,Arm B (Double Umbilical Cord Blood Transplantation),49.0,intervention,intervention,EXPERIMENTAL,intervention,we hypothesized that the greater numbers of hematopoietic cells in two units of cord blood would be associated with improved outcomes after transplantation,intervention,pubmed,False,confident_2arm,2,2,False
PMID 25366680 a_Summary_SoE.pdf,NCT00047008,0,Arm 1 (Standard Fractionation + Cisplatin),40.0,control,intervention,OTHER,control,We tested the efficacy and toxicity of cisplatin plus accelerated fractionation with a concomitant boost (AFX-C) versus standard fractionation (SFX),control,pubmed,False,confident_2arm,2,2,False
PMID 25366680 a_Summary_SoE.pdf,NCT00047008,0,Arm 2 (Accelerated Fractionation + Cisplatin),35.0,intervention,intervention,EXPERIMENTAL,intervention,We tested the efficacy and toxicity of cisplatin plus accelerated fractionation with a concomitant boost (AFX-C) versus standard fractionation,intervention,pubmed,False,confident_2arm,2,2,False
PMID 25399551 a_Summary_SoE.pdf,NCT01597908,0,Arm B (Vemurafenib),15.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25399551 a_Summary_SoE.pdf,NCT01597908,0,Arm A (Dabrafenib + Trametinib),15.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25399552 a_Summary_SoE.pdf,NCT01721772,0,Arm B (Dacarbazine),36.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25399552 a_Summary_SoE.pdf,NCT01721772,0,Arm A (Nivolumab),36.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25422488 a_Summary_SoE.pdf,NCT00070564,0,Arm 5 (AC q2w x 4 -> Paclitaxel q2w x 6),22.0,intervention,control,ACTIVE_COMPARATOR,control,that paclitaxel once per week was superior to six cycles of paclitaxel once every 2 weeks,control,pubmed,False,count_mismatch,2,6,True
PMID 25422488 a_Summary_SoE.pdf,NCT00070564,1,Arm 6 (AC q2w x 4 -> Paclitaxel weekly x 12),22.0,intervention,intervention,EXPERIMENTAL,intervention,that paclitaxel once per week was superior to six cycles of paclitaxel once every 2 weeks,intervention,pubmed,False,count_mismatch,2,6,False
PMID 25470694 a_Summary_SoE.pdf,NCT01154140,0,Arm B (Chemotherapy - Pemetrexed/Cisplatin or Pemetrexed/Carboplatin),13.0,control,intervention,EXPERIMENTAL,control,Crizotinib was superior to standard first-line pemetrexed-plus-platinum chemotherapy,control,pubmed,False,confident_2arm,2,2,False
PMID 25470694 a_Summary_SoE.pdf,NCT01154140,0,Arm A (Crizotinib),19.0,intervention,control,ACTIVE_COMPARATOR,intervention,The efficacy of the ALK inhibitor crizotinib as compared with standard chemotherapy as first-line treatment... is unknown,intervention,pubmed,False,confident_2arm,2,2,False
PMID 25482145 a_Summary_SoE.pdf,NCT01080391,0,Rd Arm (Lenalidomide and Dexamethasone),26.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25482145 a_Summary_SoE.pdf,NCT01080391,0,"CRd Arm (Carfilzomib, Lenalidomide, and Dexamethasone)",77.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25495490 a_Summary_SoE.pdf,NCT00066690,0,Arm A (Tamoxifen alone),5.0,control,control,ACTIVE_COMPARATOR,control,"tested the hypothesis that tamoxifen plus ovarian suppression would improve disease-free survival, as compared with tamoxifen alone.",control,pubmed,False,uncertain,3,3,False
PMID 25495490 a_Summary_SoE.pdf,NCT00066690,0,Arm B (OFS plus Tamoxifen),14.0,intervention,intervention,EXPERIMENTAL,intervention,"for women... who remained premenopausal, the addition of ovarian suppression improved disease outcomes.",intervention,pubmed,False,uncertain,3,3,False
PMID 25495490 a_Summary_SoE.pdf,NCT00066690,1,Arm C (OFS plus Exemestane),14.0,intervention,intervention,EXPERIMENTAL,intervention,Further improvement was seen with the use of exemestane plus ovarian suppression.,intervention,pubmed,False,uncertain,3,3,False
PMID 25547503 a_Summary_SoE.pdf,NCT00901901,0,Arm B (Sorafenib + Placebo),18.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25547503 a_Summary_SoE.pdf,NCT00901901,0,Arm A (Sorafenib + Erlotinib),18.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25605862 a_Summary_SoE.pdf,NCT00337103,0,Arm B (Capecitabine),45.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25605862 a_Summary_SoE.pdf,NCT00337103,0,Arm A (E7389 / Eribulin),45.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25629741 a_Summary_SoE.pdf,NCT01243944,0,Arm 2 (Best Available Therapy),14.0,control,control,OTHER,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25629741 a_Summary_SoE.pdf,NCT01243944,0,Arm 1 (INC424/ruxolitinib),14.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25671254 a_Summary_SoE.pdf,NCT01321554,0,Arm B (Placebo),16.0,control,control,PLACEBO_COMPARATOR,control,we randomly assigned 261 patients to receive lenvatinib... and 131 patients to receive placebo,control,pubmed,False,count_mismatch,2,4,False
PMID 25671254 a_Summary_SoE.pdf,NCT01321554,0,Arm A (Lenvatinib),16.0,intervention,intervention,EXPERIMENTAL,intervention,"Lenvatinib, as compared with placebo, was associated with significant improvements in progression-free survival",intervention,pubmed,False,count_mismatch,2,4,False
PMID 25682602 a_Summary_SoE.pdf,NCT00929695,0,Higher-dose prednisone (1 or 2 mg/kg/day),14.5,control,intervention,EXPERIMENTAL,control,a 50% decrease in the initial dose of prednisone... would suffice to control graft-versus-host disease,control,pubmed,False,count_mismatch,3,2,False
PMID 25682602 a_Summary_SoE.pdf,NCT00929695,0,Lower-dose prednisone (0.5 or 1 mg/kg/day),15.0,intervention,control,ACTIVE_COMPARATOR,intervention,prednisone is effective and safe for patients with newly diagnosed acute graft-versus-host disease,intervention,pubmed,False,count_mismatch,3,2,False
PMID 25682602 a_Summary_SoE.pdf,NCT00929695,1,Higher-dose prednisone (1 or 2 mg/kg/day),16.0,intervention,intervention,,control,a 50% decrease in the initial dose of prednisone... would suffice to control graft-versus-host disease,control,pubmed,False,count_mismatch_leftover,3,2,True
PMID 25713428 a_Summary_SoE.pdf,NCT01012297,0,Regimen I (Gemcitabine + Docetaxel + Placebo + G-CSF),62.0,control,intervention,EXPERIMENTAL,control,randomly assigned to gemcitabine-docetaxel plus bevacizumab or gemcitabine-docetaxel plus placebo,control,pubmed,False,confident_2arm,2,2,False
PMID 25713428 a_Summary_SoE.pdf,NCT01012297,0,Regimen II (Gemcitabine + Docetaxel + Bevacizumab + G-CSF),62.0,intervention,intervention,EXPERIMENTAL,intervention,whether the addition of bevacizumab to gemcitabine-docetaxel increases progression-free survival,intervention,pubmed,False,confident_2arm,2,2,False
PMID 25738668 a_Summary_SoE.pdf,NCT00068601,0,Arm 1 (Standard cyclophosphamide-containing adjuvant chemotherapy),8.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25738668 a_Summary_SoE.pdf,NCT00068601,0,Arm 2 (Goserelin + Standard cyclophosphamide-containing adjuvant chemotherapy),9.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25738670 a_Summary_SoE.pdf,NCT00722137,0,Arm B (R-CHOP),16.0,control,control,ACTIVE_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25738670 a_Summary_SoE.pdf,NCT00722137,0,Arm A (VcR-CAP),31.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25779558 a_Summary_SoE.pdf,NCT00667251,0,Arm 2 (Trastuzumab + Taxane),35.0,control,control,ACTIVE_COMPARATOR,control,"PFS was inferior for lapatinib compared with trastuzumab, with a stratified hazard ratio (HR) of 1.37",control,pubmed,False,confident_2arm,2,2,False
PMID 25779558 a_Summary_SoE.pdf,NCT00667251,0,Arm 1 (Lapatinib + Taxane),22.0,intervention,control,ACTIVE_COMPARATOR,intervention,The efficacy of lapatinib versus trastuzumab combined with taxanes in the first-line setting... is unknown,intervention,pubmed,False,confident_2arm,2,2,False
PMID 25891173 a_Summary_SoE.pdf,NCT01866319,0,Ipilimumab Q3W (3 mg/kg every 3 weeks for 4 doses),18.0,control,intervention,EXPERIMENTAL,control,The immune checkpoint inhibitor ipilimumab is the standard-of-care treatment for patients with advanced melanoma,control,pubmed,False,confident,3,3,False
PMID 25891173 a_Summary_SoE.pdf,NCT01866319,0,MK-3475 Q3W (10 mg/kg every 3 weeks),19.0,intervention,control,ACTIVE_COMPARATOR,intervention,the anti-PD-1 antibody pembrolizumab prolonged progression-free survival and overall survival... versus ipilimumab,intervention,pubmed,False,uncertain,3,3,False
PMID 25891173 a_Summary_SoE.pdf,NCT01866319,1,MK-3475 Q2W (10 mg/kg every 2 weeks),28.0,intervention,intervention,EXPERIMENTAL,intervention,P<0.001 for both pembrolizumab regimens versus ipilimumab,intervention,pubmed,False,uncertain,3,3,False
PMID 25897156 a_Summary_SoE.pdf,NCT00369785,0,Placebo,2.0,control,control,PLACEBO_COMPARATOR,,,control,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
PMID 25897156 a_Summary_SoE.pdf,NCT00369785,0,Donepezil,2.0,intervention,intervention,EXPERIMENTAL,,,intervention,agreement(pipeline=ctgov),False,confident_2arm,2,2,False
